"decmal year", "x utm", "y utm", "bottom depth(m)","recruits per sq m"
1985.59, 468736.629674, 4437067.189944, 98.000000, 0.000000e+00
1985.59, 429025.220209, 4444738.771646, 99.000000, 0.000000e+00
1985.59, 447473.865920, 4444588.241765, 93.000000, 0.000000e+00
1985.59, 429129.424312, 4455838.376367, 87.000000, 0.000000e+00
1985.59, 395186.691534, 4461784.828976, 90.000000, 6.011985e-04
1985.59, 492917.276784, 4457362.321445, 97.000000, 0.000000e+00
1985.59, 484418.414953, 4459217.634252, 90.000000, 0.000000e+00
1985.59, 528332.491498, 4459254.801459, 103.000000, 0.000000e+00
1985.59, 446258.272674, 4472347.345499, 68.000000, 5.948780e-04
1985.59, 500000.000000, 4470301.181842, 85.000000, 0.000000e+00
1985.59, 425135.556012, 4481775.704732, 71.000000, 0.000000e+00
1985.59, 533952.248801, 4470377.968599, 92.000000, 8.648272e-03
1985.6, 471758.180383, 4483308.080345, 62.000000, 0.000000e+00
1985.59, 548054.434375, 4477858.948942, 96.000000, 6.068690e-03
1985.59, 524011.068685, 4481439.576475, 74.000000, 0.000000e+00
1985.59, 516942.573664, 4485127.642822, 70.000000, 1.994804e-03
1985.59, 509883.551001, 4486957.578533, 71.000000, 0.000000e+00
1985.59, 398519.765043, 4498743.282004, 51.000000, 0.000000e+00
1985.6, 459119.100486, 4496320.789511, 55.000000, 0.000000e+00
1985.59, 376057.688030, 4504635.576078, 56.000000, 0.000000e+00
1985.59, 566339.525628, 4487245.752179, 96.000000, 7.838292e-03
1985.6, 457727.498988, 4500025.082628, 48.000000, 0.000000e+00
1985.6, 450697.162230, 4501922.218322, 49.000000, 0.000000e+00
1985.6, 484499.064574, 4498067.328575, 65.000000, 7.128317e-02
1985.59, 523969.435619, 4494393.376201, 62.000000, 5.809577e-04
1985.6, 435227.586119, 4505737.696704, 47.000000, 0.000000e+00
1985.64, 581811.420011, 4492950.097258, 91.000000, 5.440568e-03
1985.64, 590296.840210, 4491205.133753, 96.000000, 4.907232e-03
1985.59, 388872.511563, 4513692.942318, 41.000000, 0.000000e+00
1985.6, 474661.802565, 4507352.121403, 44.000000, 3.528797e-03
1985.59, 556366.238263, 4500118.562979, 73.000000, 0.000000e+00
1985.6, 480310.083636, 4512885.250627, 47.000000, 5.124405e-02
1985.64, 624096.521933, 4495388.596605, 97.000000, 0.000000e+00
1985.6, 487340.391174, 4512869.895179, 72.000000, 1.198162e-01
1985.59, 516887.928611, 4509170.752382, 68.000000, 7.306475e-03
1985.59, 552100.017988, 4505637.929330, 67.000000, 0.000000e+00
1985.64, 597227.564598, 4500540.604126, 82.000000, 4.192192e-03
1985.59, 509851.640100, 4511011.842957, 67.000000, 2.972970e-02
1985.6, 495781.181231, 4514702.962136, 81.000000, 5.958583e-02
1985.64, 602841.236794, 4502470.300726, 80.000000, 1.256449e-02
1985.64, 639571.283550, 4497517.034337, 100.000000, 0.000000e+00
1985.59, 509841.789446, 4518415.898932, 71.000000, 3.937200e-02
1985.6, 477519.336633, 4522140.078857, 52.000000, 1.749227e-03
1985.59, 376522.081592, 4532388.366691, 47.000000, 0.000000e+00
1985.6, 445237.528605, 4526005.704982, 38.000000, 0.000000e+00
1985.59, 522491.914117, 4518443.564248, 62.000000, 0.000000e+00
1985.64, 649331.737296, 4503259.243056, 101.000000, 2.417637e-03
