"decmal year", "x utm", "y utm", "bottom depth(m)","recruits per sq m"
2017.58, 475935.565370, 4464789.832709, 80.000000, 0.000000e+00
2017.58, 463203.113365, 4466695.059577, 73.000000, 1.769197e+00
2017.58, 449059.042888, 4468631.380421, 68.000000, 0.000000e+00
2017.58, 488677.065081, 4464759.851440, 86.000000, 0.000000e+00
2017.58, 461794.332047, 4468555.798729, 73.000000, 7.989057e+00
2017.58, 500000.000000, 4464751.326377, 88.000000, 0.000000e+00
2017.58, 444827.476066, 4470503.950252, 68.000000, 0.000000e+00
2017.58, 470284.500189, 4468517.408608, 75.000000, 5.707855e+00
2017.58, 451898.087479, 4470455.308305, 68.000000, 0.000000e+00
2017.58, 507075.771894, 4464754.655478, 91.000000, 0.000000e+00
2017.58, 512741.487659, 4464762.121310, 91.000000, 0.000000e+00
2017.58, 437772.220159, 4472412.940496, 69.000000, 0.000000e+00
2017.58, 477356.798787, 4468492.757024, 79.000000, 0.000000e+00
2017.58, 481601.872067, 4468481.158561, 80.000000, 0.000000e+00
2017.58, 488682.649470, 4468467.151197, 84.000000, 0.000000e+00
2017.58, 470291.791502, 4470359.971563, 73.000000, 8.730077e+00
2017.58, 516984.464068, 4466624.165615, 91.000000, 5.570322e-04
2017.58, 504245.067178, 4468459.824157, 86.000000, 5.570322e-04
2017.58, 473124.959880, 4472202.983874, 73.000000, 1.372884e+01
2017.58, 477367.946072, 4472188.983340, 77.000000, 4.905477e-04
2017.58, 458997.439048, 4474120.632552, 62.000000, 2.758728e-03
2017.58, 480202.259260, 4472180.967974, 79.000000, 0.000000e+00
2017.58, 464647.716224, 4474091.860375, 68.000000, 2.119458e+00
2017.58, 487271.065879, 4472165.643366, 82.000000, 4.456257e-01
2017.58, 490096.889978, 4472161.380795, 82.000000, 8.878168e-01
2017.58, 508488.051682, 4470305.980969, 84.000000, 3.899227e-03
2017.58, 512732.078838, 4470311.979886, 84.000000, 3.899227e-03
2017.58, 468897.308046, 4475915.637675, 69.000000, 2.419191e+00
2017.58, 474554.665408, 4475894.290118, 73.000000, 4.743362e+00
2017.58, 502825.822877, 4472155.376512, 80.000000, 0.000000e+00
2017.58, 439240.974229, 4479805.083949, 69.000000, 0.000000e+00
2017.58, 459017.660893, 4477816.905586, 62.000000, 0.000000e+00
2017.58, 507068.800510, 4472158.174670, 82.000000, 1.114065e-03
2017.58, 492932.946456, 4474011.842806, 82.000000, 1.114065e-03
2017.58, 516971.914607, 4472174.042668, 80.000000, 3.899227e-03
2017.57, 415265.461100, 4483734.991586, 68.000000, 0.000000e+00
2017.58, 437848.987692, 4481659.255078, 69.000000, 0.000000e+00
2017.58, 477384.698159, 4477738.912722, 73.000000, 5.825445e-01
2017.57, 419502.251247, 4483688.163588, 68.000000, 0.000000e+00
2017.58, 509900.662591, 4474015.049237, 79.000000, 2.785163e-03
2017.58, 504240.886066, 4475852.285569, 79.000000, 5.570322e-04
2017.58, 487280.487691, 4477715.566118, 79.000000, 1.757019e+00
2017.58, 514142.593365, 4474021.850910, 80.000000, 2.228129e-03
2017.58, 450562.351560, 4481564.418169, 66.000000, 0.000000e+00
2017.58, 492936.431726, 4477708.095300, 79.000000, 2.610625e+00
2017.58, 475983.017342, 4479596.983558, 71.000000, 5.041142e-03
2017.58, 460444.835095, 4481505.627102, 60.000000, 0.000000e+00
2017.58, 480221.811226, 4479584.581442, 73.000000, 8.634002e-03
2017.58, 461860.248545, 4481498.275815, 62.000000, 0.000000e+00
2017.58, 508479.674009, 4477709.564924, 75.000000, 0.000000e+00
2017.58, 453396.265406, 4483400.003994, 62.000000, 0.000000e+00
2017.58, 500000.000000, 4479558.447878, 75.000000, 0.000000e+00
2017.58, 514132.118971, 4479571.790452, 75.000000, 5.570322e-04
2017.58, 515539.397297, 4479574.580075, 73.000000, 0.000000e+00
2017.58, 501415.406240, 4481401.171120, 75.000000, 0.000000e+00
2017.57, 484468.279916, 4483270.867027, 73.000000, 0.000000e+00
2017.57, 468935.767631, 4485173.014286, 55.000000, 0.000000e+00
2017.57, 471765.184877, 4485161.785303, 60.000000, 0.000000e+00
2017.57, 432262.922756, 4489112.192449, 64.000000, 0.000000e+00
2017.58, 512713.231983, 4481411.841369, 73.000000, 5.570322e-04
2017.57, 476000.836649, 4485146.978272, 66.000000, 0.000000e+00
2017.57, 419582.039937, 4491092.055946, 60.000000, 0.000000e+00
2017.57, 464708.817714, 4487034.439997, 57.000000, 0.000000e+00
2017.57, 436512.308104, 4490928.702464, 62.000000, 0.000000e+00
2017.45, 548399.520774, 4478260.787330, 99.000000, 4.512347e-04
2017.57, 488707.776668, 4485116.965755, 75.000000, 0.000000e+00
2017.58, 507058.330633, 4483258.064078, 71.000000, 0.000000e+00
2017.57, 461898.026856, 4488902.022546, 55.000000, 0.000000e+00
2017.57, 442158.524060, 4490882.772036, 62.000000, 0.000000e+00
2017.57, 443563.727280, 4490872.005496, 62.000000, 0.000000e+00
2017.45, 559673.634618, 4478763.980934, 108.000000, 0.000000e+00
2017.57, 494351.047100, 4486953.174008, 75.000000, 0.000000e+00
2017.41, 513866.712106, 4485543.103087, 72.000000, 0.000000e+00
2017.57, 428082.868426, 4494701.985289, 59.000000, 0.000000e+00
2017.58, 514121.633765, 4485121.778116, 69.000000, 0.000000e+00
2017.58, 516942.573664, 4485127.642822, 68.000000, 0.000000e+00
2017.57, 490118.903169, 4488811.289845, 75.000000, 0.000000e+00
2017.57, 416825.119267, 4496673.195011, 55.000000, 0.000000e+00
2017.41, 504954.110599, 4487507.683581, 75.000000, 0.000000e+00
2017.58, 514118.150288, 4486964.384663, 68.000000, 0.000000e+00
2017.57, 497180.458512, 4488805.280500, 71.000000, 0.000000e+00
2017.57, 468966.527447, 4492565.691469, 55.000000, 5.346422e-04
2017.57, 505647.550218, 4488806.884913, 69.000000, 0.000000e+00
2017.57, 430917.557993, 4496529.076313, 59.000000, 0.000000e+00
2017.57, 452052.576952, 4494509.125512, 57.000000, 0.000000e+00
2017.57, 473197.987179, 4492549.274220, 59.000000, 5.334255e-04
2017.57, 439376.360234, 4496455.385065, 55.000000, 0.000000e+00
2017.57, 453488.639305, 4498196.560295, 51.000000, 0.000000e+00
2017.57, 480265.879490, 4496234.699476, 59.000000, 6.171730e-04
2017.57, 421113.444108, 4502177.381373, 48.000000, 0.000000e+00
2017.41, 502267.377073, 4494732.563262, 70.000000, 0.000000e+00
2017.57, 473217.955206, 4498099.383653, 57.000000, 2.115158e-03
2017.41, 504872.653054, 4495521.925892, 71.000000, 0.000000e+00
2017.41, 500431.365918, 4496674.765647, 71.000000, 0.000000e+00
2017.57, 484499.064574, 4498067.328575, 71.000000, 0.000000e+00
2017.45, 557297.385078, 4490079.308361, 96.000000, 1.783619e-03
2017.57, 490131.157220, 4498057.726521, 73.000000, 0.000000e+00
2017.57, 447886.972385, 4503784.153998, 49.000000, 0.000000e+00
2017.57, 492957.414670, 4499908.259434, 73.000000, 0.000000e+00
2017.57, 474642.855135, 4501801.933119, 46.000000, 0.000000e+00
2017.57, 497184.656893, 4499905.457387, 66.000000, 0.000000e+00
2017.57, 480285.489376, 4503627.490705, 59.000000, 1.367494e-02
2017.57, 467618.127149, 4505525.717573, 44.000000, 1.127413e-03
2017.57, 471842.224779, 4505508.491869, 46.000000, 0.000000e+00
2017.45, 538540.891186, 4498983.548112, 64.000000, 0.000000e+00
2017.57, 484514.500101, 4505471.237882, 64.000000, 3.272447e-02
2017.45, 532135.097093, 4500074.266679, 64.000000, 0.000000e+00
2017.57, 483107.874859, 4507328.081354, 66.000000, 1.467175e-02
2017.57, 487330.907846, 4507319.667373, 60.000000, 3.802047e-03
2017.46, 612817.365387, 4492999.669131, 101.000000, 1.379729e-03
2017.57, 500000.000000, 4507308.849424, 73.000000, 0.000000e+00
2017.46, 577077.267375, 4498938.905561, 90.000000, 7.176830e-03
2017.57, 470453.497046, 4511064.202351, 46.000000, 0.000000e+00
2017.57, 467650.449042, 4512929.731858, 38.000000, 0.000000e+00
2017.57, 477485.573559, 4511039.498618, 51.000000, 3.482252e-01
2017.57, 485927.432888, 4511018.657070, 73.000000, 2.923010e-02
2017.57, 459220.826563, 4514814.104860, 44.000000, 0.000000e+00
2017.57, 483120.519324, 4512878.311384, 60.000000, 1.572624e-02
2017.57, 464840.318904, 4514785.275026, 48.000000, 0.000000e+00
2017.57, 478905.896591, 4514731.820212, 57.000000, 3.204512e-02
2017.57, 500000.000000, 4512859.074372, 71.000000, 1.364696e-03
2017.46, 602254.537486, 4501485.159439, 80.000000, 1.380218e-02
2017.57, 463457.986840, 4518499.665172, 40.000000, 0.000000e+00
2017.45, 529510.701565, 4511574.690840, 57.000000, 9.586590e-04
2017.57, 495782.238117, 4516556.753470, 80.000000, 0.000000e+00
2017.57, 477508.085883, 4518443.564248, 57.000000, 9.887152e-03
2017.46, 628968.782092, 4500434.935563, 96.000000, 7.301292e-02
2017.41, 511439.961949, 4515665.250132, 68.000000, 4.543660e-04
2017.57, 488758.264147, 4518417.895292, 68.000000, 4.094275e-03
2017.57, 473298.032065, 4520300.302137, 27.000000, 1.047675e-03
2017.47, 643765.294952, 4499440.315312, 104.000000, 0.000000e+00
2017.41, 477871.899589, 4521650.579906, 56.000000, 9.686096e-03
2017.57, 495784.346633, 4520253.251660, 86.000000, 1.474885e-03
2017.41, 503869.295202, 4521540.736554, 75.000000, 0.000000e+00
2017.41, 492246.601621, 4523497.512723, 71.000000, 2.277819e-02
2017.47, 647846.463418, 4506927.677611, 93.000000, 0.000000e+00
2017.46, 634067.397888, 4512695.799266, 93.000000, 4.134790e-02
2017.41, 486521.879468, 4531420.613938, 67.000000, 1.169662e-01
2017.47, 663292.357397, 4509106.320643, 110.000000, 0.000000e+00
2017.41, 509588.294977, 4531758.646393, 71.000000, 0.000000e+00
2017.47, 668842.140817, 4512929.302430, 106.000000, 0.000000e+00
2017.41, 516084.965217, 4532757.955326, 74.000000, 0.000000e+00
2017.41, 480281.975877, 4537062.870348, 66.000000, 1.012723e-01
2017.47, 523143.586605, 4533820.261605, 70.000000, 0.000000e+00
2017.47, 656100.325747, 4516348.217633, 95.000000, 6.006680e-04
2017.41, 485544.560793, 4539592.761258, 59.000000, 1.063351e-01
2017.46, 603561.950972, 4525252.676547, 66.000000, 4.697345e-04
2017.46, 608574.161761, 4527156.826084, 69.000000, 6.492988e-03
2017.47, 661647.601639, 4520177.003530, 91.000000, 2.635582e-03
2017.42, 481754.361894, 4543930.622289, 63.000000, 9.193963e-02
2017.42, 503345.965784, 4541555.269911, 83.000000, 1.702055e-02
2017.46, 631641.016941, 4525644.796834, 83.000000, 4.730500e-02
2017.42, 505565.636210, 4541245.789624, 73.000000, 6.933448e-04
2017.47, 675698.924103, 4520497.735286, 99.000000, 0.000000e+00
2017.47, 671439.045350, 4522241.540607, 93.000000, 0.000000e+00
