xUTM,yUTM,Depth,Latitude,Longitude,GamPredict,Gam1Var,Gam2Var,Gam1Predict,Gam2Predict,FinalPredict,KrigeVar,Region
526211,4129600,58.765,37.3127,-74.7042,0.234759574,9.31E-16,0.124826434,1,0.234759574,0.823036598,0.0142974,DMV
528063,4129600,66.6613,37.3126,-74.6833,0.151385798,1.26E-15,0.093686234,1,0.151385798,0.524498728,0.014202601,DMV
529915,4129600,77.0137,37.3125,-74.6624,0.036413266,1.29E-15,0.02798691,1,0.036413266,0.120658027,0.014104589,DMV
531767,4129600,83.3209,37.3125,-74.6415,0.013264757,1.57E-15,0.013197827,1,0.013264757,0.039919781,0.014643631,DMV
533619,4129600,91,37.3124,-74.6206,0.004434354,6.77E-15,0.006695784,1,0.004434354,0.008651136,0.014990818,DMV
520655,4131450,52.5774,37.3295,-74.7668,0.913880648,1.07E-15,0.266592574,1,0.913880648,3.216931198,0.014399704,DMV
535471,4129600,92.1086,37.3123,-74.5997,6.83E-19,5.94E-15,0.004968043,2.22E-16,0.003075783,0,0.015258232,DMV
522507,4131450,51.205,37.3294,-74.7459,0.652743195,9.21E-16,0.218776377,1,0.652743195,2.295514893,0.014294038,DMV
537323,4129600,96,37.3123,-74.5788,3.69E-19,4.04E-15,0.003328381,2.22E-16,0.001662183,0,0.015488154,DMV
524359,4131450,57.9813,37.3294,-74.725,0.396172889,8.46E-16,0.159961768,1,0.396172889,1.390418766,0.014115742,DMV
539175,4129600,96.4278,37.3122,-74.5579,3.05E-19,4.31E-15,0.002827734,2.22E-16,0.001372707,0,0.015696247,DMV
526211,4131450,56.6965,37.3293,-74.7041,0.243366401,1.20E-15,0.117142218,1,0.243366401,0.851026903,0.013935528,DMV
541027,4129600,103.831,37.3121,-74.537,1.22E-19,4.37E-15,0.001636423,2.22E-16,0.000550753,0,0.015889523,DMV
528063,4131450,60.7713,37.3293,-74.6832,0.156758238,9.89E-16,0.085891573,1,0.156758238,0.541195339,0.013987507,DMV
529915,4131450,72.2465,37.3292,-74.6623,0.064365386,1.29E-15,0.042784608,1,0.064365386,0.21545296,0.014083439,DMV
531767,4131450,79.8376,37.3292,-74.6414,0.019451688,1.02E-15,0.016144339,1,0.019451688,0.059470032,0.014537038,DMV
533619,4131450,86.5763,37.3291,-74.6205,0.007258616,3.15E-15,0.008534481,1,0.007258616,0.016844248,0.014879847,DMV
520655,4133300,53.195,37.3462,-74.7668,0.924766841,1.15E-15,0.272970206,1,0.924766841,3.28105806,0.014081749,DMV
535471,4131450,92.8089,37.329,-74.5996,6.53E-19,5.19E-15,0.004900694,2.22E-16,0.002939011,0,0.015147998,DMV
522507,4133300,52,37.3461,-74.7459,0.659844353,8.27E-16,0.201416328,1,0.659844353,2.319997434,0.014116713,DMV
537323,4131450,95.4342,37.329,-74.5787,4.06E-19,3.29E-15,0.003539936,2.22E-16,0.001828704,0,0.015379399,DMV
524359,4133300,52.7264,37.3461,-74.725,0.419981942,1.05E-15,0.157641044,1,0.419981942,1.457680216,0.013808787,DMV
539175,4131450,99,37.3289,-74.5578,2.40E-19,2.75E-15,0.002532685,2.22E-16,0.001079864,0,0.015589834,DMV
526211,4133300,56.4232,37.346,-74.7041,0.252157464,1.28E-15,0.109986125,1,0.252157464,0.875733095,0.013019865,DMV
541027,4131450,101.437,37.3288,-74.5369,1.68E-19,2.46E-15,0.002005932,2.22E-16,0.00075586,0,0.015786251,DMV
528063,4133300,59.2461,37.346,-74.6832,0.16057796,8.47E-16,0.079352608,1,0.16057796,0.548523008,0.013881035,DMV
529915,4133300,66.5134,37.3459,-74.6622,0.107329747,1.20E-15,0.061625577,1,0.107329747,0.361005505,0.014216956,DMV
531767,4133300,75.8625,37.3459,-74.6413,0.031107404,1.17E-15,0.022192508,1,0.031107404,0.097436079,0.014512992,DMV
533619,4133300,83.2072,37.3458,-74.6204,0.010631288,1.51E-15,0.010322069,1,0.010631288,0.026500752,0.01479203,DMV
535471,4133300,88.753,37.3457,-74.5995,0.004698815,5.69E-15,0.006256891,1,0.004698815,0.006154084,0.015040538,DMV
522507,4135150,53.7097,37.3628,-74.7458,0.620479475,9.94E-16,0.187541494,1,0.620479475,2.17295212,0.01410382,DMV
537323,4133300,95,37.3457,-74.5786,4.44E-19,2.47E-15,0.003776168,2.22E-16,0.002000116,0,0.015266395,DMV
524359,4135150,52.5687,37.3628,-74.7249,0.418485326,9.62E-16,0.147157138,1,0.418485326,1.440610069,0.013843747,DMV
539175,4133300,99.651,37.3456,-74.5577,2.35E-19,2.54E-15,0.002563957,2.22E-16,0.001058152,0,0.015477666,DMV
526211,4135150,58.6998,37.3627,-74.704,0.260408517,7.56E-16,0.104532695,1,0.260408517,0.875167738,0.013638102,DMV
541027,4133300,102.669,37.3455,-74.5368,1.56E-19,3.14E-15,0.00197593,2.22E-16,0.000702727,0,0.015678053,DMV
528063,4135150,58.5736,37.3627,-74.6831,0.165477952,7.96E-16,0.074825413,1,0.165477952,0.556346981,0.013942374,DMV
529915,4135150,58.5436,37.3626,-74.6622,0.108749576,8.90E-16,0.057196643,1,0.108749576,0.36140836,0.014200408,DMV
531767,4135150,69.4724,37.3626,-74.6413,0.065350839,1.19E-15,0.039848849,1,0.065350839,0.211792257,0.01444903,DMV
533619,4135150,78.734,37.3625,-74.6203,0.017669418,1.18E-15,0.013974338,1,0.017669418,0.048195659,0.014692283,DMV
535471,4135150,86.1532,37.3624,-74.5994,0.006479928,2.86E-15,0.007488925,1,0.006479928,0.010306514,0.014921451,DMV
522507,4137010,54.7874,37.3795,-74.7458,0.565401186,1.30E-15,0.176906977,1,0.565401186,1.964145607,0.014214247,DMV
537323,4135150,92.5403,37.3624,-74.5785,6.12E-19,5.84E-15,0.004554035,2.22E-16,0.002756683,0,0.015140725,DMV
524359,4137010,53.4248,37.3795,-74.7249,0.398804396,9.35E-16,0.133259208,1,0.398804396,1.372773074,0.014058649,DMV
539175,4135150,97.4945,37.3623,-74.5576,3.18E-19,3.54E-15,0.003102781,2.22E-16,0.001431334,0,0.015354813,DMV
526211,4137010,58.7494,37.3794,-74.7039,0.261748203,7.32E-16,0.100633338,1,0.261748203,0.888611437,0.013946627,DMV
541027,4135150,101.397,37.3622,-74.5367,1.94E-19,2.49E-15,0.002314917,2.22E-16,0.000874777,0,0.01556256,DMV
528063,4137010,54.7665,37.3794,-74.683,0.170530612,1.25E-15,0.077247825,1,0.170530612,0.570390958,0.013951227,DMV
542879,4135150,108.309,37.3621,-74.5158,8.85E-20,1.02E-14,0.00142785,2.22E-16,0.000398738,0,0.015760893,DMV
529915,4137010,57.4763,37.3793,-74.6621,0.114058391,8.69E-16,0.056368847,1,0.114058391,0.374880262,0.014081093,DMV
531767,4137010,58.5143,37.3793,-74.6412,0.080866046,9.58E-16,0.046257336,1,0.080866046,0.261278047,0.014323954,DMV
533619,4137010,74.4532,37.3792,-74.6203,0.030411262,1.14E-15,0.02114941,1,0.030411262,0.089044671,0.014559654,DMV
535471,4137010,82.8254,37.3791,-74.5993,0.009731835,1.56E-15,0.009463207,1,0.009731835,0.019199622,0.014772978,DMV
537323,4137010,89.358,37.379,-74.5784,0.004158595,6.43E-15,0.005804128,1,0.004158595,0.001496982,0.014987946,DMV
539175,4137010,95.4815,37.379,-74.5575,4.31E-19,3.24E-15,0.003785999,2.22E-16,0.001941293,0,0.015213441,DMV
526211,4138860,55.0013,37.3961,-74.7039,0.259688746,1.37E-15,0.096815846,1,0.259688746,0.880273829,0.01396137,DMV
541027,4137010,100.407,37.3789,-74.5366,2.39E-19,2.45E-15,0.002717711,2.22E-16,0.001077691,0,0.015437044,DMV
528063,4138860,59.8972,37.3961,-74.6829,0.181574599,7.32E-16,0.07441498,1,0.181574599,0.603886732,0.013742637,DMV
529915,4138860,59.5938,37.396,-74.662,0.125374136,7.69E-16,0.056243574,1,0.125374136,0.407105586,0.013698413,DMV
531767,4138860,56.6002,37.3959,-74.6411,0.087916408,1.20E-15,0.049036547,1,0.087916408,0.281724167,0.014156743,DMV
533619,4138860,65.9082,37.3959,-74.6202,0.069549594,1.20E-15,0.042127684,1,0.069549594,0.220383326,0.014397594,DMV
535471,4138860,77.2041,37.3958,-74.5993,0.019143782,1.22E-15,0.015067931,1,0.019143782,0.048997058,0.014573722,DMV
537323,4138860,85.8567,37.3957,-74.5783,0.006599967,2.71E-15,0.007709853,1,0.006599967,0.007946742,0.014783899,DMV
539175,4138860,91.4317,37.3957,-74.5574,0.00336125,7.03E-15,0.005291168,1,0.00336125,0,0.015048027,DMV
526211,4140710,49.5652,37.4128,-74.7038,0.283207099,1.31E-15,0.12641874,1,0.283207099,0.95781097,0.013855471,DMV
541027,4138860,97.2721,37.3956,-74.5365,3.83E-19,3.61E-15,0.003708476,2.22E-16,0.001726017,0,0.015304353,DMV
528063,4140710,57.4372,37.4128,-74.6829,0.18904002,7.73E-16,0.074756903,1,0.18904002,0.626476929,0.013628102,DMV
529915,4140710,59.4299,37.4127,-74.6619,0.1396758,7.63E-16,0.059089509,1,0.1396758,0.455204396,0.01374044,DMV
531767,4140710,58.0969,37.4126,-74.641,0.101266163,8.09E-16,0.050374198,1,0.101266163,0.325088002,0.014051687,DMV
533619,4140710,58.0153,37.4126,-74.6201,0.075276313,1.04E-15,0.046085151,1,0.075276313,0.237469833,0.014232148,DMV
535471,4140710,69.3999,37.4125,-74.5992,0.050628939,1.31E-15,0.034817362,1,0.050628939,0.154143746,0.014263556,DMV
537323,4140710,81.6108,37.4124,-74.5782,0.01158962,1.84E-15,0.01108792,1,0.01158962,0.02272978,0.014455664,DMV
539175,4140710,87.6264,37.4124,-74.5573,0.005837064,4.63E-15,0.007557023,1,0.005837064,0.006836808,0.014868175,DMV
526211,4142560,50,37.4295,-74.7037,0.282974104,1.37E-15,0.124395521,1,0.282974104,0.958308776,0.013770742,DMV
541027,4140710,94.1135,37.4123,-74.5364,6.35E-19,2.65E-15,0.005192889,2.22E-16,0.002857648,0,0.015175451,DMV
528063,4142560,53.4651,37.4295,-74.6828,0.209496145,8.66E-16,0.088219856,1,0.209496145,0.696356583,0.013489368,DMV
529915,4142560,57.6831,37.4294,-74.6619,0.158267533,6.88E-16,0.064628751,1,0.158267533,0.519889656,0.013799244,DMV
531767,4142560,56.2309,37.4293,-74.6409,0.119449925,1.31E-15,0.058314144,1,0.119449925,0.385617815,0.013981137,DMV
533619,4142560,59.3165,37.4293,-74.62,0.092230892,1.06E-15,0.051201783,1,0.092230892,0.293693288,0.014120228,DMV
535471,4142560,61.4262,37.4292,-74.5991,0.073251965,1.16E-15,0.04872547,1,0.073251965,0.230044742,0.014073308,DMV
537323,4142560,72.6199,37.4291,-74.5781,0.037313428,1.16E-15,0.028230253,1,0.037313428,0.10983667,0.014250717,DMV
539175,4142560,85.078,37.429,-74.5572,0.009257656,2.26E-15,0.010493705,1,0.009257656,0.018507442,0.014752901,DMV
526211,4144410,49.5592,37.4462,-74.7037,0.285818443,1.34E-15,0.131459495,1,0.285818443,0.9804464,0.013928806,DMV
541027,4142560,89.6984,37.429,-74.5363,0.005585144,6.80E-15,0.008036255,1,0.005585144,0.009626561,0.015071464,DMV
528063,4144410,53.0972,37.4461,-74.6827,0.229667682,8.84E-16,0.097866295,1,0.229667682,0.778780644,0.013771397,DMV
529915,4144410,56,37.4461,-74.6618,0.183958976,1.40E-15,0.076420621,1,0.183958976,0.60801235,0.013707113,DMV
531767,4144410,56.671,37.446,-74.6409,0.145891852,1.09E-15,0.06663076,1,0.145891852,0.471834344,0.013822546,DMV
533619,4144410,59.2489,37.446,-74.6199,0.115981963,1.05E-15,0.06015981,1,0.115981963,0.373933589,0.014057944,DMV
535471,4144410,58.3897,37.4459,-74.599,0.091189722,1.23E-15,0.059338449,1,0.091189722,0.292387624,0.014218511,DMV
537323,4144410,65.3874,37.4458,-74.578,0.082445817,1.36E-15,0.057836839,1,0.082445817,0.266231224,0.014432492,DMV
539175,4144410,77.3137,37.4457,-74.5571,0.026259941,1.30E-15,0.021789985,1,0.026259941,0.077928625,0.014724654,DMV
526211,4146270,56.3383,37.4629,-74.7036,0.25824642,1.38E-15,0.106091111,1,0.25824642,0.903631626,0.013953936,DMV
541027,4144410,86.4418,37.4457,-74.5362,0.009894798,3.31E-15,0.01199463,1,0.009894798,0.025757857,0.014994206,DMV
528063,4146270,51.66,37.4628,-74.6827,0.254488825,9.59E-16,0.11787574,1,0.254488825,0.883787088,0.013761468,DMV
529915,4146270,56.8216,37.4628,-74.6617,0.213020966,1.02E-15,0.088532288,1,0.213020966,0.714489838,0.013506831,DMV
531767,4146270,53,37.4627,-74.6408,0.18351095,1.09E-15,0.093628759,1,0.18351095,0.600027033,0.013627142,DMV
533619,4146270,61.1961,37.4627,-74.6198,0.152001948,8.84E-16,0.072978467,1,0.152001948,0.498919822,0.013992856,DMV
535471,4146270,58.8452,37.4626,-74.5989,0.12117915,1.22E-15,0.072804061,1,0.12117915,0.3958185,0.014204295,DMV
537323,4146270,59.679,37.4625,-74.578,0.104549008,1.36E-15,0.073068115,1,0.104549008,0.343253912,0.014440825,DMV
539175,4146270,66.6921,37.4624,-74.557,0.096002462,1.57E-15,0.070309657,1,0.096002462,0.319003605,0.01468862,DMV
526211,4148120,57.4391,37.4796,-74.7035,0.249849765,8.90E-16,0.109677024,1,0.249849765,0.894081766,0.01391545,DMV
541027,4146270,82.3654,37.4624,-74.5361,0.019298885,1.93E-15,0.019004973,1,0.019298885,0.060322292,0.014918597,DMV
528063,4148120,53,37.4795,-74.6826,0.260650211,9.25E-16,0.120110413,1,0.260650211,0.943491612,0.013533526,DMV
529915,4148120,53,37.4795,-74.6617,0.24627328,9.95E-16,0.116838969,1,0.24627328,0.8668147,0.013613922,DMV
531767,4148120,57.9467,37.4794,-74.6407,0.213304566,8.06E-16,0.09271641,1,0.213304566,0.724988992,0.013819273,DMV
533619,4148120,58.8415,37.4794,-74.6198,0.185943173,1.03E-15,0.089465009,1,0.185943173,0.61905252,0.013908147,DMV
535471,4148120,61.7417,37.4793,-74.5988,0.165466113,1.02E-15,0.089569913,1,0.165466113,0.545740632,0.014031832,DMV
537323,4148120,61.3029,37.4792,-74.5779,0.142329362,1.19E-15,0.090307738,1,0.142329362,0.474029179,0.014371254,DMV
524359,4149970,49.3454,37.4963,-74.7244,0.225861331,1.28E-15,0.114475696,1,0.225861331,0.830665332,0.013905147,DMV
539175,4148120,61.4913,37.4791,-74.5569,0.127618376,1.39E-15,0.092708927,1,0.127618376,0.430220523,0.014626647,DMV
526211,4149970,49.6533,37.4963,-74.7035,0.253869077,1.39E-15,0.13097582,1,0.253869077,0.914508748,0.013964226,DMV
541027,4148120,70.0223,37.4791,-74.536,0.093920367,1.27E-15,0.070478317,1,0.093920367,0.319748814,0.014826051,DMV
528063,4149970,55.8265,37.4962,-74.6825,0.252658223,1.55E-15,0.113211761,1,0.252658223,0.910988937,0.013814338,DMV
542879,4148120,105.927,37.479,-74.515,4.27E-19,7.07E-15,0.006266605,2.22E-16,0.001925201,0.001145295,0.015008791,DMV
529915,4149970,55.4193,37.4962,-74.6616,0.256402478,1.55E-15,0.114905476,1,0.256402478,0.907091666,0.013852889,DMV
531767,4149970,56.7504,37.4961,-74.6406,0.243132806,1.10E-15,0.108582784,1,0.243132806,0.838041641,0.013965263,DMV
533619,4149970,56.3503,37.496,-74.6197,0.223219664,1.35E-15,0.111673944,1,0.223219664,0.751720001,0.013893375,DMV
535471,4149970,65.4665,37.496,-74.5987,0.216098108,1.24E-15,0.111386449,1,0.216098108,0.718527963,0.013847637,DMV
537323,4149970,61.5958,37.4959,-74.5778,0.186752393,1.13E-15,0.110285666,1,0.186752393,0.630085614,0.014336074,DMV
524359,4151820,51.7821,37.513,-74.7244,0.184749771,8.79E-16,0.08995591,1,0.184749771,0.678507994,0.01405679,DMV
539175,4149970,63.8591,37.4958,-74.5568,0.172280391,1.10E-15,0.112852512,1,0.172280391,0.587736641,0.014565274,DMV
526211,4151820,50.9829,37.513,-74.7034,0.224809281,1.23E-15,0.112332169,1,0.224809281,0.807473418,0.014095925,DMV
541027,4149970,61.8915,37.4957,-74.5359,0.154420092,1.56E-15,0.117832681,1,0.154420092,0.532275609,0.014705765,DMV
528063,4151820,56.537,37.5129,-74.6825,0.242082404,1.25E-15,0.107973285,1,0.242082404,0.86054546,0.014083561,DMV
542879,4149970,73.6354,37.4957,-74.5149,0.077988852,1.29E-15,0.060882031,1,0.077988852,0.274154824,0.01483307,DMV
529915,4151820,55,37.5129,-74.6615,0.264221509,1.46E-15,0.119431193,1,0.264221509,0.926449675,0.014097965,DMV
531767,4151820,57.2304,37.5128,-74.6405,0.269021379,9.01E-16,0.117348815,1,0.269021379,0.930264232,0.014135744,DMV
533619,4151820,57.3139,37.5127,-74.6196,0.262637608,9.59E-16,0.123280051,1,0.262637608,0.898017618,0.01415456,DMV
548435,4149970,96.0024,37.4954,-74.4521,0.006963616,3.95E-15,0.013831609,1,0.006963616,0.027624602,0.015480899,DMV
535471,4151820,60.6698,37.5127,-74.5986,0.256209845,9.83E-16,0.125568358,1,0.256209845,0.872161251,0.014229576,DMV
550287,4149970,95.7046,37.4953,-74.4311,0.007279985,4.08E-15,0.014494504,1,0.007279985,0.025694023,0.015667116,DMV
522507,4153670,50.1985,37.5298,-74.7453,0.125134018,1.28E-15,0.065617877,1,0.125134018,0.454225256,0.014198747,DMV
537323,4151820,64,37.5126,-74.5777,0.244506707,9.18E-16,0.130955886,1,0.244506707,0.835447193,0.014398838,DMV
524359,4153670,45.5241,37.5297,-74.7243,0.165879225,1.56E-15,0.105280332,1,0.165879225,0.597425379,0.014195589,DMV
539175,4151820,62.4469,37.5125,-74.5567,0.218597409,1.24E-15,0.134981836,1,0.218597409,0.752112816,0.014527581,DMV
526211,4153670,52.6204,37.5297,-74.7033,0.194271526,8.88E-16,0.093544552,1,0.194271526,0.69164573,0.014201722,DMV
541027,4151820,61.4845,37.5124,-74.5358,0.197243335,1.44E-15,0.140752227,1,0.197243335,0.685392044,0.014557544,DMV
528063,4153670,52.3351,37.5296,-74.6824,0.237471662,9.17E-16,0.115211167,1,0.237471662,0.835403375,0.014207132,DMV
542879,4151820,65.5066,37.5124,-74.5148,0.187966581,1.54E-15,0.141654882,1,0.187966581,0.659384425,0.014474847,DMV
529915,4153670,56.6916,37.5296,-74.6614,0.263621963,1.13E-15,0.113348501,1,0.263621963,0.919009791,0.014225231,DMV
544731,4151820,76.2021,37.5123,-74.4939,0.070489731,1.59E-15,0.057401965,1,0.070489731,0.253810158,0.01478905,DMV
531767,4153670,60.5461,37.5295,-74.6405,0.299059547,8.43E-16,0.122214878,1,0.299059547,1.033951628,0.014257604,DMV
546583,4151820,87.5846,37.5122,-74.4729,0.021118855,4.85E-15,0.026692953,1,0.021118855,0.083167601,0.015122856,DMV
533619,4153670,59,37.5294,-74.6195,0.303788915,9.36E-16,0.13027666,1,0.303788915,1.045182512,0.014301328,DMV
548435,4151820,93.0533,37.5121,-74.4519,0.011672648,5.65E-15,0.019755503,1,0.011672648,0.048357239,0.015366243,DMV
520655,4155530,50.9575,37.5465,-74.7662,0.077069169,1.26E-15,0.044657179,1,0.077069169,0.27001678,0.014212719,DMV
535471,4153670,60,37.5294,-74.5985,0.303812484,9.78E-16,0.139855114,1,0.303812484,1.043600469,0.014368996,DMV
550287,4151820,94.688,37.512,-74.431,0.009779213,3.12E-15,0.018374375,1,0.009779213,0.040347843,0.015565332,DMV
522507,4155530,54.4225,37.5465,-74.7452,0.096389914,1.31E-15,0.050578012,1,0.096389914,0.343916722,0.014254184,DMV
537323,4153670,63.9367,37.5293,-74.5776,0.303150544,8.74E-16,0.149428682,1,0.303150544,1.042292283,0.014458518,DMV
552139,4151820,99,37.5119,-74.41,0.006170431,3.91E-15,0.014600227,1,0.006170431,0.026585445,0.015720184,DMV
524359,4155530,49.1609,37.5464,-74.7242,0.139434129,1.22E-15,0.074858921,1,0.139434129,0.493045604,0.01424812,DMV
539175,4153670,60.3572,37.5292,-74.5566,0.268086474,1.10E-15,0.156749594,1,0.268086474,0.925852216,0.014523018,DMV
526211,4155530,49.2465,37.5464,-74.7033,0.182422497,1.32E-15,0.098858093,1,0.182422497,0.640328972,0.01423593,DMV
541027,4153670,67.4504,37.5291,-74.5357,0.240383216,1.29E-15,0.145923282,1,0.240383216,0.836004743,0.014493045,DMV
528063,4155530,53.2552,37.5463,-74.6823,0.217792535,9.83E-16,0.103029045,1,0.217792535,0.759322246,0.014241266,DMV
542879,4153670,64.9849,37.529,-74.5147,0.237036086,1.38E-15,0.164375618,1,0.237036086,0.836049713,0.014231686,DMV
529915,4155530,56,37.5462,-74.6613,0.260642181,1.46E-15,0.112358491,1,0.260642181,0.903120251,0.014265623,DMV
544731,4153670,67.1031,37.529,-74.4937,0.211557614,1.73E-15,0.157824662,1,0.211557614,0.742720771,0.014669066,DMV
531767,4155530,58.0314,37.5462,-74.6404,0.30538642,7.33E-16,0.123418662,1,0.30538642,1.053808596,0.014303695,DMV
546583,4153670,76.6649,37.5289,-74.4728,0.079451444,1.89E-15,0.066019097,1,0.079451444,0.284322705,0.015024478,DMV
533619,4155530,63,37.5461,-74.6194,0.357709173,8.34E-16,0.142873036,1,0.357709173,1.231906423,0.014352967,DMV
548435,4153670,89.0908,37.5288,-74.4518,0.021428657,6.70E-15,0.029392034,1,0.021428657,0.082409465,0.015264742,DMV
520655,4157380,45.5431,37.5632,-74.7661,0.067911937,1.24E-15,0.04321357,1,0.067911937,0.233703732,0.014284641,DMV
535471,4155530,58.1287,37.5461,-74.5984,0.347959974,8.95E-16,0.154801671,1,0.347959974,1.198882073,0.014413211,DMV
550287,4153670,95.8051,37.5287,-74.4309,0.010299812,4.06E-15,0.020266812,1,0.010299812,0.042485938,0.015457373,DMV
522507,4157380,55.2146,37.5632,-74.7452,0.081163186,1.68E-15,0.04376675,1,0.081163186,0.284079802,0.014271314,DMV
537323,4155530,62.9029,37.546,-74.5775,0.363886895,9.50E-16,0.163329074,1,0.363886895,1.255292425,0.014477844,DMV
552139,4153670,96.0438,37.5286,-74.4099,0.010036842,4.64E-15,0.020548121,1,0.010036842,0.047068944,0.01560879,DMV
524359,4157380,52.3038,37.5631,-74.7242,0.113813119,9.05E-16,0.057632614,1,0.113813119,0.396856097,0.014220643,DMV
539175,4155530,63.0326,37.5459,-74.5565,0.344130115,1.06E-15,0.172023705,1,0.344130115,1.192085734,0.014530549,DMV
553991,4153670,98,37.5285,-74.3889,0.008187341,4.80E-15,0.018916644,1,0.008187341,0.040193128,0.015758479,DMV
526211,4157380,47.8045,37.5631,-74.7032,0.164136986,1.32E-15,0.095771971,1,0.164136986,0.569626592,0.014174509,DMV
