xUTM,yUTM,Depth,Latitude,Longitude,GamPredict,Gam1Var,Gam2Var,Gam1Predict,Gam2Predict,FinalPredict,KrigeVar,Region
609551,4253680,72.2806,38.4247,-73.745,0.135458997,2.60E-15,0.084117575,1,0.135458997,0.363742582,1.116494165,ET
596587,4255530,58,38.4429,-73.8932,1.488961719,2.56E-15,0.493183459,1,1.488961719,4.344291209,0.814309789,ET
555843,4261090,41.4527,38.4964,-74.3596,1.10E-18,3.29E-15,0.00765214,2.22E-16,0.004972285,0,1.124388516,ET
583623,4257390,55,38.4609,-74.0415,2.258854202,2.04E-15,0.513524167,1,2.258854202,14.33512038,1.048561623,ET
570659,4259240,47.8139,38.4787,-74.1899,0.186947237,2.10E-15,0.104406499,1,0.186947237,0.385283879,0.237915329,ET
611403,4253680,76.0569,38.4245,-73.7238,0.086223117,4.40E-15,0.06844826,1,0.086223117,0.263322053,1.125923111,ET
598439,4255530,58.4237,38.4427,-73.872,1.204891606,2.67E-15,0.440827143,1,1.204891606,2.726832918,0.063244519,ET
557695,4261090,41.7114,38.4963,-74.3384,1.38E-18,3.24E-15,0.008808054,2.22E-16,0.006209002,0,1.123381095,ET
585475,4257390,53,38.4607,-74.0203,2.817099729,1.99E-15,0.670775784,1,2.817099729,12.93311516,1.007035907,ET
572511,4259240,49,38.4785,-74.1687,0.320086559,2.14E-15,0.158751611,1,0.320086559,0.928332155,0.571160193,ET
613255,4253680,81.5375,38.4242,-73.7026,0.062394916,5.95E-15,0.074707417,1,0.062394916,0.187158282,1.126561912,ET
600291,4255530,59.0971,38.4425,-73.8508,0.951852668,2.67E-15,0.380721032,1,0.951852668,2.50516915,0.814020201,ET
559547,4261090,36.3537,38.4962,-74.3171,3.81E-19,7.95E-15,0.003558052,2.22E-16,0.001716149,0.052746937,1.121518383,ET
587327,4257390,52,38.4605,-73.9991,3.088130576,2.16E-15,0.809596286,1,3.088130576,16.17907603,0.537256734,ET
574363,4259240,49.0766,38.4784,-74.1475,0.447238929,2.23E-15,0.205186301,1,0.447238929,1.59260505,1.096782334,ET
546583,4262940,36,38.5136,-74.4657,1.29E-19,1.01E-14,0.001545942,2.22E-16,0.000581623,0.020130465,1.12451386,ET
561399,4261090,38.7337,38.4961,-74.2959,8.79E-19,2.88E-15,0.006385936,2.22E-16,0.003956974,0.028780965,1.073199242,ET
602143,4255530,61,38.4422,-73.8296,0.755815779,2.65E-15,0.317546757,1,0.755815779,2.118733572,0.408407703,ET
615107,4253680,87.4639,38.424,-73.6813,0.045288412,6.83E-15,0.086822697,1,0.045288412,0.244318054,1.126578793,ET
589179,4257390,52,38.4603,-73.9779,3.200226122,2.23E-15,0.867238495,1,3.200226122,18.2745458,0.280055353,ET
576215,4259240,51.7275,38.4782,-74.1262,0.786805217,2.11E-15,0.305073095,1,0.786805217,2.619600717,1.121645393,ET
548435,4262940,36.585,38.5135,-74.4444,1.67E-19,8.21E-15,0.001877027,2.22E-16,0.000753823,0.020130465,1.12451386,ET
563251,4261090,41.1001,38.4959,-74.2747,0.009312266,3.21E-15,0.011478281,1,0.009312266,0.046316992,0.97312657,ET
603995,4255530,62.2048,38.442,-73.8083,0.623036319,2.33E-15,0.279945651,1,0.623036319,1.343349291,0.156488077,ET
616959,4253680,93.7245,38.4237,-73.6601,6.90E-18,4.18E-15,0.09601095,2.22E-16,0.031094613,0.155482848,1.126692295,ET
591031,4257390,54.0602,38.4601,-73.9566,3.075015011,2.20E-15,0.759157313,1,3.075015011,15.16117844,0.222078671,ET
578067,4259240,53.5324,38.4781,-74.105,1.107362031,2.02E-15,0.369701958,1,1.107362031,3.43199596,1.097545834,ET
550287,4262940,39.2081,38.5134,-74.4232,3.79E-19,4.20E-15,0.003549903,2.22E-16,0.001707278,0.020130443,1.124513828,ET
565103,4261090,40.3449,38.4958,-74.2534,0.009603009,3.39E-15,0.012193655,1,0.009603009,0.07574115,1.088733081,ET
605847,4255530,65.2436,38.4418,-73.7871,0.464587162,2.30E-15,0.211361048,1,0.464587162,0.958617789,0.800863201,ET
592883,4257390,59.1148,38.4599,-73.9354,2.393109965,2.29E-15,0.586680287,1,2.393109965,9.39029061,1.036965526,ET
579919,4259240,54.8054,38.4779,-74.0838,1.455876516,2.06E-15,0.417377565,1,1.455876516,7.029835355,1.086804745,ET
552139,4262940,42.9906,38.5133,-74.402,1.18E-18,3.34E-15,0.009181299,2.22E-16,0.005336434,0,1.124645165,ET
566955,4261090,47.896,38.4957,-74.2322,0.091496362,2.09E-15,0.065965804,1,0.091496362,0.400087685,1.122622812,ET
607699,4255530,65.3525,38.4416,-73.7659,0.3764971,2.44E-15,0.188460179,1,0.3764971,1.049192765,0.793231662,ET
594735,4257390,56.0153,38.4598,-73.9142,2.258146336,2.27E-15,0.637268537,1,2.258146336,7.784881353,1.120455861,ET
581771,4259240,55.4323,38.4777,-74.0625,1.900840938,1.97E-15,0.467342916,1,1.900840938,21.62044177,0.765516438,ET
553991,4262940,41.1293,38.5132,-74.3807,8.07E-19,3.49E-15,0.006207723,2.22E-16,0.003632605,0,1.124566454,ET
568807,4261090,52.2357,38.4955,-74.211,0.193827006,2.12E-15,0.121845984,1,0.193827006,0.673001325,1.062867317,ET
609551,4255530,66.3352,38.4414,-73.7447,0.28770644,2.63E-15,0.155472529,1,0.28770644,0.907678713,0.957412966,ET
596587,4257390,57.6427,38.4596,-73.893,1.802133999,2.48E-15,0.551878265,1,1.802133999,5.894421309,0.970579747,ET
555843,4262940,42.9195,38.5131,-74.3595,1.49E-18,3.01E-15,0.010070097,2.22E-16,0.006727289,0,1.124546398,ET
583623,4259240,51.4131,38.4776,-74.0413,2.545850904,2.26E-15,0.711215385,1,2.545850904,29.56898322,0.280020189,ET
570659,4261090,50.4225,38.4954,-74.1897,0.240333586,2.09E-15,0.133459034,1,0.240333586,0.657346327,0.624241055,ET
611403,4255530,69.5758,38.4411,-73.7235,0.169386328,2.33E-15,0.098887114,1,0.169386328,0.537483763,1.118700032,ET
598439,4257390,57,38.4594,-73.8717,1.482886163,2.58E-15,0.51799366,1,1.482886163,4.80772581,0.563828082,ET
557695,4262940,44.6173,38.513,-74.3382,0.012317379,2.39E-15,0.016386661,1,0.012317379,0.101680533,1.124576512,ET
585475,4259240,51.9774,38.4774,-74.0201,3.157641606,2.13E-15,0.791977649,1,3.157641606,11.580843,0.505483432,ET
572511,4261090,49.9383,38.4952,-74.1685,0.31762141,2.21E-15,0.159093962,1,0.31762141,0.985868392,0.811541339,ET
613255,4255530,74.9883,38.4409,-73.7023,0.086273467,4.00E-15,0.064982222,1,0.086273467,0.391601789,1.125848809,ET
600291,4257390,58.1149,38.4591,-73.8505,1.145587635,2.69E-15,0.431945144,1,1.145587635,3.865937456,0.947175323,ET
559547,4262940,40.5785,38.5129,-74.317,1.07E-18,3.33E-15,0.007131474,2.22E-16,0.004823585,0.087898252,1.124508859,ET
587327,4259240,50.2508,38.4772,-73.9988,3.234798271,2.54E-15,0.982750983,1,3.234798271,7.064015318,0.829537699,ET
574363,4261090,48,38.4951,-74.1473,0.328710823,2.22E-15,0.160698342,1,0.328710823,1.013311431,1.108034868,ET
546583,4264790,32.7667,38.5303,-74.4656,5.03E-20,2.01E-14,0.000722139,2.22E-16,0.00022643,0.008896592,1.124513091,ET
561399,4262940,34.2907,38.5127,-74.2957,2.32E-19,1.45E-14,0.002564214,2.22E-16,0.001046014,0.105402498,1.123639129,ET
602143,4257390,58.8255,38.4589,-73.8293,0.885666993,2.68E-15,0.362901756,1,0.885666993,2.629273475,0.917071778,ET
615107,4255530,79.7693,38.4407,-73.681,0.060935484,6.13E-15,0.064108876,1,0.060935484,0.371421701,1.123906479,ET
589179,4259240,50.9043,38.477,-73.9776,3.57796506,2.47E-15,1.03365679,1,3.57796506,13.96108787,0.868603147,ET
576215,4261090,50.793,38.4949,-74.126,0.687236023,2.30E-15,0.279609333,1,0.687236023,1.65068006,1.086035771,ET
548435,4264790,40.866,38.5302,-74.4443,5.00E-19,4.16E-15,0.004677612,2.22E-16,0.002251005,0,1.124517683,ET
563251,4262940,38.9119,38.5126,-74.2745,9.94E-19,2.95E-15,0.006986654,2.22E-16,0.00447876,0.090811028,1.122261405,ET
603995,4257390,62.4064,38.4587,-73.8081,0.723097801,2.14E-15,0.290437952,1,0.723097801,1.250000509,0.218838249,ET
616959,4255530,84.7347,38.4404,-73.6598,0.046568533,5.69E-15,0.071577313,1,0.046568533,0.298658829,1.124879447,ET
591031,4259240,51.0902,38.4768,-73.9564,3.536779614,2.47E-15,1.045360749,1,3.536779614,14.49196361,0.816015415,ET
578067,4261090,52.2671,38.4947,-74.1048,1.051149847,2.07E-15,0.368045948,1,1.051149847,1.247855748,0.64236601,ET
550287,4264790,39.0602,38.5301,-74.4231,3.38E-19,4.22E-15,0.003233767,2.22E-16,0.001523216,0,1.124516676,ET
565103,4262940,42.2221,38.5125,-74.2533,0.013785016,3.24E-15,0.014904808,1,0.013785016,0.151142248,1.124023739,ET
605847,4257390,63.8841,38.4585,-73.7868,0.572782538,2.02E-15,0.242943667,1,0.572782538,0.713086188,0.29671456,ET
618811,4255530,90.1438,38.4402,-73.6386,7.44E-18,7.47E-15,0.078602085,2.22E-16,0.033518589,0.196355689,1.126931729,ET
592883,4259240,55.1136,38.4766,-73.9352,3.206621829,2.29E-15,0.769728364,1,3.206621829,11.67009131,1.094878601,ET
579919,4261090,57.7524,38.4946,-74.0835,1.303779375,2.11E-15,0.395033498,1,1.303779375,4.468257223,0.643933537,ET
552139,4264790,42.0645,38.53,-74.4018,8.52E-19,3.68E-15,0.006899423,2.22E-16,0.00383674,0.004353176,1.124409755,ET
566955,4262940,44.4617,38.5123,-74.232,0.032611883,2.45E-15,0.027507082,1,0.032611883,0.21689294,1.124615648,ET
607699,4257390,66.6466,38.4583,-73.7656,0.383317923,2.22E-15,0.171432619,1,0.383317923,0.83012648,0.083234186,ET
594735,4259240,59.2381,38.4764,-73.9139,2.467227785,2.33E-15,0.59972817,1,2.467227785,8.540301813,1.122933737,ET
581771,4261090,54.543,38.4944,-74.0623,2.011589425,2.08E-15,0.494798299,1,2.011589425,20.09791589,0.782973742,ET
553991,4264790,41.889,38.5299,-74.3806,9.10E-19,3.56E-15,0.006978142,2.22E-16,0.004098467,0.042175648,1.123721529,ET
568807,4262940,51.7873,38.5122,-74.2108,0.162987449,2.11E-15,0.108221128,1,0.162987449,0.596145911,1.121467321,ET
609551,4257390,65,38.4581,-73.7444,0.362049472,2.40E-15,0.184135081,1,0.362049472,1.131888235,0.585898687,ET
596587,4259240,57.7985,38.4762,-73.8927,2.127198887,2.42E-15,0.600098396,1,2.127198887,8.028174994,0.988694809,ET
555843,4264790,41,38.5298,-74.3593,8.09E-19,3.46E-15,0.006059777,2.22E-16,0.003641424,0.078556908,1.120838349,ET
583623,4261090,49.6774,38.4942,-74.0411,2.336477966,2.47E-15,0.758026052,1,2.336477966,24.970133,0.368048055,ET
570659,4262940,53.3768,38.5121,-74.1895,0.224862022,2.13E-15,0.130798007,1,0.224862022,0.66252797,1.10189379,ET
611403,4257390,65.4181,38.4578,-73.7232,0.293090561,2.65E-15,0.164585452,1,0.293090561,1.065165106,1.101855236,ET
598439,4259240,59.2595,38.476,-73.8715,1.653898253,2.50E-15,0.500928794,1,1.653898253,7.675006674,0.231547894,ET
557695,4264790,44.9799,38.5297,-74.3381,0.012259196,2.50E-15,0.016943896,1,0.012259196,0.128377819,1.122213263,ET
585475,4261090,50.4165,38.4941,-74.0199,3.155118074,2.49E-15,0.916202963,1,3.155118074,4.467143673,0.129463081,ET
572511,4262940,50,38.5119,-74.1683,0.273870967,2.22E-15,0.143079082,1,0.273870967,0.977712672,1.109976855,ET
613255,4257390,68.3841,38.4576,-73.702,0.184391857,2.47E-15,0.109953654,1,0.184391857,0.71806912,1.10365667,ET
600291,4259240,58.7004,38.4758,-73.8503,1.325046226,2.59E-15,0.449454269,1,1.325046226,5.960500144,0.677973896,ET
559547,4264790,45,38.5296,-74.3168,0.014303338,2.36E-15,0.018181461,1,0.014303338,0.14638626,1.12441724,ET
587327,4261090,55.0329,38.4939,-73.9986,3.819771939,2.15E-15,0.700758971,1,3.819771939,2.520927364,0.533887216,ET
574363,4262940,48.6794,38.5118,-74.1471,0.325674598,2.20E-15,0.16019202,1,0.325674598,0.99983624,1.122917709,ET
546583,4266650,35.5809,38.547,-74.4654,1.02E-19,1.14E-14,0.001259618,2.22E-16,0.000457133,0,1.124481432,ET
561399,4264790,38.5663,38.5294,-74.2956,6.53E-19,3.03E-15,0.005016809,2.22E-16,0.002942602,0.053408637,1.124856522,ET
602143,4259240,58.7645,38.4756,-73.829,1.035268836,2.58E-15,0.383063224,1,1.035268836,3.56587673,1.084576994,ET
615107,4257390,72.8242,38.4574,-73.6807,0.096800287,2.54E-15,0.06690758,1,0.096800287,0.405176647,0.963781545,ET
589179,4261090,51.9182,38.4937,-73.9774,4.270348547,2.20E-15,1.057491001,1,4.270348547,13.12011263,0.6892453,ET
576215,4262940,50,38.5116,-74.1258,0.571267774,2.37E-15,0.247027186,1,0.571267774,1.053860273,1.067901999,ET
548435,4266650,41.1113,38.5469,-74.4442,5.00E-19,4.16E-15,0.004719778,2.22E-16,0.002253898,0.012804392,1.124416152,ET
563251,4264790,41.0099,38.5293,-74.2743,1.53E-18,3.16E-15,0.009078562,2.22E-16,0.006896082,0,1.124543588,ET
603995,4259240,58.4744,38.4754,-73.8078,0.817737393,2.61E-15,0.33329948,1,0.817737393,1.674648629,0.717732695,ET
616959,4257390,78.0078,38.4571,-73.6595,0.060527243,4.40E-15,0.056528276,1,0.060527243,0.338917867,1.009461914,ET
591031,4261090,51.0779,38.4935,-73.9561,4.073896466,2.42E-15,1.160735872,1,4.073896466,14.47435975,0.989692174,ET
578067,4262940,52.4006,38.5114,-74.1046,0.965572847,2.08E-15,0.346247303,1,0.965572847,0.300474673,0.4326332,ET
550287,4266650,42.0028,38.5468,-74.4229,7.02E-19,3.93E-15,0.006153759,2.22E-16,0.003163703,0.003312971,1.124435038,ET
565103,4264790,40,38.5292,-74.2531,0.006471723,3.47E-15,0.008883939,1,0.006471723,0,1.124105301,ET
605847,4259240,61.4538,38.4752,-73.7866,0.647497384,2.32E-15,0.264757544,1,0.647497384,0.613154447,0.146316692,ET
618811,4257390,83.1133,38.4569,-73.6383,0.046186793,4.58E-15,0.062222753,1,0.046186793,0.319685153,1.119988094,ET
592883,4261090,51,38.4933,-73.9349,3.745396205,2.48E-15,1.144168903,1,3.745396205,12.92174536,1.12109598,ET
579919,4262940,56.6921,38.5113,-74.0833,1.269229992,1.89E-15,0.379607535,1,1.269229992,1.805786202,0.435360238,ET
552139,4266650,42.3588,38.5467,-74.4017,8.56E-19,3.65E-15,0.007041011,2.22E-16,0.003855883,0.048789317,1.123871959,ET
566955,4264790,42.3901,38.529,-74.2318,0.015791998,3.19E-15,0.016246364,1,0.015791998,0.050755156,1.124543569,ET
607699,4259240,64.4152,38.475,-73.7653,0.522397441,2.07E-15,0.215718183,1,0.522397441,1.075456086,0.696022707,ET
620663,4257390,89.2221,38.4566,-73.6171,0.03288376,7.16E-15,0.071342512,1,0.03288376,0.296483038,1.127013106,ET
594735,4261090,53.181,38.4931,-73.9137,3.451591612,2.32E-15,0.981226387,1,3.451591612,11.91178788,1.12449411,ET
581771,4262940,54.569,38.5111,-74.0621,1.968856452,2.07E-15,0.48790162,1,1.968856452,8.569002554,0.845973911,ET
553991,4266650,42,38.5466,-74.3804,8.65E-19,3.62E-15,0.006787395,2.22E-16,0.003896682,0.04288587,1.097269011,ET
568807,4264790,50.4104,38.5289,-74.2106,0.126756789,2.13E-15,0.089216201,1,0.126756789,0.438854537,1.124755431,ET
609551,4259240,65.9619,38.4747,-73.7441,0.384739685,2.14E-15,0.172861062,1,0.384739685,1.252968536,0.992281433,ET
596587,4261090,58.9568,38.4929,-73.8924,2.415376437,2.40E-15,0.615086622,1,2.415376437,8.919924659,1.033820385,ET
622515,4257390,94.4361,38.4564,-73.5959,5.23E-18,4.57E-15,0.075393319,2.22E-16,0.023570512,0.252008523,1.127494176,ET
555843,4266650,42,38.5465,-74.3592,9.71E-19,3.49E-15,0.007191025,2.22E-16,0.004371619,0.068523712,0.928842675,ET
583623,4262940,49.269,38.5109,-74.0409,2.239766446,2.35E-15,0.738267069,1,2.239766446,9.448833607,0.857749912,ET
570659,4264790,53.0331,38.5287,-74.1894,0.189393728,2.22E-15,0.116920972,1,0.189393728,0.652039971,1.124604567,ET
611403,4259240,65.3808,38.4745,-73.7229,0.335056891,2.42E-15,0.172099219,1,0.335056891,1.168389817,1.060798656,ET
598439,4261090,59.4465,38.4927,-73.8712,1.926235358,2.43E-15,0.536914355,1,1.926235358,8.378150021,0.518304307,ET
557695,4266650,41.3987,38.5464,-74.3379,9.35E-19,3.41E-15,0.006692714,2.22E-16,0.004208927,0,1.012639168,ET
585475,4262940,47.7263,38.5108,-74.0196,2.181997494,2.43E-15,0.82107359,1,2.181997494,0,0.392461858,ET
572511,4264790,50.9019,38.5286,-74.1681,0.24857821,2.22E-15,0.135775261,1,0.24857821,0.910995782,1.124601919,ET
613255,4259240,66.1019,38.4743,-73.7017,0.264703345,2.71E-15,0.150526938,1,0.264703345,0.791432603,0.762376152,ET
600291,4261090,59.7053,38.4925,-73.85,1.515215155,2.44E-15,0.454331405,1,1.515215155,6.428881547,0.819804611,ET
559547,4266650,44.7998,38.5462,-74.3167,0.012153435,2.46E-15,0.016230266,1,0.012153435,0.030997671,1.119026783,ET
587327,4262940,54.9239,38.5106,-73.9984,4.11381166,2.16E-15,0.743459206,1,4.11381166,5.057366327,0.124738102,ET
574363,4264790,48,38.5284,-74.1469,0.243450745,2.26E-15,0.128342556,1,0.243450745,0.76277701,1.118511453,ET
546583,4268500,37.826,38.5637,-74.4653,1.76E-19,5.64E-15,0.001976543,2.22E-16,0.000793838,0.012804418,1.124416211,ET
561399,4266650,42.7721,38.5461,-74.2954,1.81E-18,2.93E-15,0.010662806,2.22E-16,0.008169097,0,1.124133001,ET
602143,4261090,60.2072,38.4923,-73.8288,1.183079145,2.42E-15,0.374157602,1,1.183079145,4.068925758,1.107277283,ET
615107,4259240,67.9253,38.474,-73.6804,0.185550414,2.74E-15,0.113599576,1,0.185550414,0.492047466,0.19790402,ET
589179,4262940,51.0295,38.5104,-73.9771,4.5039388,2.34E-15,1.195124042,1,4.5039388,13.41692336,0.029012423,ET
576215,4264790,50,38.5283,-74.1256,0.495426463,2.36E-15,0.224255156,1,0.495426463,0.888678605,0.990687364,ET
548435,4268500,39.2722,38.5636,-74.4441,2.86E-19,4.64E-15,0.00290083,2.22E-16,0.001286031,0.003313708,1.12444375,ET
563251,4266650,41.861,38.546,-74.2742,1.68E-18,3.22E-15,0.009669938,2.22E-16,0.007574771,0,1.106612542,ET
603995,4261090,59.9719,38.4921,-73.8075,0.92518704,2.33E-15,0.318137785,1,0.92518704,2.535464143,0.910242462,ET
616959,4259240,71.0773,38.4738,-73.6592,0.109864424,2.60E-15,0.072929993,1,0.109864424,0.386877496,0.473713392,ET
591031,4262940,52,38.5102,-73.9559,4.739796669,2.19E-15,1.18801058,1,4.739796669,15.29758584,0.782881914,ET
578067,4264790,53.313,38.5281,-74.1044,0.859624365,2.08E-15,0.318224945,1,0.859624365,1.161491831,0.808596025,ET
550287,4268500,42,38.5635,-74.4228,6.58E-19,3.99E-15,0.005875034,2.22E-16,0.002964007,0.065190205,1.124524662,ET
565103,4266650,40.7058,38.5459,-74.2529,1.50E-18,3.19E-15,0.008863849,2.22E-16,0.00674439,0,1.059403444,ET
605847,4261090,62,38.4919,-73.7863,0.765023136,2.15E-15,0.268153666,1,0.765023136,1.548315383,0.44265778,ET
618811,4259240,75.9219,38.4736,-73.638,0.063060482,4.52E-15,0.051895314,1,0.063060482,0.405429411,1.090980255,ET
592883,4262940,52.1448,38.51,-73.9347,4.455507563,2.25E-15,1.192691539,1,4.455507563,14.6680104,1.11014351,ET
579919,4264790,55,38.528,-74.0831,1.236018947,2.03E-15,0.381911504,1,1.236018947,2.605253598,0.944741162,ET
552139,4268500,41.3777,38.5634,-74.4015,6.13E-19,3.88E-15,0.005282798,2.22E-16,0.002758612,0.063349996,1.122637924,ET
566955,4266650,41,38.5457,-74.2317,0.009187433,3.15E-15,0.011120501,1,0.009187433,0.031455745,1.105176963,ET
607699,4261090,62.0562,38.4917,-73.7651,0.617829833,2.19E-15,0.241453796,1,0.617829833,1.587675948,0.95584905,ET
620663,4259240,81.1951,38.4733,-73.6168,0.045882654,6.02E-15,0.053104144,1,0.045882654,0.410127772,1.127156439,ET
594735,4262940,52,38.5098,-73.9134,3.902626319,2.37E-15,1.160774492,1,3.902626319,13.45708287,1.124878953,ET
581771,4264790,57.9247,38.5278,-74.0619,1.66951996,2.09E-15,0.461640029,1,1.66951996,4.103879756,0.254429453,ET
553991,4268500,42.5292,38.5633,-74.3803,9.27E-19,3.49E-15,0.007359808,2.22E-16,0.004173578,0,0.993281672,ET
568807,4266650,47.5613,38.5456,-74.2104,0.068156384,2.07E-15,0.051630813,1,0.068156384,0.205881173,1.124276658,ET
609551,4261090,64.9924,38.4914,-73.7438,0.478457602,2.09E-15,0.195983964,1,0.478457602,1.536204174,1.099092205,ET
596587,4262940,52.1915,38.5096,-73.8922,3.282503375,2.47E-15,1.060327228,1,3.282503375,11.43259531,1.120455616,ET
622515,4259240,86.4709,38.4731,-73.5955,0.034355424,7.50E-15,0.059241078,1,0.034355424,0.158046643,1.127430095,ET
555843,4268500,41.672,38.5632,-74.359,8.19E-19,3.62E-15,0.006316071,2.22E-16,0.003686262,0,0.135319621,ET
583623,4264790,50.2863,38.5276,-74.0406,2.456311433,2.34E-15,0.712737965,1,2.456311433,6.565634764,0.372671011,ET
570659,4266650,53.1,38.5454,-74.1892,0.158117066,2.28E-15,0.104139969,1,0.158117066,0.511818627,1.124951094,ET
611403,4261090,64.6594,38.4912,-73.7226,0.40530301,2.35E-15,0.191615464,1,0.40530301,1.313288314,0.931880125,ET
598439,4262940,55.9514,38.5094,-73.871,2.432980763,2.39E-15,0.728269786,1,2.432980763,8.674555572,1.093095792,ET
624367,4259240,93.3879,38.4728,-73.5743,5.18E-18,4.90E-15,0.068719675,2.22E-16,0.023322368,0,1.127135154,ET
557695,4268500,41.1596,38.5631,-74.3378,8.00E-19,3.50E-15,0.005974626,2.22E-16,0.003601575,0,0.555884554,ET
585475,4264790,47.0863,38.5274,-74.0194,1.883013346,2.33E-15,0.740450015,1,1.883013346,3.155701005,0.881269625,ET
572511,4266650,52.8,38.5453,-74.1679,0.220744949,2.30E-15,0.128072331,1,0.220744949,0.762269108,1.1213196,ET
613255,4261090,67.0577,38.491,-73.7014,0.278144565,2.51E-15,0.142892577,1,0.278144565,0.667046766,0.052140174,ET
600291,4262940,58.2898,38.5092,-73.8497,1.802730142,2.44E-15,0.526772682,1,1.802730142,6.190504732,1.105842495,ET
559547,4268500,44,38.5629,-74.3165,0.008846172,2.68E-15,0.012497985,1,0.008846172,0.021572825,1.081135692,ET
587327,4264790,47.9976,38.5273,-73.9982,2.845074054,2.41E-15,1.002077391,1,2.845074054,6.244201579,0.84990403,ET
574363,4266650,47.9007,38.5451,-74.1467,0.200100525,2.31E-15,0.111629599,1,0.200100525,0.439141732,1.071200822,ET
546583,4270350,37.0307,38.5804,-74.4652,1.35E-19,7.43E-15,0.001581635,2.22E-16,0.000606805,0.040556686,1.124519052,ET
561399,4268500,44,38.5628,-74.2953,0.010173133,2.58E-15,0.013250611,1,0.010173133,0.014996741,1.117448998,ET
615107,4261090,66.3963,38.4907,-73.6801,0.248749105,2.77E-15,0.142445469,1,0.248749105,0.644659071,0.44788951,ET
602143,4262940,59,38.509,-73.8285,1.386967816,2.39E-15,0.416744203,1,1.386967816,4.376440428,1.113683443,ET
589179,4264790,57.9153,38.5271,-73.9769,4.339500294,2.01E-15,0.805996942,1,4.339500294,11.05643162,0.815536757,ET
576215,4266650,49.2826,38.545,-74.1254,0.387215551,2.31E-15,0.189344373,1,0.387215551,0.044940942,0.575967313,ET
548435,4270350,39,38.5803,-74.4439,2.51E-19,4.65E-15,0.002610776,2.22E-16,0.001130684,0.030081002,1.124555385,ET
563251,4268500,43.2603,38.5627,-74.274,0.009745055,2.77E-15,0.011948347,1,0.009745055,0.032849717,0.908957946,ET
603995,4262940,60,38.5088,-73.8072,1.071409328,2.26E-15,0.327707521,1,1.071409328,3.3626709,1.109642663,ET
616959,4261090,68.2852,38.4905,-73.6589,0.17224982,2.55E-15,0.104597573,1,0.17224982,0.676018754,0.853127627,ET
591031,4264790,51,38.5269,-73.9557,4.907167684,2.29E-15,1.316738077,1,4.907167684,9.743673368,0.566159166,ET
578067,4266650,52.3725,38.5448,-74.1042,0.748731883,2.17E-15,0.299316161,1,0.748731883,0.735838791,0.092496982,ET
550287,4270350,40.2529,38.5802,-74.4227,3.86E-19,4.47E-15,0.003681717,2.22E-16,0.001738944,0,1.124744313,ET
565103,4268500,44.8411,38.5625,-74.2527,0.017974263,2.30E-15,0.018983728,1,0.017974263,0.123003128,0.303450415,ET
605847,4262940,62.4442,38.5086,-73.786,0.897981247,2.08E-15,0.275424589,1,0.897981247,2.891654633,1.08348409,ET
618811,4261090,70.3867,38.4902,-73.6377,0.114001443,2.62E-15,0.07449227,1,0.114001443,0.628014415,1.111192753,ET
592883,4264790,52.3087,38.5267,-73.9344,4.923997388,2.19E-15,1.269472788,1,4.923997388,14.16197466,0.922453855,ET
579919,4266650,56,38.5446,-74.0829,1.06487678,1.87E-15,0.354093285,1,1.06487678,2.694279563,0.951858524,ET
552139,4270350,41,38.5801,-74.4014,5.19E-19,3.99E-15,0.004623711,2.22E-16,0.00233938,0,1.12384007,ET
566955,4268500,45.4777,38.5624,-74.2315,0.026469074,2.22E-15,0.024663255,1,0.026469074,0.118169789,0.889340997,ET
607699,4262940,64.4752,38.5083,-73.7648,0.699783016,2.10E-15,0.229972351,1,0.699783016,2.061756875,0.972562049,ET
620663,4261090,72.5,38.49,-73.6164,0.077609212,2.64E-15,0.055968608,1,0.077609212,0.624492134,1.127368698,ET
594735,4264790,51.908,38.5265,-73.9132,4.343222399,2.32E-15,1.264807797,1,4.343222399,16.85722631,1.058705725,ET
581771,4266650,59.5247,38.5445,-74.0617,1.478096627,2.40E-15,0.469158011,1,1.478096627,4.190137609,0.864139786,ET
553991,4270350,42,38.58,-74.3801,7.51E-19,3.74E-15,0.006193017,2.22E-16,0.003382611,0,1.0734745,ET
568807,4268500,46.6631,38.5623,-74.2102,0.046386498,1.98E-15,0.037565573,1,0.046386498,0.184174175,1.118791134,ET
609551,4262940,62.0289,38.5081,-73.7435,0.58618432,2.31E-15,0.231260724,1,0.58618432,1.410692852,0.638878077,ET
596587,4264790,53,38.5263,-73.8919,3.717697646,2.35E-15,1.11874264,1,3.717697646,13.77848135,1.114178581,ET
622515,4261090,75.2503,38.4897,-73.5952,0.053231185,4.45E-15,0.043870472,1,0.053231185,0.106538406,1.127309756,ET
555843,4270350,39.3326,38.5799,-74.3589,4.03E-19,4.10E-15,0.003534988,2.22E-16,0.001813098,0,0.726486547,ET
583623,4266650,53.1604,38.5443,-74.0404,2.58828282,1.97E-15,0.60190596,1,2.58828282,8.366550737,0.89380652,ET
570659,4268500,51.6504,38.5621,-74.189,0.129436904,2.36E-15,0.090544583,1,0.129436904,0.457439322,1.122045312,ET
611403,4262940,65.6654,38.5079,-73.7223,0.439059722,2.11E-15,0.183290168,1,0.439059722,1.226702893,0.956088826,ET
598439,4264790,54.2983,38.5261,-73.8707,2.937165935,2.45E-15,0.911410703,1,2.937165935,10.03766396,1.123519085,ET
