"decmal year", "x utm", "y utm", "bottom depth(m)","recruits per sq m"
1992.59, 517907.216527, 4041279.112397, 78.000000, 0.000000e+00
1992.59, 519394.154636, 4044976.142561, 80.000000, 0.000000e+00
1992.59, 516401.397738, 4046822.378835, 54.000000, 9.191645e-03
1992.59, 519385.831576, 4048669.957832, 81.000000, 0.000000e+00
1992.59, 516394.354740, 4050516.202265, 54.000000, 6.740540e-03
1992.59, 520866.361927, 4050525.895778, 80.000000, 6.199847e-04
1992.59, 519373.322157, 4054216.265797, 66.000000, 2.465669e-03
1992.59, 520857.390667, 4054219.743287, 80.000000, 1.859954e-03
1992.59, 514900.022360, 4056059.817322, 52.000000, 6.121735e-04
1992.59, 516383.769240, 4056062.522504, 60.000000, 3.687547e-03
1992.59, 520830.407492, 4065312.502656, 69.000000, 1.715976e-03
1992.59, 516359.014014, 4069007.815358, 55.000000, 2.186817e-02
1992.59, 519327.311017, 4074560.522455, 62.000000, 7.709032e-03
1992.59, 520803.360683, 4076405.448538, 74.000000, 5.733090e-04
1992.59, 510388.035387, 4091184.665374, 51.000000, 5.722140e-02
1992.59, 517783.564565, 4100437.757344, 67.000000, 5.714667e-04
1992.59, 511844.962392, 4105974.100763, 58.000000, 1.006187e-02
1992.59, 519255.846934, 4105987.754578, 69.000000, 0.000000e+00
1992.59, 516262.920509, 4118927.780335, 58.000000, 3.551248e-02
1992.59, 530984.658816, 4137451.922502, 59.000000, 1.246933e-01
1992.59, 525074.290825, 4139284.823186, 57.000000, 4.732748e-02
1992.59, 533887.525476, 4148557.580487, 64.000000, 6.619897e-02
1992.59, 522087.719873, 4154065.099472, 55.000000, 3.664397e-02
1992.59, 545640.841392, 4156013.923186, 68.000000, 1.715188e-02
1992.59, 533834.747121, 4161504.753691, 64.000000, 3.994765e-03
1992.59, 524990.756900, 4167020.689843, 54.000000, 0.000000e+00
1992.59, 549990.491858, 4167133.965271, 71.000000, 2.285513e-02
1992.59, 539678.203893, 4170772.695367, 59.000000, 0.000000e+00
1992.59, 548463.073753, 4176367.127230, 68.000000, 1.141185e-03
1992.59, 545477.716891, 4185603.554535, 61.000000, 1.706303e-03
1992.59, 535190.414664, 4189247.794417, 51.000000, 0.000000e+00
1992.59, 551316.539392, 4189332.704138, 63.000000, 5.692880e-03
1992.59, 543978.144922, 4191143.065315, 56.000000, 0.000000e+00
1992.59, 546885.992150, 4194853.948173, 56.000000, 0.000000e+00
1992.59, 548354.212552, 4194862.474667, 57.000000, 0.000000e+00
