"decmal year", "x utm", "y utm", "bottom depth(m)","recruits per sq m"
1991.59, 516411.962376, 4041276.136202, 52.000000, 2.142608e-02
1991.59, 517907.216527, 4041279.112397, 74.000000, 1.236275e-03
1991.59, 519394.154636, 4044976.142561, 80.000000, 0.000000e+00
1991.59, 519385.831576, 4048669.957832, 79.000000, 6.196760e-04
1991.59, 516394.354740, 4050516.202265, 52.000000, 7.039997e-02
1991.59, 520866.361927, 4050525.895778, 82.000000, 1.241205e-03
1991.59, 519373.322157, 4054216.265797, 66.000000, 3.698505e-02
1991.59, 520857.390667, 4054219.743287, 75.000000, 1.979023e-02
1991.59, 514900.022360, 4056059.817322, 52.000000, 1.591651e-02
1991.59, 516383.769240, 4056062.522504, 60.000000, 3.994845e-02
1991.59, 519323.136624, 4076401.963795, 64.000000, 5.876323e-02
1991.59, 513363.872030, 4083789.642302, 55.000000, 1.672620e-01
1991.59, 517818.500500, 4083797.811578, 54.000000, 3.650842e-01
1991.59, 519285.342482, 4093041.727428, 65.000000, 6.280367e-03
1991.59, 511844.962392, 4105974.100763, 55.000000, 0.000000e+00
1991.59, 516266.504660, 4117075.127214, 59.000000, 5.693757e-04
1991.59, 522170.998323, 4122635.547136, 60.000000, 1.885496e-01
1991.59, 523610.293673, 4137427.826656, 56.000000, 1.289061e-01
1991.59, 533917.582575, 4141168.819701, 60.000000, 2.033602e-01
1991.59, 539784.497104, 4148583.676110, 64.000000, 9.758642e-02
1991.59, 526505.273482, 4154078.016755, 55.000000, 6.028525e-02
1991.59, 539740.231876, 4157836.406090, 68.000000, 1.429323e-02
1991.59, 523542.181309, 4161469.131352, 53.000000, 2.361884e-02
1991.59, 533834.747121, 4161504.753691, 59.000000, 5.693757e-04
1991.59, 527937.080039, 4167030.113248, 55.000000, 5.910317e-04
1991.59, 535269.495146, 4170752.704225, 61.000000, 0.000000e+00
1991.59, 536717.326059, 4176306.485381, 57.000000, 2.838650e-03
1991.59, 545508.374315, 4180056.090701, 61.000000, 7.962747e-03
1991.59, 555765.549457, 4181960.975543, 65.000000, 1.316259e-01
1991.59, 542547.555376, 4183734.968887, 56.000000, 2.326633e-02
1991.59, 538137.168288, 4185566.240915, 57.000000, 0.000000e+00
1991.59, 536659.620813, 4189254.219561, 54.000000, 0.000000e+00
