"decmal year", "x utm", "y utm", "bottom depth(m)","Scallops per sq m"
2015.5, 516048.336032, 4125869.681356, 50.652983, 3.410983e-01
2015.5, 516358.016503, 4126435.962239, 50.275585, 2.429790e+00
2015.5, 516519.207532, 4125125.535485, 53.442582, 1.970359e+00
2015.5, 516681.061410, 4127024.120713, 49.558346, 2.106017e+00
2015.5, 517055.648932, 4127711.016229, 49.777297, 9.966084e-01
2015.5, 517090.874575, 4124960.858563, 54.204337, 3.128090e-01
2015.5, 517404.584650, 4128348.487297, 50.032865, 1.914983e+00
2015.5, 517755.964903, 4128987.477701, 50.597499, 1.056180e+00
2015.5, 517936.981657, 4124719.236368, 49.270345, 1.811626e-01
2015.5, 518105.462272, 4129622.145697, 51.296567, 1.064245e+00
2015.5, 518535.904924, 4130388.861475, 51.773930, 3.443593e+00
2015.5, 518604.241196, 4124515.876911, 52.217631, 3.070690e+00
2015.5, 518858.499791, 4130952.011283, 52.106674, 3.238335e+00
2015.5, 518886.307426, 4211897.771614, 31.591238, 0.000000e+00
2015.5, 518888.217238, 4212503.287931, 29.964259, 0.000000e+00
2015.5, 519175.344700, 4211361.804127, 33.657677, 0.000000e+00
2015.5, 519219.138767, 4131593.082551, 52.509011, 4.299088e+00
2015.5, 519301.745271, 4124294.324451, 50.633373, 1.149887e+00
2015.5, 519593.428865, 4132273.745639, 53.242548, 3.601355e+00
2015.5, 519863.011510, 4211001.237260, 35.140406, 0.000000e+00
2015.5, 519991.306312, 4132968.252338, 54.003074, 5.753199e+00
2015.5, 520064.402334, 4124039.566818, 51.069134, 1.058757e+00
2015.5, 520340.272586, 4133597.811412, 54.577938, 6.036724e+00
2015.5, 520594.581293, 4210620.429380, 32.100145, 0.000000e+00
2015.5, 520675.009611, 4123829.470534, 54.881135, 2.246080e+00
2015.5, 520696.214721, 4134238.750370, 54.640842, 2.519081e+00
2015.5, 521082.222786, 4134944.172927, 55.121683, 1.679764e+00
2015.5, 521252.744469, 4210283.183721, 27.683970, 0.000000e+00
2015.5, 521416.231841, 4123575.383913, 61.388227, 4.570685e-01
2015.5, 521421.577629, 4135561.318477, 55.820201, 2.084052e+00
2015.5, 521800.793234, 4136232.656815, 56.873951, 7.609126e-01
2015.5, 521878.307420, 4209963.417670, 24.468126, 0.000000e+00
2015.5, 522113.040096, 4123341.940930, 61.942682, 2.373753e-01
2015.5, 522180.706770, 4136911.495755, 56.937066, 5.743369e-01
2015.5, 522520.712835, 4137533.237826, 57.429881, 7.089391e-01
2015.5, 522588.333329, 4209598.148714, 23.576355, 0.000000e+00
2015.5, 522855.696730, 4123111.472779, 58.194581, 1.433610e+00
2015.5, 522876.454262, 4138186.282297, 58.922739, 3.099833e+00
2015.5, 523229.509995, 4209263.140401, 26.662292, 0.000000e+00
2015.5, 523253.717852, 4138877.369770, 57.808807, 5.567970e-01
2015.5, 523580.235060, 4122935.803345, 59.597928, 1.459122e+00
2015.5, 523625.690667, 4139543.319183, 56.925037, 2.375713e+00
