"decmal year", "x utm", "y utm", "bottom depth(m)","recruits per sq m"
2012.42, 520574.906864, 4067597.028932, 72.000000, 0.000000e+00
2012.42, 514440.065113, 4090103.453179, 59.000000, 6.022243e-02
2012.42, 508221.548647, 4103862.026744, 51.000000, 1.903378e-01
2012.42, 515909.603912, 4103983.944724, 57.000000, 9.751005e-04
2012.3, 516245.021986, 4128168.936617, 46.000000, 1.122052e-01
2012.31, 522156.339853, 4128182.481861, 49.000000, 1.082835e-01
2012.31, 528067.665775, 4128200.197362, 77.000000, 0.000000e+00
2012.3, 516234.262031, 4133715.911702, 44.000000, 1.092787e-01
2012.42, 524712.920987, 4132782.572144, 58.000000, 2.084729e-02
2012.3, 522141.664458, 4133729.463476, 57.000000, 2.348434e-01
2012.31, 528042.860751, 4135599.892665, 60.000000, 2.091112e-02
2012.31, 533940.117755, 4135621.756591, 77.000000, 0.000000e+00
2012.3, 516216.308407, 4142957.276477, 48.000000, 1.828125e-01
2012.3, 522117.177690, 4142970.839036, 49.000000, 1.147953e-01
2012.31, 532448.670630, 4141162.978076, 60.000000, 1.461357e-01
2012.31, 528018.054879, 4142988.577183, 59.000000, 1.068132e-01
2012.31, 539810.994471, 4143036.538284, 88.000000, 0.000000e+00
2012.3, 522102.457224, 4148517.945768, 48.000000, 4.632010e-02
2012.31, 527999.406892, 4148535.692310, 60.000000, 2.000295e-03
2012.3, 516201.907785, 4150357.118766, 48.000000, 1.438152e-03
2012.31, 533887.525476, 4148557.580487, 60.000000, 2.533787e-01
2012.31, 539784.497104, 4148583.676110, 62.000000, 6.116912e-02
2012.3, 516191.098270, 4155904.281800, 37.000000, 1.883710e-03
2012.3, 522082.793837, 4155917.859278, 53.000000, 5.052827e-04
2012.42, 526156.931221, 4155275.117321, 51.000000, 1.301343e-01
2012.31, 527974.497180, 4155935.616936, 53.000000, 4.136182e-02
2012.31, 533857.377209, 4155957.518821, 60.000000, 0.000000e+00
2012.31, 539749.102304, 4155983.630789, 64.000000, 1.134012e-01
2012.31, 544165.696895, 4156005.946420, 68.000000, 5.713947e-01
2012.3, 516176.659120, 4163304.270529, 42.000000, 4.899280e-04
2012.3, 522063.100427, 4163317.856432, 48.000000, 2.286333e-02
2012.31, 527949.549434, 4163335.625109, 55.000000, 3.093867e-02
2012.31, 533827.182911, 4163357.540586, 71.000000, 3.503477e-01
2012.31, 539713.653462, 4163383.668756, 60.000000, 1.241766e-02
2012.31, 545600.137872, 4163413.979950, 59.000000, 1.418391e-01
2012.31, 550012.805174, 4163439.445201, 69.000000, 6.098240e-03
2012.31, 527930.823054, 4168882.912444, 51.000000, 1.047652e-03
2012.3, 516162.219674, 4170693.248404, 42.000000, 5.048777e-04
2012.3, 522043.406612, 4170706.842647, 44.000000, 5.477767e-02
2012.31, 533796.987994, 4170746.551159, 55.000000, 9.754877e-02
2012.31, 539678.203893, 4170772.695367, 55.000000, 1.218285e-02
2012.31, 544086.920354, 4170795.038551, 62.000000, 4.653537e-02
2012.31, 549968.161602, 4170828.506045, 64.000000, 5.970155e-01
2012.31, 555840.602641, 4170866.099755, 82.000000, 2.869912e-02
2012.3, 516147.736589, 4178093.404601, 37.000000, 0.000000e+00
2012.3, 522023.653278, 4178107.007123, 42.000000, 2.525255e-02
2012.31, 527899.577519, 4178124.797534, 48.000000, 7.458660e-03
2012.31, 533766.701822, 4178146.739816, 55.000000, 3.652555e-02
2012.31, 539642.647190, 4178172.899944, 57.000000, 6.469140e-01
2012.31, 544047.412641, 4178195.256732, 59.000000, 3.171800e-03
2012.31, 549923.383110, 4178228.744605, 69.000000, 5.759697e-03
2012.31, 555790.561105, 4178266.361204, 69.000000, 2.481127e-02
2012.3, 516133.231547, 4185493.644675, 38.000000, 0.000000e+00
2012.3, 522003.869999, 4185507.255401, 38.000000, 3.939925e-03
2012.3, 527874.515927, 4185525.056543, 44.000000, 4.592092e-02
2012.31, 533736.369737, 4185547.012060, 49.000000, 6.938150e-03
2012.31, 539607.036585, 4185573.187966, 53.000000, 3.015755e-02
2012.31, 545477.716891, 4185603.554535, 53.000000, 1.963183e-02
2012.31, 551339.610994, 4185638.056934, 66.000000, 2.447620e-01
2012.31, 555740.443714, 4185666.705593, 66.000000, 1.029635e+00
2012.31, 561611.171275, 4185708.589265, 73.000000, 2.840775e-02
2012.3, 516118.726365, 4192882.873674, 31.000000, 0.000000e+00
2012.3, 521984.086527, 4192896.492520, 33.000000, 2.010150e-03
2012.3, 527849.454092, 4192914.304280, 40.000000, 3.647992e-03
2012.31, 533706.037359, 4192936.272893, 46.000000, 2.110903e-03
2012.31, 539571.425636, 4192962.464413, 51.000000, 4.153297e-02
2012.31, 543968.277053, 4192984.848028, 55.000000, 1.254072e-02
2012.31, 549833.689938, 4193018.376083, 59.000000, 1.829003e-02
2012.31, 555690.325841, 4193056.037816, 64.000000, 5.180940e-03
2012.31, 561555.774230, 4193097.946467, 68.000000, 3.746322e-03
2012.31, 565952.675560, 4193132.112369, 91.000000, 0.000000e+00
2012.3, 521964.243479, 4200296.908431, 33.000000, 0.000000e+00
2012.3, 527824.316786, 4200314.730730, 35.000000, 1.057098e-03
2012.3, 516100.531403, 4202136.170409, 31.000000, 0.000000e+00
2012.3, 533675.613638, 4200336.712340, 37.000000, 5.018727e-04
2012.3, 543928.589915, 4200385.316212, 51.000000, 2.486971e-02
2012.3, 549788.708088, 4200418.864101, 55.000000, 5.516820e-03
2012.3, 555640.057050, 4200456.548112, 60.000000, 4.932015e-04
2012.3, 561500.210370, 4200498.481553, 68.000000, 1.002130e-03
2012.3, 567360.384207, 4200544.611141, 73.000000, 0.000000e+00
2012.3, 516089.606738, 4207683.773412, 31.000000, 4.759272e-04
2012.3, 521944.370564, 4207697.408299, 42.000000, 0.000000e+00
2012.3, 527799.141644, 4207715.241039, 27.000000, 3.049933e-03
2012.3, 533645.144125, 4207737.235528, 31.000000, 0.000000e+00
2012.3, 539499.935503, 4207763.457896, 37.000000, 2.024776e-03
2012.3, 545354.739939, 4207793.878363, 37.000000, 2.482281e-03
2012.3, 551200.781514, 4207828.441998, 48.000000, 1.980226e-02
2012.3, 555589.712600, 4207857.141501, 51.000000, 9.725530e-02
2012.3, 561444.562885, 4207899.099504, 57.000000, 4.844672e-02
2012.3, 520464.564213, 4213241.255057, 29.000000, 0.000000e+00
2012.3, 567299.433479, 4207945.256111, 64.000000, 2.148582e-01
2012.3, 573145.548348, 4207995.532856, 73.000000, 4.917867e-04
2012.3, 517535.603061, 4216929.207032, 42.000000, 0.000000e+00
2012.3, 526309.406080, 4215099.878224, 26.000000, 0.000000e+00
2012.3, 532158.881579, 4215120.869976, 31.000000, 0.000000e+00
2012.3, 537999.597757, 4215146.021225, 37.000000, 1.117050e-02
2012.3, 545313.665469, 4215183.422724, 40.000000, 2.538750e-03
2012.3, 549698.609035, 4215208.994578, 53.000000, 8.281943e-02
2012.3, 555539.368208, 4215246.722502, 46.000000, 9.789737e-02
2012.36, 561570.686902, 4215606.320720, 53.000000, 1.391959e-02
