xUTM,yUTM,Depth,Latitude,Longitude,Zone,GamPredict,GamVar,KrigePredict,KrigeVar,FinalPredict
520655,4075890,-73.8347,36.8287,-74.7684,VIR,0.0145792,0.01059289,-0.003796408,6.84E-05,36983.94052
522507,4075890,-77.7525,36.8286,-74.7476,VIR,0.00708016,0.005561749,-0.004102894,6.92E-05,10211.7347
524359,4075890,-81.058,36.8286,-74.7268,VIR,0.003767586,0.003116636,-0.004023774,7.06E-05,0
511395,4077740,-44.3023,36.8455,-74.8722,NA,NA,NA,NA,NA,NA
526211,4075890,-86.6697,36.8285,-74.7061,VIR,0.00132426,0.001173235,-0.003921222,7.26E-05,0
513247,4077740,-48.5766,36.8455,-74.8514,NA,NA,NA,NA,NA,NA
528063,4075890,-94.0443,36.8285,-74.6853,VIR,0.000310426,0.000359128,-0.003798581,7.51E-05,0
515099,4077740,-53.9404,36.8455,-74.8306,VIR,0.022604729,0.012360817,-0.004092338,6.73E-05,63495.72458
529915,4075890,-142.888,36.8284,-74.6645,NA,NA,NA,NA,NA,NA
516951,4077740,-49.4025,36.8454,-74.8099,VIR,0.022751429,0.01410967,-0.0041117,6.64E-05,63932.47813
518803,4077740,-58.0704,36.8454,-74.7891,VIR,0.033518947,0.01750642,-0.004104693,6.60E-05,100888.0676
520655,4077740,-69.8573,36.8454,-74.7683,VIR,0.027359881,0.017174698,-0.0040694,6.63E-05,79884.11336
522507,4077740,-77.0869,36.8453,-74.7476,VIR,0.007886181,0.006099502,-0.004004965,6.72E-05,13312.20004
524359,4077740,-80.0723,36.8453,-74.7268,VIR,0.004469653,0.003604271,-0.004271528,6.87E-05,679.5473584
511395,4079590,-45.4293,36.8622,-74.8722,NA,NA,NA,NA,NA,NA
526211,4077740,-85.0576,36.8452,-74.706,VIR,0.001749719,0.001519978,-0.004160276,7.07E-05,0
513247,4079590,-50.5912,36.8622,-74.8514,VIR,0.021348536,0.012502924,-0.004321914,6.68E-05,58399.67942
528063,4077740,-93.0713,36.8452,-74.6852,VIR,0.000365408,0.000398386,-0.004028176,7.32E-05,0
515099,4079590,-53.4168,36.8622,-74.8306,VIR,0.021694285,0.011806912,-0.004370794,6.53E-05,59417.9107
529915,4077740,-117.018,36.8451,-74.6645,NA,NA,NA,NA,NA,NA
516951,4079590,-51.5907,36.8621,-74.8098,VIR,0.021037329,0.011998885,-0.004388734,6.44E-05,57103.08371
518803,4079590,-55.4576,36.8621,-74.7891,VIR,0.024661668,0.013080077,-0.004378659,6.41E-05,69568.7727
520655,4079590,-68.3408,36.862,-74.7683,VIR,0.033368347,0.01965759,-0.004337169,6.44E-05,99574.15271
522507,4079590,-77.1001,36.862,-74.7475,VIR,0.007726163,0.00593986,-0.004267883,6.54E-05,11861.56953
524359,4079590,-80.0865,36.862,-74.7267,VIR,0.004378098,0.003512292,-0.004514408,6.69E-05,0
511395,4081450,-47.0215,36.8789,-74.8721,NA,NA,NA,NA,NA,NA
526211,4079590,-84.6415,36.8619,-74.7059,VIR,0.001854768,0.001596817,-0.004394281,6.90E-05,0
513247,4081450,-50.1754,36.8789,-74.8513,VIR,0.02122637,0.012492076,-0.004596775,6.49E-05,57037.91127
528063,4079590,-92.1188,36.8619,-74.6852,VIR,0.000431862,0.000448097,-0.004252837,7.15E-05,0
515099,4081450,-53.4236,36.8788,-74.8306,VIR,0.021309534,0.011461482,-0.004643264,6.35E-05,57163.7057
529915,4079590,-116.439,36.8618,-74.6644,NA,NA,NA,NA,NA,NA
516951,4081450,-54.2655,36.8788,-74.8098,VIR,0.022183717,0.011798114,-0.004660808,6.26E-05,60101.89784
518803,4081450,-54.4453,36.8788,-74.789,VIR,0.022427076,0.011899792,-0.004646962,6.23E-05,60984.08244
520655,4081450,-67.7254,36.8787,-74.7682,VIR,0.035310611,0.020080623,-0.00460015,6.27E-05,105333.9338
522507,4081450,-76.5707,36.8787,-74.7474,VIR,0.008383752,0.006343738,-0.004523984,6.37E-05,13238.63146
509543,4083300,-39.6537,36.8956,-74.8929,NA,NA,NA,NA,NA,NA
524359,4081450,-80.1008,36.8787,-74.7267,VIR,0.004288337,0.003422855,-0.004750992,6.52E-05,0
511395,4083300,-47.8378,36.8956,-74.8721,NA,NA,NA,NA,NA,NA
526211,4081450,-83,36.8786,-74.7059,VIR,0.002466982,0.002086335,-0.00462146,6.73E-05,0
513247,4083300,-52.357,36.8956,-74.8513,VIR,0.020357431,0.01113149,-0.00486536,6.32E-05,53136.31738
528063,4081450,-90.7768,36.8786,-74.6851,VIR,0.000556067,0.000541635,-0.004468657,7.00E-05,0
515099,4083300,-54,36.8955,-74.8305,VIR,0.021466088,0.011320875,-0.004910942,6.18E-05,56782.56009
529915,4081450,-101.931,36.8785,-74.6643,NA,NA,NA,NA,NA,NA
516951,4083300,-53.0926,36.8955,-74.8097,VIR,0.020691503,0.011073715,-0.004925613,6.09E-05,54075.48955
531767,4081450,-150,36.8784,-74.6435,NA,NA,NA,NA,NA,NA
518803,4083300,-55.1492,36.8955,-74.789,VIR,0.023163171,0.012036183,-0.004907448,6.07E-05,62615.37503
520655,4083300,-67.4135,36.8954,-74.7682,VIR,0.035866391,0.019894344,-0.004854786,6.11E-05,106366.8263
522507,4083300,-77.3029,36.8954,-74.7474,VIR,0.007172874,0.005465212,-0.004771192,6.21E-05,8237.538056
509543,4085150,-42.7376,36.9123,-74.8929,NA,NA,NA,NA,NA,NA
524359,4083300,-79.7753,36.8954,-74.7266,VIR,0.004482623,0.003537228,-0.004977603,6.37E-05,0
511395,4085150,-47.4227,36.9123,-74.8721,VIR,0.024037064,0.015359218,-0.00504724,6.37E-05,65133.27388
526211,4083300,-83.1037,36.8953,-74.7058,VIR,0.00237651,0.00200293,-0.004837853,6.58E-05,0
513247,4085150,-54.2757,36.9123,-74.8513,VIR,0.021398103,0.011109603,-0.005125666,6.16E-05,55812.89609
528063,4083300,-88.8585,36.8952,-74.685,VIR,0.000807802,0.000737769,-0.004672431,6.84E-05,0
515099,4085150,-54.8983,36.9122,-74.8305,VIR,0.022304627,0.011488105,-0.005169458,6.02E-05,58771.98165
529915,4083300,-101.212,36.8952,-74.6642,VIR,9.28E-05,0.000161441,-0.004484711,7.15E-05,0
516951,4085150,-54,36.9122,-74.8097,VIR,0.021077555,0.010984881,-0.005180652,5.93E-05,54524.84866
531767,4083300,-126.793,36.8951,-74.6435,NA,NA,NA,NA,NA,NA
518803,4085150,-56.0594,36.9122,-74.7889,VIR,0.024723037,0.012560294,-0.005157223,5.91E-05,67108.86517
520655,4085150,-64.538,36.9121,-74.7681,VIR,0.041310675,0.02103503,-0.005097799,5.96E-05,124206.6881
522507,4085150,-78.625,36.9121,-74.7473,VIR,0.005483176,0.004228053,-0.005005862,6.06E-05,1637.143176
509543,4087000,-44.2171,36.929,-74.8928,NA,NA,NA,NA,NA,NA
524359,4085150,-81,36.912,-74.7265,VIR,0.003482698,0.002805966,-0.005190707,6.22E-05,0
511395,4087000,-48,36.929,-74.872,VIR,0.022654042,0.014051491,-0.00529836,6.23E-05,59528.32099
526211,4085150,-81.4527,36.912,-74.7058,VIR,0.003193519,0.002600702,-0.005042024,6.43E-05,0
513247,4087000,-54.1988,36.929,-74.8513,VIR,0.020917834,0.010743002,-0.005375265,6.02E-05,53309.51826
528063,4085150,-86.8913,36.9119,-74.685,VIR,0.001162232,0.001015465,-0.004864665,6.70E-05,0
515099,4087000,-56.8946,36.9289,-74.8305,VIR,0.026595592,0.013247476,-0.005416438,5.88E-05,72642.46315
529915,4085150,-101.098,36.9119,-74.6642,VIR,9.27E-05,0.000160338,-0.004663964,7.01E-05,0
516951,4087000,-53,36.9289,-74.8097,VIR,0.019896841,0.010427952,-0.005423304,5.79E-05,49642.84223
531767,4085150,-107.067,36.9118,-74.6434,NA,NA,NA,NA,NA,NA
518803,4087000,-57.3425,36.9289,-74.7889,VIR,0.028039878,0.013889114,-0.005393925,5.77E-05,77673.44564
520655,4087000,-64.3242,36.9288,-74.7681,VIR,0.040726702,0.020409549,-0.005327071,5.81E-05,121417.3355
522507,4087000,-77.6115,36.9288,-74.7473,VIR,0.006527015,0.004937733,-0.005226117,5.91E-05,4461.95304
509543,4088850,-46.0548,36.9457,-74.8928,NA,NA,NA,NA,NA,NA
524359,4087000,-80,36.9287,-74.7265,VIR,0.004142774,0.003248824,-0.005089723,6.08E-05,0
511395,4088850,-50.7356,36.9457,-74.872,VIR,0.019424666,0.010728035,-0.005536732,6.10E-05,47634.28245
526211,4087000,-82.6663,36.9287,-74.7057,VIR,0.002489176,0.002070048,-0.005229454,6.29E-05,0
513247,4088850,-54.1121,36.9457,-74.8512,VIR,0.020440623,0.010386568,-0.005611905,5.89E-05,50861.07953
528063,4087000,-84.8778,36.9286,-74.6849,VIR,0.001653483,0.001406147,-0.005039289,6.56E-05,0
515099,4088850,-58,36.9456,-74.8304,VIR,0.029824916,0.014419252,-0.005649344,5.75E-05,82919.88869
529915,4087000,-99.116,36.9286,-74.6641,VIR,0.000122154,0.000192141,-0.004824789,6.87E-05,0
516951,4088850,-55,36.9456,-74.8096,VIR,0.021670497,0.010879919,-0.005650746,5.66E-05,54946.21036
531767,4087000,-105.863,36.9285,-74.6433,NA,NA,NA,NA,NA,NA
518803,4088850,-58.5469,36.9456,-74.7888,VIR,0.031852082,0.015251786,-0.005614289,5.64E-05,89993.11128
520655,4088850,-64.4514,36.9455,-74.768,VIR,0.039915665,0.019760759,-0.005538914,5.68E-05,117908.9589
507691,4090710,-44.1226,36.9624,-74.9136,NA,NA,NA,NA,NA,NA
522507,4088850,-78.1661,36.9455,-74.7472,VIR,0.005771153,0.004374345,-0.005427869,5.78E-05,1177.432997
509543,4090710,-47,36.9624,-74.8928,NA,NA,NA,NA,NA,NA
524359,4088850,-82.468,36.9454,-74.7264,VIR,0.00253846,0.002095132,-0.005280157,5.94E-05,0
511395,4090710,-50.7513,36.9624,-74.872,VIR,0.019067938,0.010413286,-0.005760336,5.99E-05,45643.79837
526211,4088850,-82.6078,36.9454,-74.7056,VIR,0.002472081,0.002045386,-0.005397729,6.16E-05,0
513247,4090710,-54.0995,36.9623,-74.8512,VIR,0.020059367,0.010075313,-0.005831157,5.78E-05,48801.39199
528063,4088850,-85.1955,36.9453,-74.6848,VIR,0.001532414,0.001303393,-0.005193971,6.42E-05,0
515099,4090710,-55.8624,36.9623,-74.8304,VIR,0.022950691,0.011255794,-0.00586525,5.63E-05,58601.42127
529915,4088850,-97.6831,36.9453,-74.664,VIR,0.000149554,0.000217291,-0.004964933,6.73E-05,0
516951,4090710,-55.4499,36.9623,-74.8096,VIR,0.022086386,0.010884511,-0.005860301,5.54E-05,55653.91194
531767,4088850,-108.834,36.9452,-74.6432,NA,NA,NA,NA,NA,NA
518803,4090710,-59.1934,36.9623,-74.7888,VIR,0.033655459,0.015798786,-0.005815897,5.52E-05,95487.02393
520655,4090710,-66.1864,36.9622,-74.768,VIR,0.036901891,0.018730779,-0.005731174,5.55E-05,106912.5664
507691,4092560,-44.7733,36.9791,-74.9136,NA,NA,NA,NA,NA,NA
522507,4090710,-79.1794,36.9622,-74.7472,VIR,0.004674369,0.003574738,-0.005609228,5.65E-05,0
509543,4092560,-52.2957,36.9791,-74.8928,VIR,0.018570311,0.009620255,-0.005860795,6.16E-05,43592.41892
524359,4090710,-83.8584,36.9621,-74.7264,VIR,0.001923272,0.001602765,-0.00544945,5.81E-05,0
511395,4092560,-54.0262,36.9791,-74.872,VIR,0.019617931,0.009747384,-0.005966674,5.89E-05,46822.50116
526211,4090710,-80.4983,36.9621,-74.7056,VIR,0.003632796,0.002851068,-0.005544592,6.02E-05,0
513247,4092560,-54.5291,36.979,-74.8512,VIR,0.020207066,0.009967459,-0.006033347,5.68E-05,48614.49727
528063,4090710,-84.4136,36.962,-74.6848,VIR,0.001736899,0.001456667,-0.00532655,6.28E-05,0
515099,4092560,-54.1476,36.979,-74.8303,VIR,0.019748537,0.0097958,-0.006061579,5.52E-05,46944.94968
529915,4090710,-98.1512,36.962,-74.664,VIR,0.000136581,0.000203721,-0.00508233,6.59E-05,0
516951,4092560,-57.7355,36.979,-74.8095,VIR,0.027853116,0.013186467,-0.006048914,5.43E-05,74786.32227
531767,4090710,-101.005,36.9619,-74.6432,NA,NA,NA,NA,NA,NA
518803,4092560,-58.6526,36.979,-74.7887,VIR,0.031111805,0.014476548,-0.005995221,5.40E-05,86147.47165
505839,4094410,-42,36.9958,-74.9344,NA,NA,NA,NA,NA,NA
520655,4092560,-67.5713,36.9789,-74.7679,VIR,0.032265165,0.016955537,-0.005899868,5.44E-05,90430.43909
507691,4094410,-46.376,36.9958,-74.9136,NA,NA,NA,NA,NA,NA
522507,4092560,-80.0826,36.9789,-74.7471,VIR,0.003863263,0.002989416,-0.005765775,5.53E-05,0
509543,4094410,-47.9089,36.9958,-74.8928,VIR,0.021215404,0.012704237,-0.006051323,6.08E-05,52011.34296
524359,4092560,-82.3396,36.9788,-74.7263,VIR,0.002509352,0.002048999,-0.005592774,5.69E-05,0
511395,4094410,-50.4984,36.9958,-74.8719,VIR,0.018503106,0.009985284,-0.006153657,5.81E-05,42357.42549
526211,4092560,-81.9267,36.9788,-74.7055,VIR,0.002714685,0.002196403,-0.005664881,5.89E-05,0
513247,4094410,-54,36.9957,-74.8511,VIR,0.019239292,0.009451664,-0.006214696,5.59E-05,44673.11364
528063,4092560,-84.2809,36.9787,-74.6847,VIR,0.001748088,0.001458115,-0.005431552,6.15E-05,0
515099,4094410,-56,36.9957,-74.8303,VIR,0.022432444,0.010719047,-0.006235494,5.43E-05,55553.98449
529915,4092560,-97.1688,36.9787,-74.6639,VIR,0.000156462,0.000220083,-0.005171238,6.46E-05,0
516951,4094410,-58.2203,36.9957,-74.8095,VIR,0.029020532,0.013426047,-0.006214024,5.34E-05,78224.13398
531767,4092560,-101.473,36.9786,-74.6431,NA,NA,NA,NA,NA,NA
518803,4094410,-62.098,36.9956,-74.7887,VIR,0.038144975,0.017840377,-0.006149141,5.30E-05,109742.6382
505839,4096260,-46.7487,37.0125,-74.9344,NA,NA,NA,NA,NA,NA
520655,4094410,-69.4214,36.9956,-74.7679,VIR,0.024850223,0.013966866,-0.006043011,5.33E-05,64506.93245
507691,4096260,-48.6238,37.0125,-74.9135,VIR,0.019851737,0.011471819,-0.006086141,6.35E-05,47214.67299
522507,4094410,-83.4118,36.9956,-74.7471,VIR,0.002014787,0.001661246,-0.005895813,5.42E-05,0
509543,4096260,-48,37.0125,-74.8927,VIR,0.020703632,0.01223855,-0.00622165,6.02E-05,49671.80781
524359,4094410,-82.8843,36.9955,-74.7262,VIR,0.002223309,0.001825416,-0.005707728,5.57E-05,0
511395,4096260,-53.2415,37.0125,-74.8719,VIR,0.018296766,0.008996278,-0.006318031,5.74E-05,41085.91276
526211,4094410,-81.5877,36.9955,-74.7054,VIR,0.00284475,0.002272957,-0.005756225,5.77E-05,0
513247,4096260,-54,37.0124,-74.8511,VIR,0.018891616,0.009172894,-0.006372215,5.52E-05,42940.34156
528063,4094410,-84.1913,36.9954,-74.6846,VIR,0.001745504,0.001449093,-0.005506694,6.03E-05,0
515099,4096260,-56.4776,37.0124,-74.8303,VIR,0.023165252,0.010885237,-0.006384399,5.36E-05,57556.71407
529915,4094410,-95.1864,36.9954,-74.6638,VIR,0.000212602,0.000261332,-0.005229462,6.32E-05,0
516951,4096260,-58.2303,37.0124,-74.8095,VIR,0.028536697,0.013025055,-0.00635274,5.25E-05,76088.84153
531767,4094410,-100.182,36.9953,-74.643,NA,NA,NA,NA,NA,NA
518803,4096260,-64.43,37.0123,-74.7886,VIR,0.037158552,0.017412381,-0.006275874,5.21E-05,105924.6199
505839,4098110,-46.1303,37.0292,-74.9343,NA,NA,NA,NA,NA,NA
520655,4096260,-70.4724,37.0123,-74.7678,VIR,0.020773222,0.012083715,-0.006156465,5.24E-05,50134.07049
507691,4098110,-46.3786,37.0292,-74.9135,VIR,0.022899632,0.014198241,-0.006238186,6.31E-05,57147.15764
522507,4096260,-82.6638,37.0123,-74.747,VIR,0.002276243,0.001855536,-0.005994744,5.32E-05,0
509543,4098110,-48.376,37.0292,-74.8927,VIR,0.019815892,0.011441814,-0.00636841,5.98E-05,46123.57422
524359,4096260,-82.569,37.0122,-74.7262,VIR,0.002317704,0.001886164,-0.005792243,5.46E-05,0
511395,4098110,-50.8715,37.0292,-74.8719,VIR,0.017686393,0.00921979,-0.006457879,5.69E-05,38512.72338
526211,4096260,-81.542,37.0122,-74.7054,VIR,0.002818628,0.002240014,-0.005816604,5.65E-05,0
513247,4098110,-54,37.0291,-74.8511,VIR,0.01855031,0.00890294,-0.006503685,5.47E-05,41318.7664
528063,4096260,-83.5296,37.0121,-74.6845,VIR,0.001936694,0.001592271,-0.005548707,5.90E-05,0
515099,4098110,-57,37.0291,-74.8302,VIR,0.024142968,0.011140641,-0.006505635,5.29E-05,60494.35959
529915,4096260,-97.2121,37.0121,-74.6637,VIR,0.000149917,0.000211178,-0.005253704,6.19E-05,0
516951,4098110,-60.2404,37.0291,-74.8094,VIR,0.034387146,0.015267382,-0.006462079,5.18E-05,95780.298
531767,4096260,-127.839,37.012,-74.6429,NA,NA,NA,NA,NA,NA
