xUTM,yUTM,Depth,Latitude,Longitude,Zone,GamPredict,GamVar,KrigePredict,KrigeVar,FinalPredict
444940,4467680,-70.0726,40.3578,-69.6484,NLS-West,0.216021149,0.187668254,0.013771342,0.008410976,788166.1837
463460,4465820,-74.5287,40.3422,-69.4302,NLS-South-Deep,0.847445366,0.535205771,0.000607282,0.007592249,2908739.167
481980,4463970,-85.3812,40.3261,-69.2121,NA,NA,NA,NA,NA,NA
446792,4467680,-70.1201,40.3579,-69.6266,NLS-West,0.226767874,0.192069709,0.013569487,0.00834937,824334.0751
465312,4465820,-76.4833,40.3422,-69.4084,NLS-South-Deep,0.944170405,0.557676271,-0.002449285,0.007538324,3230013.038
500500,4462120,-90.6383,40.3096,-68.9941,NA,NA,NA,NA,NA,NA
483832,4463970,-86.7896,40.3261,-69.1903,NA,NA,NA,NA,NA,NA
448644,4467680,-69.6852,40.3581,-69.6048,NLS-West,0.241555488,0.1993817,0.013371772,0.00828343,874376.0302
467164,4465820,-77.239,40.3423,-69.3866,NLS-South-Deep,1.021524841,0.562287437,-0.008593515,0.007487411,3474257.204
502352,4462120,-91.6982,40.3096,-68.9723,NA,NA,NA,NA,NA,NA
485684,4463970,-88.4675,40.3262,-69.1685,NA,NA,NA,NA,NA,NA
450496,4467680,-70.5606,40.3582,-69.583,NLS-West,0.262148405,0.210705165,0.013176634,0.008212489,944338.4538
469016,4465820,-79.4198,40.3424,-69.3648,NLS-South-Deep,1.066804797,0.550059712,-0.019247225,0.007415707,3593021.908
504204,4462120,-91.4105,40.3096,-68.9505,NA,NA,NA,NA,NA,NA
487536,4463970,-87.9688,40.3262,-69.1467,NA,NA,NA,NA,NA,NA
452348,4467680,-70.8586,40.3583,-69.5612,NLS-West,0.289223218,0.226062842,-0.000589036,0.008135946,989987.5348
433828,4469530,-74.6965,40.3737,-69.7795,NA,NA,NA,NA,NA,NA
470868,4465820,-80.2012,40.3425,-69.343,NLS-South-Deep,1.067321997,0.52306322,-0.046912361,0.007197272,3499907.091
454200,4467680,-71.3662,40.3584,-69.5394,NLS-West,0.32408885,0.245869919,-0.000875364,0.008051457,1108591.228
435680,4469530,-73.0086,40.3738,-69.7577,NA,NA,NA,NA,NA,NA
489388,4463970,-88.573,40.3262,-69.1249,NA,NA,NA,NA,NA,NA
506056,4462120,-90.6196,40.3096,-68.9287,NA,NA,NA,NA,NA,NA
472720,4465820,-80.7342,40.3425,-69.3212,NLS-South-Deep,1.013812499,0.481892622,-0.025282266,0.007333528,3390563.799
456052,4467680,-70.705,40.3585,-69.5176,NLS-West,0.368192379,0.270422496,-0.000575229,0.007950036,1260891.533
437532,4469530,-72.5508,40.374,-69.7359,NLS-West,0.156262776,0.149233346,0.012212511,0.008596623,577854.0623
491240,4463970,-90.0014,40.3262,-69.1031,NA,NA,NA,NA,NA,NA
507908,4462120,-94.02,40.3096,-68.9069,NA,NA,NA,NA,NA,NA
474572,4465820,-80.633,40.3426,-69.2994,NLS-South-Deep,0.912035718,0.43084911,-0.019310057,0.007376305,3061963.317
439384,4469530,-71.5696,40.3741,-69.714,NLS-West,0.153562289,0.142405462,0.012079149,0.008544858,568134.2316
457904,4467680,-71.5999,40.3586,-69.4958,NLS-South-Deep,0.422925415,0.299634379,-0.000136071,0.0078247,1450126.864
493092,4463970,-91.1663,40.3262,-69.0813,NA,NA,NA,NA,NA,NA
509760,4462120,-94.7108,40.3095,-68.8851,NA,NA,NA,NA,NA,NA
476424,4465820,-81.9121,40.3426,-69.2776,NLS-South-Deep,0.780710548,0.375519664,-0.015029447,0.00737707,2626212.674
441236,4469530,-70.3648,40.3743,-69.6922,NLS-West,0.152606272,0.137703087,0.014213712,0.008493379,572176.533
459756,4467680,-72.9199,40.3587,-69.474,NLS-South-Deep,0.489197414,0.332520336,0.000645845,0.007639483,1680115.352
494944,4463970,-91.013,40.3263,-69.0595,NA,NA,NA,NA,NA,NA
511612,4462120,-94.6429,40.3095,-68.8634,NA,NA,NA,NA,NA,NA
478276,4465820,-82.5791,40.3427,-69.2558,NLS-South-Deep,0.636506714,0.316923124,-0.013152052,0.00735615,2138046.65
443088,4469530,-69.8424,40.3744,-69.6704,NLS-West,0.154113485,0.135491069,0.014046658,0.008437468,576773.1457
461608,4467680,-73.5143,40.3588,-69.4521,NLS-South-Deep,0.566908642,0.365959271,0.001520856,0.007466026,1949658.611
496796,4463970,-89.4528,40.3263,-69.0377,NA,NA,NA,NA,NA,NA
480128,4465820,-81.8049,40.3427,-69.234,NLS-South-Deep,0.496663329,0.258202936,-0.012443163,0.007317339,1660828.686
513464,4462120,-93.0739,40.3095,-68.8416,NA,NA,NA,NA,NA,NA
444940,4469530,-68.732,40.3745,-69.6486,NLS-West,0.15809568,0.135483717,0.013884629,0.008378822,589875.9508
463460,4467680,-73.6674,40.3588,-69.4303,NLS-South-Deep,0.653439468,0.395806128,0.004909686,0.007470866,2258074.397
498648,4463970,-89.2594,40.3263,-69.0159,NA,NA,NA,NA,NA,NA
481980,4465820,-83.9737,40.3428,-69.2122,NLS-South-Deep,0.372421449,0.202346978,-0.01306536,0.007243867,1232556.887
515316,4462120,-94.648,40.3094,-68.8198,NA,NA,NA,NA,NA,NA
446792,4469530,-68.6789,40.3746,-69.6268,NLS-West,0.164937356,0.137741676,0.013730543,0.008316872,612813.7426
465312,4467680,-75.005,40.3589,-69.4085,NLS-South-Deep,0.739843948,0.416982138,0.004264886,0.007379479,2552221.868
500500,4463970,-89.249,40.3263,-68.9941,NA,NA,NA,NA,NA,NA
483832,4465820,-85.3587,40.3428,-69.1904,NLS-South-Deep,0.271565043,0.153576202,-0.018421141,0.007035587,868259.2823
448644,4469530,-67.9979,40.3747,-69.605,NLS-West,0.175156709,0.142414297,0.01379044,0.008250597,648070.5831
517168,4462120,-94.7272,40.3094,-68.798,NA,NA,NA,NA,NA,NA
467164,4467680,-75.6921,40.359,-69.3867,NLS-South-Deep,0.814332978,0.425012558,-0.002481606,0.007372603,2784572.268
502352,4463970,-89.4804,40.3263,-68.9723,GSC,0.043196476,0.028298475,-0.003171553,0.007357372,137281.6423
485684,4465820,-86.4648,40.3428,-69.1686,NLS-South-Deep,0.19516826,0.113671543,-0.009317294,0.007208649,637450.9743
450496,4469530,-68.8084,40.3749,-69.5832,NLS-West,0.189060148,0.149426357,0.013665181,0.008179249,695328.417
519020,4462120,-95.4368,40.3094,-68.7762,NA,NA,NA,NA,NA,NA
469016,4467680,-77.9598,40.3591,-69.3649,NLS-South-Deep,0.865169853,0.420566936,-0.010628032,0.007334781,2930996.41
504204,4463970,-89.9864,40.3263,-68.9505,GSC,0.046493903,0.030237408,-0.00283349,0.007375974,149751.025
487536,4465820,-88.0569,40.3429,-69.1468,NLS-South-Deep,0.139160079,0.083134321,-0.005941503,0.007233414,456926.9253
452348,4469530,-69.2322,40.375,-69.5613,NLS-West,0.2083385,0.159737136,0.013565362,0.008101149,761108.9436
433828,4471380,-74.1205,40.3904,-69.7797,NA,NA,NA,NA,NA,NA
520872,4462120,-96.1692,40.3093,-68.7544,NA,NA,NA,NA,NA,NA
470868,4467680,-79.269,40.3591,-69.3431,NLS-South-Deep,0.881394163,0.40599591,-0.018013775,0.007273111,2961311.848
454200,4469530,-66.9551,40.3751,-69.5395,NLS-West,0.233557616,0.173305885,0.000325419,0.008015777,802196.3585
435680,4471380,-72.7957,40.3905,-69.7579,NLS-West,0.122665718,0.119349199,0.012540936,0.008617213,463745.8426
489388,4465820,-88.0648,40.3429,-69.125,NLS-South-Deep,0.099674017,0.061084801,-0.00389643,0.007226182,328507.9307
506056,4463970,-89.3822,40.3263,-68.9287,GSC,0.051517734,0.033682372,-0.002531835,0.007391368,168016.929
472720,4467680,-79.674,40.3592,-69.3213,NLS-South-Deep,0.850377803,0.380028938,-0.013173417,0.007269372,2871530.675
522724,4462120,-98.6954,40.3093,-68.7326,NA,NA,NA,NA,NA,NA
456052,4469530,-69.8384,40.3752,-69.5177,NLS-West,0.266068806,0.190473239,0.000271474,0.00791939,913521.59
437532,4471380,-72.0334,40.3907,-69.736,NLS-West,0.117824743,0.111164761,0.012423694,0.008566589,446739.6345
491240,4465820,-88.7851,40.3429,-69.1031,NLS-South-Deep,0.072539671,0.045605283,-0.003745369,0.007193828,235957.8507
507908,4463970,-88.7843,40.3262,-68.9069,GSC,0.058059879,0.038680122,-0.002247528,0.007411938,191431.0086
474572,4467680,-78.8846,40.3593,-69.2995,NLS-South-Deep,0.775585532,0.345454819,-0.012865205,0.007286837,2616057.5
439384,4471380,-71.1733,40.3908,-69.7142,NLS-West,0.114681204,0.105223029,0.012310438,0.008514753,435569.1411
457904,4469530,-70.1348,40.3753,-69.4959,NLS-South-Deep,0.307228914,0.211312795,0.000875912,0.007802646,1056769.976
493092,4465820,-88.1588,40.3429,-69.0813,NLS-South-Deep,0.054795921,0.035194263,-0.003981769,0.007150426,174287.6654
509760,4463970,-89.3981,40.3262,-68.8851,GSC,0.065548674,0.044928683,-0.001952999,0.007445453,218127.0608
476424,4467680,-80.4943,40.3593,-69.2777,NLS-South-Deep,0.671707728,0.305597594,-0.011158059,0.007283794,2265621.95
441236,4471380,-70.2174,40.3909,-69.6924,NLS-West,0.11308757,0.101089321,0.012203603,0.00846104,429736.6963
459756,4469530,-71.1037,40.3754,-69.4741,NLS-South-Deep,0.358201698,0.235295104,0.00171433,0.007665467,1234477.424
494944,4465820,-87.9504,40.3429,-69.0595,NLS-South-Deep,0.04371525,0.028418918,-0.004188478,0.0071083,135573.0321
511612,4463970,-89.9664,40.3262,-68.8633,GSC,0.073369232,0.052022103,-0.001671246,0.007492583,245917.2091
478276,4467680,-81.8562,40.3594,-69.2559,NLS-South-Deep,0.553131936,0.261034047,-0.010781973,0.007259134,1860208.305
443088,4471380,-69.1149,40.3911,-69.6706,NLS-West,0.112955059,0.098453385,0.014328838,0.008407041,436571.5485
461608,4469530,-72.858,40.3754,-69.4523,NLS-South-Deep,0.420150918,0.261153292,0.002744734,0.007540094,1450491.488
496796,4465820,-86.6089,40.343,-69.0377,NLS-South-Deep,0.037269526,0.024218582,-0.004183023,0.007088289,113483.5278
480128,4467680,-81.6308,40.3594,-69.234,NLS-South-Deep,0.434090373,0.213732275,-0.010363665,0.007223263,1453341.93
513464,4463970,-89.7516,40.3262,-68.8415,GSC,0.080696929,0.05926597,-0.00145267,0.0075497,271800.2029
444940,4471380,-68.2236,40.3912,-69.6488,NLS-West,0.114882532,0.097636407,0.014199169,0.008348388,442737.8431
463460,4469530,-73.1934,40.3755,-69.4304,NLS-South-Deep,0.490670394,0.285313646,0.004619084,0.007424244,1698795.36
498648,4465820,-86.4633,40.343,-69.0159,NLS-South-Deep,0.034270506,0.021995535,-0.00443967,0.00715774,102316.9058
481980,4467680,-81.8752,40.3595,-69.2122,NLS-South-Deep,0.326433361,0.167353193,-0.009728511,0.007171958,1086267.231
515316,4463970,-91.6871,40.3261,-68.8197,GSC,0.086936373,0.066062785,-0.001305329,0.007616204,293706.2625
446792,4471380,-67.9398,40.3913,-69.6269,NLS-West,0.118954385,0.098476901,0.014083536,0.00828633,456307.2969
465312,4469530,-74.242,40.3756,-69.4086,NLS-South-Deep,0.564998004,0.30494083,0.010767438,0.007248302,1974820.19
500500,4465820,-86.6061,40.343,-68.9941,GSC,0.0336095,0.021186092,-0.003271365,0.007196972,104056.891
483832,4467680,-83.4779,40.3595,-69.1904,NLS-South-Deep,0.23792599,0.126351217,-0.008710847,0.00711887,786185.9356
517168,4463970,-91.8686,40.3261,-68.7979,GSC,0.091636272,0.071907426,-0.001223768,0.00768728,310106.2076
448644,4471380,-66.442,40.3914,-69.6051,NLS-West,0.125501326,0.101053304,0.013988791,0.008220772,478437.7106
467164,4469530,-74.1198,40.3757,-69.3868,NLS-South-Deep,0.632994419,0.315553275,0.003936699,0.00728951,2184612.588
502352,4465820,-87.4315,40.343,-68.9723,GSC,0.03487924,0.021612861,-0.002875835,0.007226492,109768.6069
485684,4467680,-84.7361,40.3595,-69.1686,NLS-South-Deep,0.170189438,0.092854762,-0.004617866,0.007122634,567894.5989
450496,4471380,-67.8721,40.3915,-69.5833,NLS-West,0.135037921,0.105522138,0.014120872,0.008150386,511600.3388
519020,4463970,-90.6937,40.3261,-68.7761,GSC,0.094996062,0.076906741,-0.001197041,0.007759381,321721.6369
469016,4469530,-77.9838,40.3758,-69.365,NLS-South-Deep,0.684543583,0.317384062,0.000120503,0.007273199,2348332.087
504204,4465820,-86.1946,40.343,-68.9505,GSC,0.03784206,0.023256558,-0.002520107,0.00724485,121150.9047
487536,4467680,-86.2564,40.3596,-69.1468,NLS-South-Deep,0.120549645,0.067312815,-0.002043033,0.007127678,406466.3014
452348,4471380,-67.3833,40.3917,-69.5615,NLS-West,0.147916022,0.111858917,0.014092707,0.008074206,555674.3886
433828,4473230,-74.3972,40.4071,-69.7799,NA,NA,NA,NA,NA,NA
520872,4463970,-92.4818,40.326,-68.7543,GSC,0.097446271,0.081413982,-0.00120937,0.007829852,330083.3288
470868,4469530,-78.0443,40.3758,-69.3432,NLS-South-Deep,0.71067321,0.312618853,-1.73E-05,0.007226925,2437481.531
454200,4471380,-68.0373,40.3918,-69.5397,NLS-West,0.165560009,0.120778527,0.000920609,0.00799276,571012.5381
435680,4473230,-73.1621,40.4072,-69.758,NLS-West,0.093359578,0.089943352,0.01273256,0.008588071,363885.8483
489388,4467680,-86.2602,40.3596,-69.125,NLS-South-Deep,0.085605206,0.048994332,-0.001183936,0.007118935,289556.8537
506056,4465820,-86.335,40.3429,-68.9287,GSC,0.04237486,0.026230347,-0.002243384,0.007248894,137647.112
472720,4469530,-79.4774,40.3759,-69.3214,NLS-South-Deep,0.699141082,0.29975528,0.002289168,0.007187686,2405838.418
522724,4463970,-96.9259,40.326,-68.7325,NA,NA,NA,NA,NA,NA
456052,4471380,-66.4973,40.3919,-69.5178,NLS-West,0.188848253,0.132362779,0.00094467,0.007902052,650971.5061
437532,4473230,-72.4387,40.4074,-69.7362,NLS-West,0.088745016,0.083081861,0.012630895,0.008537463,347709.6443
491240,4467680,-86.2748,40.3596,-69.1032,NLS-South-Deep,0.061708179,0.036294685,-0.002143264,0.007065922,204301.938
507908,4465820,-88.3476,40.3429,-68.9069,GSC,0.04815375,0.030489402,-0.002000182,0.007250405,158302.3076
474572,4469530,-79.7465,40.3759,-69.2995,NLS-South-Deep,0.648480533,0.278457625,0.001457481,0.007204146,2229224.996
524576,4463970,-97.3016,40.3259,-68.7107,NA,NA,NA,NA,NA,NA
439384,4473230,-71.4299,40.4075,-69.7144,NLS-West,0.085453084,0.077946874,0.012535201,0.008485506,336090.4119
457904,4471380,-68.2306,40.392,-69.496,NLS-South-Deep,0.218743433,0.14662085,0.001608541,0.007799014,755786.1188
493092,4467680,-87.98,40.3596,-69.0814,NLS-South-Deep,0.046048147,0.02777494,-0.003579351,0.006931706,145663.8958
509760,4465820,-87.8247,40.3429,-68.8851,GSC,0.054820078,0.035890213,-0.001629184,0.00728945,182439.6609
476424,4469530,-80.3337,40.376,-69.2777,NLS-South-Deep,0.569476628,0.250463782,-0.005869234,0.007198956,1933119.255
526428,4463970,-94.116,40.3259,-68.6889,NA,NA,NA,NA,NA,NA
441236,4473230,-70.425,40.4076,-69.6926,NLS-West,0.083366248,0.074206588,0.012448903,0.008431787,328636.7691
459756,4471380,-69.7006,40.392,-69.4742,NLS-South-Deep,0.257020426,0.163734255,0.00243965,0.007687652,889923.1556
494944,4467680,-86.3512,40.3596,-69.0596,NLS-South-Deep,0.036481154,0.022323274,-0.00355568,0.006975827,112931.2159
511612,4465820,-87.0913,40.3429,-68.8633,GSC,0.061708605,0.041992103,-0.001286344,0.007346723,207242.5558
478276,4469530,-81.4941,40.376,-69.2559,NLS-South-Deep,0.476383739,0.217440626,-0.008555637,0.007155951,1604605.477
528280,4463970,-97.3495,40.3258,-68.6671,NA,NA,NA,NA,NA,NA
443088,4473230,-69.4918,40.4078,-69.6707,NLS-West,0.082396246,0.071594988,0.012376191,0.008375586,325060.36
461608,4471380,-71.6204,40.3921,-69.4524,NLS-South-Deep,0.303463008,0.182163334,0.003461683,0.00757428,1052722.224
496796,4467680,-84.8566,40.3596,-69.0377,NLS-South-Deep,0.030884366,0.018947679,-0.004430954,0.006958622,90732.66608
480128,4469530,-80.8117,40.3761,-69.2341,NLS-South-Deep,0.378552703,0.179418604,-0.008476066,0.007124329,1269327.337
513464,4465820,-88.5161,40.3429,-68.8415,GSC,0.067952648,0.048061065,-0.001041748,0.007413639,229497.9631
444940,4473230,-68.0117,40.4079,-69.6489,NLS-West,0.082969989,0.070339615,0.014498279,0.008319419,334306.8052
463460,4471380,-71.7203,40.3922,-69.4305,NLS-South-Deep,0.358485855,0.200912021,0.004743862,0.007455504,1245843.057
530132,4463970,-100.729,40.3257,-68.6453,NA,NA,NA,NA,NA,NA
498648,4467680,-85.4955,40.3596,-69.0159,NLS-South-Deep,0.028195575,0.017124529,-0.004033567,0.007018502,82873.36807
481980,4469530,-81.5218,40.3761,-69.2123,NLS-South-Deep,0.287260535,0.140571025,-0.005432822,0.007114965,966641.9993
515316,4465820,-89.1278,40.3428,-68.8197,GSC,0.072929881,0.053451462,-0.000897235,0.007495284,247065.0602
446792,4473230,-67.0557,40.408,-69.6271,NLS-West,0.085100577,0.0702806,0.014416099,0.008258298,341332.6425
465312,4471380,-73.8407,40.3923,-69.4087,NLS-South-Deep,0.418851252,0.217797079,0.007874272,0.007326856,1463627.579
500500,4467680,-84.373,40.3596,-68.9941,GSC,0.027546326,0.016442364,-0.002976869,0.007049074,84270.87853
483832,4469530,-82.0966,40.3762,-69.1905,NLS-South-Deep,0.210220523,0.105558203,-0.00205745,0.007088402,713979.356
517168,4465820,-89.505,40.3428,-68.7979,GSC,0.076332837,0.057786559,-0.000849789,0.007583396,258899.6061
448644,4473230,-66.5194,40.4081,-69.6053,NLS-West,0.08903706,0.071461473,0.014359803,0.008193843,354641.3137
467164,4471380,-73.2242,40.3924,-69.3869,NLS-South-Deep,0.478041124,0.230238816,0.006833212,0.007209298,1663072.423
502352,4467680,-84.7331,40.3596,-68.9723,GSC,0.028626919,0.016778276,-0.00252834,0.007093946,89515.61886
485684,4469530,-83.0654,40.3762,-69.1686,NLS-South-Deep,0.150162741,0.077024007,0.002806961,0.007031378,524671.3908
450496,4473230,-66.1807,40.4082,-69.5834,NLS-West,0.095162334,0.073992454,0.014337957,0.008125094,375575.4872
519020,4465820,-87.8522,40.3427,-68.7761,GSC,0.078576902,0.061371676,-0.000873037,0.007670548,266516.7973
431976,4475080,-75.1195,40.4236,-69.8019,NA,NA,NA,NA,NA,NA
469016,4471380,-76.1761,40.3924,-69.3651,NLS-South-Deep,0.527150693,0.237176778,0.007455252,0.007223544,1833647.07
504204,4467680,-84.714,40.3596,-68.9505,GSC,0.031194633,0.018119752,-0.002113624,0.007117684,99745.06736
487536,4469530,-84.2982,40.3762,-69.1468,NLS-South-Deep,0.106224375,0.055517402,0.004457845,0.007010244,379629.3882
452348,4473230,-65.1946,40.4083,-69.5616,NLS-West,0.103894028,0.077991167,0.014500684,0.008052194,406082.4969
433828,4475080,-74.1844,40.4238,-69.7801,NA,NA,NA,NA,NA,NA
520872,4465820,-88.6471,40.3427,-68.7543,GSC,0.079864622,0.064341732,-0.000929378,0.007751332,270740.3095
470868,4471380,-77.5008,40.3925,-69.3433,NLS-South-Deep,0.557491405,0.239612525,0.011801528,0.007169552,1952620.107
415308,4476940,-75.0409,40.4388,-69.9986,NA,NA,NA,NA,NA,NA
454200,4473230,-65.1251,40.4084,-69.5398,NLS-West,0.115879367,0.083643123,0.014637398,0.007972989,447659.9724
489388,4469530,-85.5631,40.3763,-69.125,NLS-South-Deep,0.075121833,0.040079171,0.002232063,0.00703341,265316.4373
435680,4475080,-73.1702,40.4239,-69.7582,NLS-West,0.07112067,0.06812865,0.011276099,0.008556967,282613.0072
506056,4467680,-84.6149,40.3596,-68.9287,GSC,0.035108713,0.020566954,-0.001840354,0.007104464,114107.2778
472720,4471380,-79.3224,40.3926,-69.3214,NLS-South-Deep,0.56040414,0.236757009,0.027643334,0.006953594,2016946.383
522724,4465820,-93.0212,40.3427,-68.7324,GSC,0.08065002,0.067075972,-0.001002535,0.007825816,273183.23
417160,4476940,-74.9353,40.4389,-69.9768,NA,NA,NA,NA,NA,NA
456052,4473230,-65.8603,40.4085,-69.518,NLS-West,0.131906533,0.091129617,0.00194192,0.007889577,459087.3427
437532,4475080,-72.5479,40.424,-69.7364,NLS-West,0.066947145,0.062477338,0.012829811,0.008509037,273627.3016
491240,4469530,-85.097,40.3763,-69.1032,NLS-South-Deep,0.053893316,0.029527499,-1.80E-05,0.006998759,184787.2351
507908,4467680,-85.7271,40.3596,-68.9069,GSC,0.040165438,0.024182515,-0.002040426,0.006986618,130765.1308
474572,4471380,-78.4216,40.3926,-69.2996,NLS-South-Deep,0.529587303,0.225266089,0.008865285,0.007141513,1846840.688
419012,4476940,-75.2421,40.4391,-69.9549,NA,NA,NA,NA,NA,NA
524576,4465820,-94.5946,40.3426,-68.7106,GSC,0.081347985,0.06990845,-0.001083984,0.007894073,275297.8161
439384,4475080,-71.9583,40.4242,-69.7146,NLS-West,0.063601305,0.057970468,0.012750452,0.008456935,261879.194
457904,4473230,-66.9691,40.4086,-69.4961,NLS-South-Deep,0.153022091,0.100622003,0.002134772,0.007799528,532173.1422
493092,4469530,-86.9126,40.3763,-69.0814,NLS-South-Deep,0.040040121,0.022521148,-0.001643961,0.006939286,131695.1452
509760,4467680,-86.2846,40.3596,-68.8851,GSC,0.046004119,0.028794993,-0.001196455,0.007114046,153685.9876
420864,4476940,-75.1367,40.4393,-69.9331,NA,NA,NA,NA,NA,NA
476424,4471380,-80.5132,40.3927,-69.2778,NLS-South-Deep,0.473800271,0.206787404,0.003970446,0.007137859,1638707.694
526428,4465820,-91.0826,40.3425,-68.6888,GSC,0.082121534,0.072977461,-0.001179368,0.007953069,277623.8594
441236,4475080,-70.6413,40.4243,-69.6927,NLS-West,0.061306773,0.054637498,0.012681316,0.008403142,253772.0419
459756,4473230,-67.0131,40.4087,-69.4743,NLS-South-Deep,0.180027511,0.111984857,0.002940408,0.007702,627562.3976
494944,4469530,-84.412,40.3763,-69.0596,NLS-South-Deep,0.031543537,0.018046535,-0.002912406,0.006958876,98202.03097
511612,4467680,-86.1418,40.3596,-68.8632,GSC,0.052020408,0.034036116,-0.000794456,0.007180375,175700.0959
