UTM-X,UTM-Y,Depth,Lat,Lon
433828,4.50E+06,50.1928,40.6907,-69.7832
470868,4.50E+06,47.5698,40.6595,-69.3446
567172,4.49E+06,94.0791,40.5571,-68.2066
552356,4.49E+06,84.6089,40.5749,-68.3814
581988,4.49E+06,102.329,40.5391,-68.0319
537540,4.49E+06,67.7128,40.5924,-68.5564
506056,4.50E+06,63.4245,40.6266,-68.9284
489388,4.50E+06,68.3908,40.6432,-69.1255
454200,4.50E+06,47.3977,40.6754,-69.5419
596804,4.49E+06,99.5626,40.5208,-67.8572
435680,4.50E+06,50.9036,40.6908,-69.7612
522724,4.50E+06,61.2368,40.6096,-68.7314
472720,4.50E+06,50.8372,40.6595,-69.3227
554208,4.49E+06,86.5275,40.5748,-68.3596
569024,4.49E+06,93.8594,40.557,-68.1847
539392,4.49E+06,68.8471,40.5923,-68.5345
583840,4.49E+06,101.533,40.5389,-68.01
507908,4.50E+06,65.1919,40.6266,-68.9065
491240,4.50E+06,74.6035,40.6432,-69.1036
456052,4.50E+06,46.9716,40.6755,-69.52
437532,4.50E+06,51.4051,40.691,-69.7393
524576,4.50E+06,60.7704,40.6096,-68.7095
474572,4.50E+06,46.437,40.6596,-69.3008
598656,4.49E+06,101.567,40.5206,-67.8354
556060,4.49E+06,88.4594,40.5746,-68.3377
570876,4.49E+06,95.4498,40.5568,-68.1628
541244,4.49E+06,70.926,40.5922,-68.5126
457904,4.50E+06,46.3144,40.6756,-69.4981
439384,4.50E+06,48.889,40.6911,-69.7174
493092,4.50E+06,76.7881,40.6433,-69.0817
585692,4.49E+06,100.178,40.5387,-67.9881
509760,4.50E+06,66.1342,40.6265,-68.8846
476424,4.50E+06,51.9637,40.6596,-69.2789
526428,4.50E+06,59.1157,40.6095,-68.6876
557912,4.49E+06,89.7009,40.5745,-68.3158
441236,4.50E+06,47.2717,40.6912,-69.6955
459756,4.50E+06,47.2625,40.6757,-69.4762
572728,4.49E+06,95.6004,40.5567,-68.141
494944,4.50E+06,70.1586,40.6433,-69.0598
543096,4.49E+06,73.2363,40.5921,-68.4907
511612,4.50E+06,62.9216,40.6265,-68.8627
587544,4.49E+06,98.9936,40.5386,-67.9663
422716,4.51E+06,41.4719,40.7064,-69.9149
478276,4.50E+06,55.6842,40.6597,-69.257
528280,4.50E+06,61.0414,40.6094,-68.6657
443088,4.50E+06,48.0742,40.6914,-69.6736
461608,4.50E+06,50.2272,40.6758,-69.4543
559764,4.49E+06,91.471,40.5744,-68.2939
496796,4.50E+06,66.8627,40.6433,-69.0379
574580,4.49E+06,97.5743,40.5565,-68.1191
424568,4.51E+06,47.4351,40.7066,-69.893
513464,4.50E+06,63.501,40.6265,-68.8408
544948,4.49E+06,74.3613,40.592,-68.4688
480128,4.50E+06,56.041,40.6597,-69.2351
589396,4.49E+06,100.244,40.5384,-67.9444
530132,4.50E+06,61.0166,40.6094,-68.6438
444940,4.50E+06,48.1557,40.6915,-69.6517
463460,4.50E+06,51.183,40.6758,-69.4324
426420,4.51E+06,46.3072,40.7067,-69.871
498648,4.50E+06,63.5779,40.6433,-69.016
561616,4.49E+06,91.1382,40.5743,-68.272
515316,4.50E+06,68.0318,40.6265,-68.8189
481980,4.50E+06,59.2078,40.6598,-69.2132
546800,4.49E+06,76.4361,40.5919,-68.4469
576432,4.49E+06,97.1401,40.5563,-68.0972
446792,4.50E+06,47.4176,40.6916,-69.6297
531984,4.50E+06,61.9262,40.6093,-68.6219
591248,4.49E+06,99.9657,40.5382,-67.9225
465312,4.50E+06,51.6034,40.6759,-69.4105
428272,4.51E+06,47.9627,40.7069,-69.8491
500500,4.50E+06,64.6708,40.6433,-68.9941
483832,4.50E+06,63.3933,40.6598,-69.1913
517168,4.50E+06,62.1575,40.6264,-68.797
563468,4.49E+06,91.6975,40.5741,-68.2502
548652,4.49E+06,78.3532,40.5918,-68.425
578284,4.49E+06,96.7236,40.5562,-68.0754
448644,4.50E+06,47.9988,40.6917,-69.6078
467164,4.50E+06,43.9512,40.676,-69.3885
533836,4.50E+06,64.0972,40.6092,-68.6
430124,4.51E+06,48.7146,40.7071,-69.8272
593100,4.49E+06,99.0163,40.5379,-67.9007
502352,4.50E+06,65.4874,40.6433,-68.9722
485684,4.50E+06,65.4973,40.6598,-69.1694
519020,4.50E+06,62.375,40.6264,-68.7751
450496,4.50E+06,48.5656,40.6919,-69.5859
565320,4.49E+06,91.9161,40.574,-68.2283
550504,4.49E+06,79.8427,40.5917,-68.4032
431976,4.51E+06,48.9445,40.7072,-69.8053
580136,4.49E+06,96.5352,40.556,-68.0535
469016,4.50E+06,50.3954,40.6761,-69.3666
535688,4.50E+06,64.9987,40.6091,-68.5781
594952,4.49E+06,98.747,40.5377,-67.8788
504204,4.50E+06,64.6008,40.6433,-68.9503
487536,4.50E+06,65.3319,40.6599,-69.1475
452348,4.50E+06,48.3395,40.692,-69.564
520872,4.50E+06,61.6302,40.6263,-68.7532
433828,4.51E+06,47.2325,40.7074,-69.7834
470868,4.50E+06,51.5873,40.6761,-69.3447
567172,4.49E+06,91.5438,40.5738,-68.2064
552356,4.49E+06,80.4836,40.5916,-68.3813
581988,4.49E+06,97.1702,40.5558,-68.0316
537540,4.50E+06,65.8282,40.6091,-68.5563
506056,4.50E+06,63.0999,40.6433,-68.9284
489388,4.50E+06,69.4565,40.6599,-69.1255
596804,4.49E+06,97.3365,40.5375,-67.8569
454200,4.50E+06,47.7901,40.6921,-69.5421
435680,4.51E+06,47.3201,40.7075,-69.7614
522724,4.50E+06,60.9467,40.6263,-68.7313
472720,4.50E+06,54.6739,40.6762,-69.3228
554208,4.49E+06,81.9998,40.5915,-68.3594
569024,4.49E+06,92.1216,40.5737,-68.1845
539392,4.50E+06,66.582,40.609,-68.5344
583840,4.49E+06,96.9152,40.5556,-68.0097
507908,4.50E+06,63.9744,40.6432,-68.9065
491240,4.50E+06,73.4432,40.6599,-69.1036
456052,4.50E+06,46.3206,40.6922,-69.5202
437532,4.51E+06,47.7823,40.7077,-69.7395
524576,4.50E+06,61.7535,40.6262,-68.7094
598656,4.49E+06,97.3514,40.5373,-67.8351
474572,4.50E+06,53.2951,40.6763,-69.3009
556060,4.49E+06,85.2942,40.5913,-68.3375
570876,4.49E+06,91.7006,40.5735,-68.1626
541244,4.50E+06,68.0446,40.6089,-68.5125
457904,4.50E+06,45.7443,40.6923,-69.4982
439384,4.51E+06,46.6986,40.7078,-69.7176
585692,4.49E+06,95.3415,40.5554,-67.9879
493092,4.50E+06,78.4235,40.6599,-69.0817
509760,4.50E+06,64.8989,40.6432,-68.8846
476424,4.50E+06,51.234,40.6763,-69.279
526428,4.50E+06,58.5963,40.6262,-68.6875
600508,4.49E+06,95.6752,40.5371,-67.8132
557912,4.49E+06,86.5283,40.5912,-68.3156
459756,4.50E+06,44.727,40.6924,-69.4763
441236,4.51E+06,47.05,40.7079,-69.6957
572728,4.49E+06,94.7459,40.5734,-68.1408
543096,4.50E+06,69.8359,40.6088,-68.4906
494944,4.50E+06,73.2436,40.66,-69.0598
511612,4.50E+06,62.5902,40.6432,-68.8627
587544,4.49E+06,97.1496,40.5552,-67.966
478276,4.50E+06,53.3352,40.6764,-69.2571
528280,4.50E+06,60.0778,40.6261,-68.6656
602360,4.49E+06,103.31,40.5369,-67.7913
443088,4.51E+06,45.8424,40.7081,-69.6737
461608,4.50E+06,46.1997,40.6924,-69.4544
559764,4.49E+06,89.3919,40.5911,-68.2937
496796,4.50E+06,66.5432,40.66,-69.0379
574580,4.49E+06,93.6295,40.5732,-68.1189
513464,4.50E+06,63.0088,40.6432,-68.8408
544948,4.50E+06,71.6478,40.6087,-68.4687
480128,4.50E+06,56.148,40.6764,-69.2351
589396,4.49E+06,96.7673,40.555,-67.9441
530132,4.50E+06,60.8785,40.6261,-68.6437
444940,4.51E+06,46.6605,40.7082,-69.6518
463460,4.50E+06,48.4915,40.6925,-69.4325
426420,4.51E+06,45.2804,40.7234,-69.8713
498648,4.50E+06,63.911,40.66,-69.016
561616,4.49E+06,90.5582,40.5909,-68.2719
515316,4.50E+06,65.6435,40.6431,-68.8189
481980,4.50E+06,58.0921,40.6765,-69.2132
576432,4.49E+06,93.9446,40.573,-68.097
546800,4.50E+06,73.7993,40.6086,-68.4468
591248,4.49E+06,95.6647,40.5548,-67.9223
446792,4.51E+06,47.3193,40.7083,-69.6299
531984,4.50E+06,60.7088,40.626,-68.6218
465312,4.50E+06,47.7147,40.6926,-69.4106
428272,4.51E+06,45.6163,40.7236,-69.8493
500500,4.50E+06,65.3023,40.66,-68.9941
483832,4.50E+06,60.6066,40.6765,-69.1913
517168,4.50E+06,62.1852,40.6431,-68.797
563468,4.49E+06,91.7289,40.5908,-68.25
548652,4.50E+06,74.4866,40.6085,-68.4249
578284,4.49E+06,95.2566,40.5728,-68.0751
448644,4.51E+06,45.5765,40.7084,-69.608
467164,4.50E+06,41.1756,40.6927,-69.3886
533836,4.50E+06,61.2952,40.6259,-68.5999
430124,4.51E+06,44.9074,40.7237,-69.8274
593100,4.49E+06,96.5134,40.5546,-67.9004
502352,4.50E+06,65.344,40.66,-68.9722
485684,4.50E+06,64.4732,40.6765,-69.1694
519020,4.50E+06,61.6002,40.6431,-68.7751
565320,4.49E+06,92.4159,40.5907,-68.2281
450496,4.51E+06,46.0715,40.7085,-69.5861
550504,4.50E+06,77.0378,40.6084,-68.403
580136,4.49E+06,93.9711,40.5727,-68.0533
469016,4.50E+06,42.2541,40.6928,-69.3667
431976,4.51E+06,45.4667,40.7239,-69.8055
535688,4.50E+06,61.1143,40.6258,-68.578
594952,4.49E+06,95.5461,40.5544,-67.8785
504204,4.50E+06,64.0595,40.66,-68.9503
487536,4.50E+06,65.3853,40.6766,-69.1475
520872,4.50E+06,61.9318,40.643,-68.7532
433828,4.51E+06,46.246,40.724,-69.7836
567172,4.49E+06,92.308,40.5905,-68.2062
470868,4.50E+06,44.7014,40.6928,-69.3448
552356,4.50E+06,78.6667,40.6083,-68.3811
581988,4.49E+06,93.7236,40.5725,-68.0314
537540,4.50E+06,62.2818,40.6257,-68.5561
506056,4.50E+06,62.3515,40.6599,-68.9284
489388,4.50E+06,63.5012,40.6766,-69.1256
596804,4.49E+06,95.3263,40.5542,-67.8566
435680,4.51E+06,44.9114,40.7242,-69.7616
522724,4.50E+06,63.0042,40.643,-68.7313
472720,4.50E+06,47.1169,40.6929,-69.3229
569024,4.49E+06,91.6881,40.5904,-68.1843
554208,4.50E+06,80.3109,40.6081,-68.3592
583840,4.49E+06,92.1702,40.5723,-68.0095
539392,4.50E+06,64.2849,40.6257,-68.5342
507908,4.50E+06,64.4962,40.6599,-68.9065
491240,4.50E+06,75.8926,40.6766,-69.1037
437532,4.51E+06,43.5407,40.7243,-69.7397
598656,4.49E+06,96.2936,40.554,-67.8348
524576,4.50E+06,60.3692,40.6429,-68.7094
474572,4.50E+06,51.6477,40.6929,-69.301
556060,4.50E+06,82.7389,40.608,-68.3373
570876,4.49E+06,90.4456,40.5902,-68.1624
541244,4.50E+06,65.2238,40.6256,-68.5123
585692,4.49E+06,95.1054,40.5721,-67.9876
439384,4.51E+06,45.597,40.7245,-69.7178
493092,4.50E+06,82.8969,40.6766,-69.0817
509760,4.50E+06,63.8887,40.6599,-68.8845
476424,4.50E+06,57.4078,40.693,-69.279
526428,4.50E+06,58.4964,40.6429,-68.6874
600508,4.49E+06,95.2721,40.5538,-67.8129
557912,4.50E+06,85.0762,40.6079,-68.3155
572728,4.49E+06,90.1432,40.59,-68.1406
441236,4.51E+06,44.6684,40.7246,-69.6958
543096,4.50E+06,66.6275,40.6255,-68.4905
494944,4.50E+06,78.3834,40.6766,-69.0598
511612,4.50E+06,63.2284,40.6599,-68.8626
587544,4.49E+06,96.1322,40.5719,-67.9657
478276,4.50E+06,51.6007,40.6931,-69.2571
528280,4.50E+06,58.456,40.6428,-68.6655
602360,4.49E+06,98.9501,40.5535,-67.791
443088,4.51E+06,43.3319,40.7247,-69.6739
559764,4.50E+06,86.8842,40.6078,-68.2936
496796,4.50E+06,69.4196,40.6766,-69.0379
574580,4.49E+06,90.4707,40.5899,-68.1187
544948,4.50E+06,69.8087,40.6254,-68.4686
513464,4.50E+06,62.6179,40.6599,-68.8407
480128,4.50E+06,58.7299,40.6931,-69.2352
589396,4.49E+06,92.9512,40.5717,-67.9439
530132,4.50E+06,61.6914,40.6427,-68.6436
444940,4.51E+06,41.8385,40.7249,-69.652
604212,4.49E+06,96.2328,40.5533,-67.7692
498648,4.50E+06,66.6427,40.6767,-69.016
561616,4.50E+06,90.6641,40.6076,-68.2717
515316,4.50E+06,64.734,40.6598,-68.8188
576432,4.49E+06,90.6968,40.5897,-68.0968
546800,4.50E+06,69.8922,40.6253,-68.4467
481980,4.50E+06,56.5847,40.6931,-69.2133
591248,4.49E+06,92.0563,40.5715,-67.922
531984,4.50E+06,61.8277,40.6427,-68.6217
500500,4.50E+06,64.8009,40.6767,-68.9941
606064,4.49E+06,122.334,40.5531,-67.7473
483832,4.50E+06,61.7153,40.6932,-69.1914
517168,4.50E+06,62.9666,40.6598,-68.7969
563468,4.50E+06,88.3766,40.6075,-68.2498
548652,4.50E+06,70.982,40.6252,-68.4248
578284,4.49E+06,90.468,40.5895,-68.0749
533836,4.50E+06,60.353,40.6426,-68.5998
593100,4.49E+06,91.6725,40.5713,-67.9001
502352,4.50E+06,65.1064,40.6767,-68.9722
485684,4.50E+06,67.997,40.6932,-69.1694
519020,4.50E+06,61.4757,40.6598,-68.775
565320,4.50E+06,90.1022,40.6073,-68.2279
550504,4.50E+06,74.0483,40.6251,-68.4029
580136,4.49E+06,91.7519,40.5894,-68.053
535688,4.50E+06,58.7291,40.6425,-68.5779
594952,4.49E+06,92.9575,40.5711,-67.8782
504204,4.50E+06,64.044,40.6766,-68.9503
487536,4.50E+06,65.7522,40.6932,-69.1475
520872,4.50E+06,62.1247,40.6597,-68.7531
567172,4.50E+06,90.5235,40.6072,-68.206
552356,4.50E+06,76.6543,40.6249,-68.381
581988,4.49E+06,92.8446,40.5892,-68.0311
537540,4.50E+06,59.8412,40.6424,-68.556
506056,4.50E+06,64.4503,40.6766,-68.9283
489388,4.50E+06,61.2139,40.6933,-69.1256
596804,4.49E+06,95.1066,40.5709,-67.8564
522724,4.50E+06,61.7086,40.6597,-68.7312
472720,4.51E+06,50.9723,40.7096,-69.323
569024,4.50E+06,90.7751,40.607,-68.1841
554208,4.50E+06,76.9611,40.6248,-68.3591
583840,4.49E+06,90.6059,40.589,-68.0093
539392,4.50E+06,62.7478,40.6423,-68.5341
507908,4.50E+06,64.4669,40.6766,-68.9064
491240,4.50E+06,74.5607,40.6933,-69.1037
598656,4.49E+06,91.6059,40.5707,-67.8345
524576,4.50E+06,60.2804,40.6596,-68.7093
474572,4.51E+06,54.2748,40.7096,-69.301
556060,4.50E+06,79.2414,40.6247,-68.3372
570876,4.50E+06,89.3664,40.6069,-68.1622
541244,4.50E+06,63.5763,40.6423,-68.5122
585692,4.49E+06,92.2901,40.5888,-67.9874
493092,4.50E+06,86.0986,40.6933,-69.0818
509760,4.50E+06,65.5996,40.6766,-68.8845
476424,4.51E+06,56.88,40.7097,-69.2791
526428,4.50E+06,62.7038,40.6595,-68.6874
600508,4.49E+06,92.0845,40.5704,-67.8126
557912,4.50E+06,80.0842,40.6246,-68.3153
572728,4.50E+06,88.804,40.6067,-68.1403
543096,4.50E+06,65.8026,40.6422,-68.4903
494944,4.50E+06,79.8708,40.6933,-69.0598
511612,4.50E+06,65.4268,40.6766,-68.8626
587544,4.49E+06,91.768,40.5886,-67.9655
478276,4.51E+06,59.4294,40.7097,-69.2572
528280,4.50E+06,60.1258,40.6595,-68.6655
602360,4.49E+06,93.9632,40.5702,-67.7907
559764,4.50E+06,81.9534,40.6244,-68.2934
574580,4.50E+06,89.7332,40.6066,-68.1184
496796,4.50E+06,70.7379,40.6933,-69.0379
544948,4.50E+06,67.3534,40.6421,-68.4684
513464,4.50E+06,61.4353,40.6765,-68.8407
480128,4.51E+06,53.3974,40.7098,-69.2353
589396,4.49E+06,89.8576,40.5884,-67.9436
530132,4.50E+06,61.1395,40.6594,-68.6436
604212,4.49E+06,95.4722,40.57,-67.7689
498648,4.50E+06,66.3882,40.6933,-69.016
561616,4.50E+06,83.3795,40.6243,-68.2715
515316,4.50E+06,64.3937,40.6765,-68.8188
576432,4.50E+06,89.129,40.6064,-68.0966
546800,4.50E+06,67.5107,40.642,-68.4465
481980,4.51E+06,59.6638,40.7098,-69.2133
591248,4.49E+06,88.525,40.5882,-67.9217
531984,4.50E+06,59.887,40.6594,-68.6216
500500,4.50E+06,67.3296,40.6933,-68.9941
606064,4.49E+06,95.193,40.5698,-67.747
517168,4.50E+06,63.8664,40.6765,-68.7969
483832,4.51E+06,62.5582,40.7099,-69.1914
563468,4.50E+06,84.3707,40.6242,-68.2496
548652,4.50E+06,68.881,40.6419,-68.4246
578284,4.50E+06,89.9843,40.6062,-68.0747
533836,4.50E+06,60.414,40.6593,-68.5997
593100,4.49E+06,89.9236,40.588,-67.8998
502352,4.50E+06,64.1494,40.6933,-68.9722
485684,4.51E+06,68.8672,40.7099,-69.1695
519020,4.50E+06,62.4822,40.6764,-68.7749
565320,4.50E+06,87.3759,40.624,-68.2277
607916,4.49E+06,98.2023,40.5695,-67.7251
550504,4.50E+06,71.494,40.6417,-68.4027
580136,4.50E+06,89.8574,40.606,-68.0528
535688,4.50E+06,60.2181,40.6592,-68.5778
594952,4.49E+06,90.8115,40.5878,-67.878
504204,4.50E+06,64.4245,40.6933,-68.9502
487536,4.51E+06,64.9067,40.7099,-69.1476
520872,4.50E+06,62.0802,40.6764,-68.753
567172,4.50E+06,87.3262,40.6239,-68.2058
552356,4.50E+06,72.5986,40.6416,-68.3808
609768,4.49E+06,103.124,40.5693,-67.7032
581988,4.50E+06,88.3336,40.6059,-68.0309
537540,4.50E+06,55.639,40.6591,-68.5559
506056,4.50E+06,67.4245,40.6933,-68.9283
596804,4.49E+06,89.222,40.5876,-67.8561
489388,4.51E+06,62.4291,40.71,-69.1256
522724,4.50E+06,63.2145,40.6763,-68.7311
472720,4.51E+06,47.7166,40.7263,-69.323
569024,4.50E+06,87.7146,40.6237,-68.1839
554208,4.50E+06,73.5257,40.6415,-68.3589
611620,4.49E+06,105.648,40.569,-67.6814
583840,4.50E+06,88.7301,40.6057,-68.009
539392,4.50E+06,58.9324,40.659,-68.534
507908,4.50E+06,65.344,40.6933,-68.9064
491240,4.51E+06,73.7051,40.71,-69.1037
598656,4.49E+06,89.8631,40.5873,-67.8342
524576,4.50E+06,62.4722,40.6763,-68.7092
474572,4.51E+06,56.8928,40.7263,-69.3011
556060,4.50E+06,75.3193,40.6414,-68.337
570876,4.50E+06,87.1962,40.6236,-68.162
541244,4.50E+06,62.0081,40.6589,-68.5121
585692,4.50E+06,90.5009,40.6055,-67.9871
493092,4.51E+06,83.4154,40.71,-69.0818
509760,4.50E+06,65.8012,40.6933,-68.8845
476424,4.51E+06,51.419,40.7264,-69.2792
526428,4.50E+06,62.1569,40.6762,-68.6873
600508,4.49E+06,89.7968,40.5871,-67.8123
557912,4.50E+06,77.3159,40.6413,-68.3151
572728,4.50E+06,87.805,40.6234,-68.1401
543096,4.50E+06,64.218,40.6588,-68.4902
494944,4.51E+06,82.8238,40.71,-69.0599
511612,4.50E+06,64.5056,40.6933,-68.8626
587544,4.50E+06,88.6257,40.6053,-67.9652
478276,4.51E+06,63.1584,40.7264,-69.2573
528280,4.50E+06,61.0873,40.6762,-68.6654
602360,4.49E+06,87.3777,40.5869,-67.7904
559764,4.50E+06,78.2686,40.6411,-68.2932
574580,4.50E+06,88.0896,40.6232,-68.1182
496796,4.51E+06,71.1477,40.71,-69.0379
544948,4.50E+06,63.7817,40.6587,-68.4683
513464,4.50E+06,62.1077,40.6932,-68.8406
480128,4.51E+06,53.3804,40.7265,-69.2353
589396,4.50E+06,86.552,40.6051,-67.9433
530132,4.50E+06,62.5154,40.6761,-68.6435
604212,4.49E+06,88.5826,40.5867,-67.7686
498648,4.51E+06,65.4012,40.71,-69.016
561616,4.50E+06,79.4607,40.641,-68.2713
515316,4.50E+06,63.809,40.6932,-68.8187
576432,4.50E+06,87.9814,40.6231,-68.0963
546800,4.50E+06,65.6607,40.6586,-68.4464
481980,4.51E+06,58.0945,40.7265,-69.2134
591248,4.50E+06,85.1753,40.6049,-67.9215
531984,4.50E+06,58.7127,40.676,-68.6216
500500,4.51E+06,69.5373,40.71,-68.9941
606064,4.49E+06,90.2268,40.5864,-67.7467
517168,4.50E+06,64.4089,40.6932,-68.7968
563468,4.50E+06,81.5228,40.6408,-68.2494
483832,4.51E+06,62.508,40.7265,-69.1915
548652,4.50E+06,66.9377,40.6585,-68.4245
578284,4.50E+06,87.9096,40.6229,-68.0744
533836,4.50E+06,57.7086,40.676,-68.5996
593100,4.50E+06,83.4821,40.6047,-67.8996
502352,4.51E+06,66.832,40.71,-68.9722
485684,4.51E+06,67.6948,40.7266,-69.1695
519020,4.50E+06,62.4804,40.6931,-68.7749
565320,4.50E+06,82.8318,40.6407,-68.2275
607916,4.49E+06,91.0728,40.5862,-67.7248
550504,4.50E+06,68.2677,40.6584,-68.4026
580136,4.50E+06,87.7887,40.6227,-68.0525
535688,4.50E+06,55.505,40.6759,-68.5777
594952,4.50E+06,87.5254,40.6045,-67.8777
504204,4.51E+06,66.3612,40.71,-68.9502
487536,4.51E+06,63.4128,40.7266,-69.1476
520872,4.50E+06,62.7097,40.6931,-68.753
567172,4.50E+06,82.6813,40.6406,-68.2056
552356,4.50E+06,69.3139,40.6583,-68.3807
470868,4.51E+06,36.4012,40.7429,-69.3451
609768,4.49E+06,96.5312,40.5859,-67.7029
581988,4.50E+06,85.0996,40.6225,-68.0307
506056,4.51E+06,66.4521,40.71,-68.9283
596804,4.50E+06,86.5483,40.6042,-67.8558
489388,4.51E+06,62.325,40.7266,-69.1257
522724,4.50E+06,63.7968,40.693,-68.7311
472720,4.51E+06,36.8534,40.7429,-69.3231
569024,4.50E+06,83.8156,40.6404,-68.1837
554208,4.50E+06,71.0475,40.6582,-68.3588
611620,4.49E+06,99.5718,40.5857,-67.681
583840,4.50E+06,87.2896,40.6223,-68.0088
539392,4.50E+06,57.6202,40.6757,-68.5339
507908,4.51E+06,66.5216,40.71,-68.9064
491240,4.51E+06,69.4086,40.7267,-69.1037
598656,4.50E+06,86.1404,40.604,-67.8339
524576,4.50E+06,63.0343,40.693,-68.7091
474572,4.51E+06,55.266,40.743,-69.3012
556060,4.50E+06,72.5439,40.6581,-68.3368
570876,4.50E+06,85.3546,40.6402,-68.1618
541244,4.50E+06,59.5788,40.6756,-68.512
585692,4.50E+06,86.988,40.6222,-67.9869
613472,4.49E+06,102.744,40.5855,-67.6592
493092,4.51E+06,77.4264,40.7267,-69.0818
509760,4.51E+06,65.1429,40.71,-68.8845
476424,4.51E+06,44.8731,40.7431,-69.2793
526428,4.50E+06,61.5132,40.6929,-68.6872
600508,4.50E+06,86.6625,40.6038,-67.812
557912,4.50E+06,72.993,40.6579,-68.3149
572728,4.50E+06,86.471,40.6401,-68.1399
543096,4.50E+06,62.3354,40.6755,-68.4901
494944,4.51E+06,82.3244,40.7267,-69.0599
511612,4.51E+06,62.2765,40.7099,-68.8625
587544,4.50E+06,86.4503,40.622,-67.965
615324,4.49E+06,99.4388,40.5852,-67.6373
478276,4.51E+06,54.6555,40.7431,-69.2573
528280,4.50E+06,61.2869,40.6929,-68.6653
602360,4.50E+06,84.2742,40.6036,-67.7901
559764,4.50E+06,75.146,40.6578,-68.293
574580,4.50E+06,85.5416,40.6399,-68.118
496796,4.51E+06,72.2705,40.7267,-69.0379
544948,4.50E+06,62.4335,40.6754,-68.4682
513464,4.51E+06,62.0913,40.7099,-68.8406
480128,4.51E+06,61.7838,40.7431,-69.2354
589396,4.50E+06,88.1453,40.6218,-67.9431
617176,4.49E+06,95.3204,40.5849,-67.6154
530132,4.50E+06,60.0628,40.6928,-68.6434
604212,4.50E+06,82.9055,40.6033,-67.7683
498648,4.51E+06,65.994,40.7267,-69.016
561616,4.50E+06,76.1097,40.6577,-68.2711
515316,4.51E+06,65.834,40.7099,-68.8187
576432,4.50E+06,85.9942,40.6397,-68.0961
546800,4.50E+06,64.3802,40.6753,-68.4462
481980,4.51E+06,60.1293,40.7432,-69.2134
591248,4.50E+06,86.4197,40.6216,-67.9212
531984,4.50E+06,58.395,40.6927,-68.6215
619028,4.49E+06,100.11,40.5847,-67.5935
500500,4.51E+06,68.1895,40.7267,-68.9941
606064,4.50E+06,84.5125,40.6031,-67.7464
563468,4.50E+06,77.8279,40.6575,-68.2492
517168,4.51E+06,65.503,40.7098,-68.7968
483832,4.51E+06,64.0885,40.7432,-69.1915
548652,4.50E+06,65.3865,40.6752,-68.4243
578284,4.50E+06,84.4726,40.6396,-68.0742
533836,4.50E+06,61.1043,40.6926,-68.5995
593100,4.50E+06,84.5782,40.6214,-67.8993
620880,4.49E+06,101.111,40.5844,-67.5717
502352,4.51E+06,66.4183,40.7267,-68.9722
485684,4.51E+06,67.4069,40.7433,-69.1696
519020,4.51E+06,61.9103,40.7098,-68.7748
607916,4.50E+06,86.5357,40.6029,-67.7245
565320,4.50E+06,79.0679,40.6574,-68.2273
550504,4.50E+06,66.0731,40.6751,-68.4024
580136,4.50E+06,85.8947,40.6394,-68.0523
594952,4.50E+06,86.3444,40.6211,-67.8774
504204,4.51E+06,66.8869,40.7267,-68.9502
487536,4.51E+06,64.7947,40.7433,-69.1476
622732,4.49E+06,102.629,40.5841,-67.5498
520872,4.51E+06,61.8382,40.7098,-68.7529
567172,4.50E+06,79.7446,40.6572,-68.2054
552356,4.50E+06,67.2733,40.675,-68.3805
609768,4.50E+06,86.9735,40.6026,-67.7026
470868,4.51E+06,52.9642,40.7596,-69.3451
581988,4.50E+06,84.8317,40.6392,-68.0304
506056,4.51E+06,67.2155,40.7267,-68.9283
596804,4.50E+06,87.0916,40.6209,-67.8555
489388,4.51E+06,66.2557,40.7433,-69.1257
522724,4.51E+06,67.8235,40.7097,-68.731
624584,4.49E+06,101.889,40.5839,-67.5279
472720,4.51E+06,44.082,40.7596,-69.3232
569024,4.50E+06,80.8397,40.6571,-68.1835
554208,4.50E+06,67.9295,40.6749,-68.3586
611620,4.50E+06,87.4478,40.6024,-67.6807
583840,4.50E+06,84.9413,40.639,-68.0085
539392,4.50E+06,57.8922,40.6924,-68.5338
507908,4.51E+06,66.0035,40.7267,-68.9064
491240,4.51E+06,66.5639,40.7433,-69.1038
598656,4.50E+06,83.7771,40.6207,-67.8336
524576,4.51E+06,62.9483,40.7097,-68.7091
474572,4.51E+06,45.9763,40.7597,-69.3013
626436,4.49E+06,99.9629,40.5836,-67.506
556060,4.50E+06,69.2863,40.6747,-68.3367
570876,4.50E+06,82.5171,40.6569,-68.1616
541244,4.50E+06,59.2152,40.6923,-68.5119
613472,4.50E+06,90.0057,40.6021,-67.6588
585692,4.50E+06,83.6636,40.6388,-67.9866
493092,4.51E+06,74.2314,40.7434,-69.0818
509760,4.51E+06,63.6857,40.7266,-68.8844
476424,4.51E+06,56.8274,40.7597,-69.2793
526428,4.51E+06,60.0219,40.7096,-68.6871
600508,4.50E+06,80.9034,40.6205,-67.8117
557912,4.50E+06,69.1646,40.6746,-68.3148
572728,4.50E+06,83.2076,40.6568,-68.1397
543096,4.50E+06,60.422,40.6922,-68.4899
494944,4.51E+06,81.5402,40.7434,-69.0599
511612,4.51E+06,62.0127,40.7266,-68.8625
587544,4.50E+06,83.2639,40.6386,-67.9647
615324,4.50E+06,90.1679,40.6019,-67.6369
478276,4.51E+06,51.6687,40.7598,-69.2574
528280,4.51E+06,60.2431,40.7095,-68.6652
