UTM_X,UTM_Y,DEPTH,LAT,LON,STRATUM,ZONE,REGION
422716,4499160,55.0611,40.63967222,-69.91397165,6460,NLS-West,GSC_S1
478276,4493600,54.6017,40.59291469,-69.25673363,6470,NLS-North,NLS_East
528280,4488050,68.2634,40.54271787,-68.66603748,6550,GSC,NLS_East
443088,4497310,57.1035,40.6246625,-69.67290077,6470,NLS-West,GSC_S1
461608,4495460,52.3438,40.6090649,-69.4538243,6460,NLS-North,NLS_East
496796,4491750,69.3547,40.57652735,-69.03785556,6470,NLS-North,NLS_East
559764,4484340,99.4391,40.50762433,-68.29460867,6580,NA,NA
424568,4499160,55.6331,40.63984348,-69.89207218,6470,NLS-West,GSC_S1
513464,4489900,67.276,40.55975759,-68.8409613,6550,GSC,GSC_E
544948,4486200,88.3029,40.52531543,-68.46934074,6580,SF,SF
480128,4493600,57.8332,40.59296126,-69.23484693,6470,NLS-North,NLS_East
530132,4488050,70.3295,40.54265259,-68.64416734,6550,GSC,NLS_East
444940,4497310,56.7967,40.624788,-69.65100495,6470,NLS-West,GSC_S1
463460,4495460,50.9448,40.60914884,-69.43193278,6460,NLS-North,NLS_East
426420,4499160,55.4953,40.64001058,-69.87017254,6470,NLS-West,GSC_S1
498648,4491750,65.8298,40.57653245,-69.01597401,6470,NLS-North,NLS_East
515316,4489900,65.4509,40.55972541,-68.81908531,6550,GSC,GSC_E
481980,4493600,59.8783,40.59300369,-69.21296018,6470,NLS-North,NLS_East
546800,4486200,89.8506,40.52521295,-68.44747685,6580,SF,SF
446792,4497310,56.6561,40.62490935,-69.62910901,6470,NLS-West,GSC_S1
531984,4488050,70.9991,40.54258317,-68.62229727,6550,GSC,NLS_East
465312,4495460,51.0692,40.60922864,-69.41004117,6460,NLS-North,NLS_East
428272,4499160,55.9234,40.64017354,-69.84827271,6470,NLS-West,GSC_S1
500500,4491750,67.8535,40.5765334,-68.99409245,6470,GSC,GSC_E
483832,4493600,68.9033,40.59304197,-69.19107338,6470,NLS-North,NLS_East
517168,4489900,64.8468,40.55968908,-68.79720936,6550,GSC,GSC_E
548652,4486200,89.4623,40.52510634,-68.42561307,6580,SF,SF
448644,4497310,55.2448,40.62502655,-69.60721293,6470,NLS-West,GSC_S1
467164,4495460,51.1885,40.60930428,-69.38814947,6460,NLS-North,NLS_East
430124,4499160,56.4629,40.64033233,-69.8263727,6470,NLS-West,GSC_S1
533836,4488050,71.2525,40.54250961,-68.60042728,6560,GSC,NLS_East
502352,4491750,67.4962,40.57653021,-68.9722109,6470,GSC,GSC_E
485684,4493600,73.5876,40.5930761,-69.16918655,6470,NLS-North,NLS_East
519020,4489900,65.6362,40.55964861,-68.77533344,6550,GSC,GSC_E
450496,4497310,56.934,40.6251396,-69.58531672,6470,NLS-West,GSC_S1
550504,4486200,92.1997,40.52499559,-68.4037494,6580,SF,SF
431976,4499160,55.5594,40.64048698,-69.80447252,6470,NLS-West,GSC_S1
469016,4495460,53.0692,40.60937577,-69.36625769,6460,NLS-North,NLS_East
535688,4488050,73.5864,40.5424319,-68.57855738,6560,GSC,NLS_East
504204,4491750,68.3584,40.57652287,-68.95032935,6470,GSC,GSC_E
487536,4493600,69.7783,40.59310608,-69.14729968,6470,NLS-North,NLS_East
452348,4497310,55.5115,40.6252485,-69.5634204,6470,NLS-West,GSC_S1
520872,4489900,66.2038,40.559604,-68.75345758,6550,GSC,GSC_E
433828,4499160,55.5618,40.64063748,-69.78257218,6470,NLS-West,GSC_S1
470868,4495460,54.9944,40.60944312,-69.34436584,6460,NLS-North,NLS_East
552356,4486200,93.9646,40.5248807,-68.38188586,6580,SF,SF
537540,4488050,75.4456,40.54235006,-68.55668756,6560,GSC,NLS_East
415308,4501010,49.8914,40.65560939,-70.00181672,6420,NA,NA
506056,4491750,67.4673,40.57651139,-68.92844781,6470,GSC,GSC_E
489388,4493600,70.3704,40.59313192,-69.12541278,6480,NLS-North,NLS_East
454200,4497310,53.449,40.62535325,-69.54152395,6460,NLS-West,GSC_S1
435680,4499160,55.6927,40.64078382,-69.76067167,6470,NLS-West,GSC_S1
522724,4489900,67.0906,40.55955525,-68.73158176,6550,GSC,GSC_E
472720,4495460,59.1406,40.60950632,-69.32247391,6470,NLS-North,NLS_East
554208,4486200,93.6781,40.52476168,-68.36002245,6580,SF,SF
417160,4501010,49.8243,40.65579736,-69.9799126,6460,NLS-West,GSC_S1
539392,4488050,77.5555,40.54226408,-68.53481783,6560,GSC,NLS_East
456052,4497310,55.9524,40.62545385,-69.51962739,6460,NLS-West,GSC_S1
491240,4493600,73.2077,40.59315361,-69.10352585,6480,NLS-North,NLS_East
507908,4491750,66.7374,40.57649577,-68.90656628,6470,GSC,GSC_E
437532,4499160,55.2928,40.64092601,-69.738771,6470,NLS-West,GSC_S1
474572,4495460,59.0455,40.60956536,-69.30058192,6470,NLS-North,NLS_East
524576,4489900,65.4205,40.55950235,-68.70970601,6550,GSC,GSC_E
419012,4501010,50.6811,40.65598118,-69.95800828,6460,NLS-West,GSC_S1
556060,4486200,92.6388,40.52463852,-68.33815918,6580,SF,SF
457904,4497310,53.5993,40.62555029,-69.49773073,6460,NLS-North,NLS_East
439384,4499160,54.2397,40.64106404,-69.71687018,6470,NLS-West,GSC_S1
541244,4488050,79.6732,40.54217396,-68.5129482,6560,GSC,NLS_East
493092,4493600,73.3863,40.59317115,-69.0816389,6470,NLS-North,NLS_East
509760,4491750,67.3348,40.576476,-68.88468478,6470,GSC,GSC_E
476424,4495460,56.8207,40.60962026,-69.27868986,6470,NLS-North,NLS_East
420864,4501010,51.7174,40.65616085,-69.93610375,6460,NLS-West,GSC_S1
526428,4489900,65.5884,40.55944531,-68.68783031,6550,GSC,GSC_E
441236,4499160,53.1843,40.64119792,-69.69496921,6470,NLS-West,GSC_S1
459756,4497310,53.1764,40.62564259,-69.47583396,6460,NLS-North,NLS_East
557912,4486200,94.1318,40.52451122,-68.31629604,6580,SF,SF
494944,4493600,72.7628,40.59318454,-69.05975194,6470,NLS-North,NLS_East
543096,4488050,82.8151,40.5420797,-68.49107867,6580,SF,SF
511612,4491750,64.1938,40.57645208,-68.8628033,6550,GSC,GSC_E
422716,4501010,52.1139,40.65633636,-69.91419904,6460,NLS-West,GSC_S1
478276,4495460,60.6322,40.60967101,-69.25679775,6470,NLS-North,NLS_East
528280,4489900,65.2385,40.55938413,-68.66595467,6550,GSC,GSC_E
443088,4499160,53.4542,40.64132765,-69.67306809,6470,NLS-West,GSC_S1
461608,4497310,54.8284,40.62573073,-69.45393709,6460,NLS-North,NLS_East
496796,4493600,65.9493,40.59319379,-69.03786496,6470,NLS-North,NLS_East
559764,4486200,97.2501,40.52437979,-68.29443304,6580,NA,NA
424568,4501010,53.1053,40.65650772,-69.89229413,6460,NLS-West,GSC_S1
513464,4491750,64.0843,40.57642402,-68.84092184,6550,GSC,GSC_E
544948,4488050,84.9788,40.5419813,-68.46920925,6580,SF,SF
480128,4495460,58.8815,40.60971761,-69.23490558,6470,NLS-North,NLS_East
530132,4489900,68.4907,40.55931881,-68.64407911,6550,GSC,GSC_E
444940,4499160,53.2688,40.64145323,-69.65116684,6460,NLS-West,GSC_S1
463460,4497310,50.5815,40.62581472,-69.43204013,6460,NLS-North,NLS_East
426420,4501010,53.0083,40.65667492,-69.87038903,6460,NLS-West,GSC_S1
498648,4493600,65.7019,40.59319889,-69.01597797,6470,NLS-North,NLS_East
561616,4486200,100.28,40.52424422,-68.27257018,6580,NA,NA
515316,4491750,66.3049,40.57639182,-68.81904043,6550,GSC,GSC_E
481980,4495460,60.2261,40.60976006,-69.21301336,6470,NLS-North,NLS_East
546800,4488050,86.7064,40.54187877,-68.44733993,6580,SF,SF
446792,4499160,53.279,40.64157465,-69.62926545,6460,NLS-West,GSC_S1
531984,4489900,68.3219,40.55924935,-68.62220362,6550,GSC,GSC_E
465312,4497310,48.7341,40.62589456,-69.41014308,6460,NLS-North,NLS_East
428272,4501010,54.3086,40.65683797,-69.84848376,6460,NLS-West,GSC_S1
500500,4493600,65.7513,40.59319985,-68.99409099,6470,GSC,GSC_E
483832,4495460,63.931,40.60979836,-69.1911211,6470,NLS-North,NLS_East
517168,4491750,62.9797,40.57635547,-68.79715904,6550,GSC,GSC_E
548652,4488050,89.7462,40.54177209,-68.42547073,6580,SF,SF
448644,4499160,52.2129,40.64169192,-69.60736392,6460,NLS-West,GSC_S1
467164,4497310,48.6532,40.62597025,-69.38824594,6460,NLS-North,NLS_East
430124,4501010,54.5208,40.65699686,-69.8265783,6460,NLS-West,GSC_S1
533836,4489900,69.4072,40.55917574,-68.60032821,6550,GSC,GSC_E
502352,4493600,66.1325,40.59319665,-68.972204,6470,GSC,GSC_E
485684,4495460,76.2927,40.60983251,-69.1692288,6470,NLS-North,NLS_East
519020,4491750,64.1286,40.57631498,-68.7752777,6550,GSC,GSC_E
450496,4499160,52.745,40.64180504,-69.58546228,6460,NLS-West,GSC_S1
550504,4488050,90.1321,40.54166128,-68.40360165,6580,SF,SF
431976,4501010,54.0525,40.6571516,-69.80467268,6460,NLS-West,GSC_S1
469016,4497310,49.9514,40.62604178,-69.36634872,6460,NLS-North,NLS_East
535688,4489900,71.3503,40.559098,-68.57845288,6550,GSC,GSC_E
504204,4493600,69.5793,40.59318931,-68.95031702,6470,GSC,GSC_E
487536,4495460,71.2626,40.60986251,-69.14733646,6470,NLS-North,NLS_East
452348,4499160,50.6515,40.641914,-69.5635605,6460,NLS-West,GSC_S1
520872,4491750,65.078,40.57627034,-68.75339641,6550,GSC,GSC_E
433828,4501010,53.5103,40.65730218,-69.78276689,6460,NLS-West,GSC_S1
470868,4497310,51.3489,40.62610917,-69.34445142,6460,NLS-North,NLS_East
552356,4488050,91.9954,40.54154632,-68.3817327,6580,SF,SF
537540,4489900,72.7155,40.55901611,-68.55657764,6560,GSC,GSC_E
415308,4502860,47.2645,40.67227305,-70.0020661,6410,NA,NA
506056,4493600,65.4007,40.59317782,-68.92843004,6470,GSC,GSC_E
489388,4495460,70.2855,40.60988836,-69.1254441,6480,NLS-North,NLS_East
454200,4499160,50.5068,40.64201881,-69.54165862,6460,NLS-West,GSC_S1
435680,4501010,53.202,40.6574486,-69.76086093,6460,NLS-West,GSC_S1
522724,4491750,66.1696,40.57622156,-68.73151517,6550,GSC,GSC_E
472720,4497310,55.9636,40.6261724,-69.32255406,6460,NLS-North,NLS_East
554208,4488050,91.6583,40.54142723,-68.35986387,6580,SF,SF
417160,4502860,48.0671,40.67246113,-69.98015653,6450,NA,NA
539392,4489900,74.0322,40.55893008,-68.53470249,6560,GSC,GSC_E
456052,4499160,55.0067,40.64211946,-69.51975661,6460,NLS-West,GSC_S1
491240,4495460,75.7847,40.60991006,-69.10355171,6480,NLS-North,NLS_East
507908,4493600,65.0374,40.59316219,-68.90654309,6470,GSC,GSC_E
437532,4501010,53.4842,40.65759088,-69.73895481,6460,NLS-West,GSC_S1
474572,4497310,60.4901,40.62623148,-69.30065662,6460,NLS-North,NLS_East
524576,4491750,65.6206,40.57616863,-68.70963398,6550,GSC,GSC_E
419012,4502860,48.8352,40.67264506,-69.95824676,6460,NLS-West,GSC_S1
556060,4488050,92.9901,40.541304,-68.33799518,6580,SF,SF
457904,4499160,55.1328,40.64221597,-69.4978545,6460,NLS-North,NLS_East
541244,4489900,76.8177,40.5588399,-68.51282744,6560,GSC,GSC_E
439384,4501010,52.4002,40.65772899,-69.71704855,6460,NLS-West,GSC_S1
493092,4495460,71.3357,40.60992762,-69.08165929,6470,NLS-North,NLS_East
509760,4493600,66.3408,40.59314241,-68.88465615,6470,GSC,GSC_E
476424,4497310,54.3569,40.62628641,-69.27875913,6470,NLS-North,NLS_East
420864,4502860,49.5693,40.67282483,-69.93633678,6460,NLS-West,GSC_S1
526428,4491750,63.7864,40.57611156,-68.68775286,6550,GSC,GSC_E
441236,4501010,51.3277,40.65786295,-69.69514213,6460,NLS-West,GSC_S1
459756,4499160,54.4314,40.64230831,-69.47595229,6460,NLS-North,NLS_East
557912,4488050,93.828,40.54117663,-68.31612662,6580,SF,SF
494944,4495460,71.3162,40.60994102,-69.05976686,6470,NLS-North,NLS_East
543096,4489900,79.4559,40.55874559,-68.49095248,6580,SF,SF
511612,4493600,63.857,40.59311848,-68.86276924,6550,GSC,GSC_E
422716,4502860,49.4101,40.67300045,-69.91442662,6460,NLS-West,GSC_S1
478276,4497310,54.6946,40.62633719,-69.25686157,6470,NLS-North,NLS_East
528280,4491750,64.212,40.57605034,-68.6658718,6550,GSC,GSC_E
443088,4501010,50.9811,40.65799276,-69.67323556,6460,NLS-West,GSC_S1
461608,4499160,53.1889,40.64239651,-69.45404998,6460,NLS-North,NLS_East
559764,4488050,92.8226,40.54104512,-68.29425821,6580,SF,SF
496796,4495460,66.4743,40.60995027,-69.03787442,6470,NLS-North,NLS_East
424568,4502860,50.1203,40.6731719,-69.89251626,6460,NLS-West,GSC_S1
513464,4493600,66.3841,40.5930904,-68.84088235,6550,GSC,GSC_E
544948,4489900,81.3689,40.55864713,-68.46907764,6580,SF,SF
480128,4497310,58.7758,40.62638382,-69.23496396,6470,NLS-North,NLS_East
530132,4491750,66.3965,40.57598498,-68.64399081,6550,GSC,GSC_E
444940,4501010,51.3394,40.65811841,-69.65132886,6460,NLS-West,GSC_S1
463460,4499160,51.0041,40.64248055,-69.43214757,6460,NLS-North,NLS_East
426420,4502860,51.4323,40.6733392,-69.87060571,6460,NLS-West,GSC_S1
498648,4495460,64.1673,40.60995538,-69.01598196,6470,NLS-North,NLS_East
561616,4488050,96.8677,40.54090947,-68.27238994,6580,NA,NA
515316,4493600,63.2959,40.59305818,-68.8189955,6550,GSC,GSC_E
481980,4497310,65.0435,40.62642629,-69.2130663,6470,NLS-North,NLS_East
546800,4489900,83.6437,40.55854454,-68.4472029,6580,SF,SF
446792,4501010,50.6095,40.6582399,-69.62942202,6460,NLS-West,GSC_S1
531984,4491750,66.7718,40.57591548,-68.62210989,6550,GSC,GSC_E
465312,4499160,47.8301,40.64256043,-69.41024507,6460,NLS-North,NLS_East
428272,4502860,52.4358,40.67350235,-69.84869498,6460,NLS-West,GSC_S1
500500,4495460,65.116,40.60995633,-68.99408951,6470,GSC,GSC_E
483832,4497310,63.8312,40.62646461,-69.1911686,6470,NLS-North,NLS_East
517168,4493600,64.1043,40.59302181,-68.79710869,6550,GSC,GSC_E
563468,4488050,97.1161,40.54076968,-68.25052182,6580,NA,NA
548652,4489900,85.4433,40.5584378,-68.42532828,6580,SF,SF
448644,4501010,49.7441,40.65835724,-69.60751505,6460,NLS-West,GSC_S1
467164,4499160,45.7097,40.64263617,-69.38834249,6460,NLS-North,NLS_East
430124,4502860,53.1977,40.67366133,-69.82678408,6460,NLS-West,GSC_S1
533836,4491750,68.3362,40.57584183,-68.60022905,6550,GSC,GSC_E
502352,4495460,66.5249,40.60995314,-68.97219706,6470,GSC,GSC_E
485684,4497310,71.5831,40.62649878,-69.16927086,6470,NLS-North,NLS_East
519020,4493600,61.8231,40.5929813,-68.77522192,6550,GSC,GSC_E
450496,4501010,49.5391,40.65847042,-69.58560795,6460,NLS-West,GSC_S1
565320,4488050,100.364,40.54062576,-68.22865386,6580,NA,NA
550504,4489900,88.5615,40.55832692,-68.40345378,6580,SF,SF
431976,4502860,52.8182,40.67381616,-69.804873,6460,NLS-West,GSC_S1
469016,4499160,39.9551,40.64270774,-69.36643982,6460,NLS-North,NLS_East
535688,4491750,69.1623,40.57576404,-68.57834829,6550,GSC,GSC_E
504204,4495460,66.2125,40.60994579,-68.95030461,6470,GSC,GSC_E
487536,4497310,73.6503,40.6265288,-69.14737308,6470,NLS-North,NLS_East
452348,4501010,48.5262,40.65857945,-69.56370073,6460,NLS-West,GSC_S1
520872,4493600,63.6439,40.59293663,-68.75333519,6550,GSC,GSC_E
433828,4502860,52.0916,40.67396683,-69.78296176,6460,NLS-West,GSC_S1
470868,4499160,42.6679,40.64277517,-69.34453708,6460,NLS-North,NLS_East
567172,4488050,100.62,40.5404777,-68.20678606,6580,NA,NA
552356,4489900,88.3217,40.5582119,-68.38157941,6580,SF,SF
537540,4491750,69.671,40.5756821,-68.55646763,6550,GSC,GSC_E
506056,4495460,65.4158,40.6099343,-68.92841217,6470,GSC,GSC_E
489388,4497310,70.0918,40.62655467,-69.12547528,6480,NLS-North,NLS_East
454200,4501010,47.9716,40.65868432,-69.54179339,6460,NLS-West,GSC_S1
435680,4502860,51.9598,40.67411334,-69.76105035,6460,NLS-West,GSC_S1
522724,4493600,63.4027,40.59288782,-68.73144852,6550,GSC,GSC_E
472720,4499160,48.0219,40.64283844,-69.32263427,6460,NLS-North,NLS_East
554208,4489900,88.7628,40.55809273,-68.35970516,6580,SF,SF
417160,4504720,46.1264,40.68921493,-69.98040199,6450,NA,NA
539392,4491750,71.5531,40.57559602,-68.53458705,6560,GSC,GSC_E
583840,4486200,107.857,40.52229481,-68.01022902,6580,NA,NA
456052,4501010,47.123,40.65878503,-69.51988594,6460,NLS-West,GSC_S1
507908,4495460,66.1541,40.60991865,-68.90651975,6470,GSC,GSC_E
491240,4497310,75.3339,40.62657638,-69.10357744,6480,NLS-North,NLS_East
437532,4502860,51.4831,40.6742557,-69.73913878,6460,NLS-West,GSC_S1
524576,4493600,62.5013,40.59283486,-68.7095619,6550,GSC,GSC_E
474572,4499160,52.4638,40.64289755,-69.30073139,6460,NLS-North,NLS_East
419012,4504720,46.8157,40.68939897,-69.95848673,6450,NA,NA
556060,4489900,91.0885,40.55796943,-68.33783104,6580,SF,SF
541244,4491750,72.9565,40.5755058,-68.51270657,6560,GSC,GSC_E
457904,4501010,48.4133,40.65888159,-69.49797838,6460,NLS-North,NLS_East
439384,4502860,49.9168,40.67439389,-69.71722706,6460,NLS-West,GSC_S1
493092,4497310,72.9412,40.62659395,-69.08167959,6470,NLS-North,NLS_East
509760,4495460,64.4685,40.60989886,-68.88462735,6470,GSC,GSC_E
585692,4486200,104.725,40.52210549,-67.98836848,6600,NA,NA
476424,4499160,53.3756,40.64295252,-69.27882845,6460,NLS-North,NLS_East
420864,4504720,48.4458,40.68957884,-69.93657127,6450,NA,NA
526428,4493600,61.4396,40.59277776,-68.68767534,6550,GSC,GSC_E
557912,4489900,92.0121,40.55784198,-68.31595706,6580,SF,SF
441236,4502860,49.2292,40.67452793,-69.69531519,6460,NLS-West,GSC_S1
459756,4501010,50.7739,40.65897399,-69.47607072,6460,NLS-North,NLS_East
494944,4497310,70.6241,40.62660736,-69.05978171,6470,NLS-North,NLS_East
543096,4491750,74.9393,40.57541143,-68.49082619,6580,SF,SF
511612,4495460,63.8376,40.60987492,-68.86273497,6550,GSC,GSC_E
422716,4504720,47.9148,40.68975456,-69.91465562,6450,NA,NA
587544,4486200,106.888,40.52191202,-67.96650815,6600,NA,NA
478276,4499160,53.6723,40.64300332,-69.25692545,6470,NLS-North,NLS_East
528280,4493600,62.4895,40.59271651,-68.66578885,6550,GSC,GSC_E
443088,4502860,48.946,40.67465781,-69.67340317,6460,NLS-West,GSC_S1
461608,4501010,53.8773,40.65906224,-69.45416296,6460,NLS-North,NLS_East
559764,4489900,93.4039,40.5577104,-68.29408323,6580,SF,SF
496796,4497310,68.4732,40.62661662,-69.03788383,6470,NLS-North,NLS_East
424568,4504720,48.2462,40.68992612,-69.89273977,6460,NLS-West,GSC_S1
513464,4495460,65.8791,40.60984683,-68.84084262,6550,GSC,GSC_E
544948,4491750,77.6255,40.57531291,-68.46894592,6580,SF,SF
480128,4499160,56.7239,40.64304998,-69.23502239,6470,NLS-North,NLS_East
589396,4486200,103.767,40.52171442,-67.94464804,6600,NA,NA
530132,4493600,64.6435,40.59265111,-68.64390243,6550,GSC,GSC_E
444940,4502860,49.0075,40.67478354,-69.65149101,6460,NLS-West,GSC_S1
463460,4501010,55.3047,40.65914633,-69.4322551,6460,NLS-North,NLS_East
426420,4504720,48.7168,40.69009352,-69.87082374,6460,NLS-West,GSC_S1
498648,4497310,62.8616,40.62662172,-69.01598594,6470,NLS-North,NLS_East
561616,4489900,94.3714,40.55757467,-68.27220954,6580,SF,SF
515316,4495460,64.6026,40.60981458,-68.8189503,6550,GSC,GSC_E
481980,4499160,61.5535,40.64309248,-69.21311929,6470,NLS-North,NLS_East
546800,4491750,80.6898,40.57521026,-68.44706576,6580,SF,SF
446792,4502860,48.677,40.6749051,-69.62957872,6460,NLS-West,GSC_S1
531984,4493600,64.8191,40.59258156,-68.62201608,6550,GSC,GSC_E
591248,4486200,103.115,40.52151269,-67.92278815,6600,NA,NA
465312,4501010,52.5779,40.65922626,-69.41034715,6460,NLS-North,NLS_East
428272,4504720,50.1319,40.69025676,-69.84890753,6460,NLS-West,GSC_S1
500500,4497310,64.4526,40.62662268,-68.99408804,6470,GSC,GSC_E
483832,4499160,63.9573,40.64313082,-69.19121614,6470,NLS-North,NLS_East
517168,4495460,63.2637,40.60977819,-68.79705802,6550,GSC,GSC_E
563468,4489900,93.3041,40.5574348,-68.250336,6580,SF,SF
548652,4491750,82.9147,40.57510345,-68.42518571,6580,SF,SF
578284,4488050,100.041,40.53950242,-68.07558286,6580,NA,NA
448644,4502860,48.7867,40.67502251,-69.6076663,6460,NLS-West,GSC_S1
467164,4501010,45.1862,40.65930204,-69.38843912,6460,NLS-North,NLS_East
533836,4493600,66.7968,40.59250787,-68.60012981,6550,GSC,GSC_E
430124,4504720,50.9707,40.69041583,-69.82699114,6460,NLS-West,GSC_S1
593100,4486200,102.429,40.52130682,-67.90092848,6600,NA,NA
502352,4497310,67.9259,40.62661948,-68.97219015,6470,GSC,GSC_E
485684,4499160,67.7646,40.64316501,-69.16931296,6470,NLS-North,NLS_East
519020,4495460,64.3846,40.60973765,-68.77516578,6550,GSC,GSC_E
450496,4502860,48.2929,40.67513576,-69.58575375,6460,NLS-West,GSC_S1
565320,4489900,94.1229,40.55729079,-68.22846262,6580,SF,SF
550504,4491750,84.7249,40.57499251,-68.40330579,6580,SF,SF
431976,4504720,51.6532,40.69057075,-69.80507458,6460,NLS-West,GSC_S1
469016,4501010,49.3829,40.65937366,-69.366531,6460,NLS-North,NLS_East
580136,4488050,100.832,40.53932539,-68.05371631,6580,NA,NA
535688,4493600,66.5107,40.59243003,-68.57824362,6550,GSC,GSC_E
594952,4486200,102.075,40.52109682,-67.87906903,6600,NA,NA
504204,4497310,63.9681,40.62661213,-68.95029226,6470,GSC,GSC_E
487536,4499160,71.0096,40.64319505,-69.14740973,6470,NLS-North,NLS_East
452348,4502860,48.0031,40.67524485,-69.56384107,6460,NLS-West,GSC_S1
520872,4495460,63.6332,40.60969296,-68.75327359,6550,GSC,GSC_E
433828,4504720,50.1928,40.69072151,-69.78315784,6460,NLS-West,GSC_S1
470868,4501010,47.5698,40.65944112,-69.34462281,6460,NLS-North,NLS_East
567172,4489900,94.0791,40.55714264,-68.2065894,6580,NA,NA
552356,4491750,84.6089,40.57487742,-68.38142598,6580,SF,SF
581988,4488050,102.329,40.53914423,-68.03184995,6580,NA,NA
537540,4493600,67.7128,40.59234805,-68.55635752,6550,GSC,GSC_E
506056,4497310,63.4245,40.62660063,-68.92839438,6470,GSC,GSC_E
489388,4499160,68.3908,40.64322093,-69.12550648,6480,NLS-North,NLS_East
454200,4502860,47.3977,40.67534978,-69.54192828,6460,NLS-West,GSC_S1
596804,4486200,99.5626,40.52088268,-67.85720982,6600,NA,NA
435680,4504720,50.9036,40.69086811,-69.76124095,6460,NLS-West,GSC_S1
522724,4495460,61.2368,40.60964412,-68.73138145,6550,GSC,GSC_E
472720,4501010,50.8372,40.65950443,-69.32271455,6460,NLS-North,NLS_East
554208,4491750,86.5275,40.57475819,-68.35954631,6580,SF,SF
569024,4489900,93.8594,40.55699035,-68.18471634,6580,NA,NA
539392,4493600,68.8471,40.59226192,-68.53447152,6550,GSC,GSC_E
583840,4488050,101.533,40.53895892,-68.00998379,6580,NA,NA
507908,4497310,65.1919,40.62658498,-68.90649651,6470,GSC,GSC_E
491240,4499160,74.6035,40.64324266,-69.1036032,6480,NLS-North,NLS_East
456052,4502860,46.9716,40.67545055,-69.52001538,6460,NLS-West,GSC_S1
437532,4504720,51.4051,40.69101055,-69.7393239,6460,NLS-West,GSC_S1
524576,4495460,60.7704,40.60959113,-68.70948937,6550,GSC,GSC_E
474572,4501010,46.437,40.65956358,-69.30080622,6460,NLS-North,NLS_East
598656,4486200,101.567,40.52066441,-67.83535085,6600,NA,NA
556060,4491750,88.4594,40.57463481,-68.33766677,6580,SF,SF
570876,4489900,95.4498,40.55683392,-68.16284345,6580,NA,NA
541244,4493600,70.926,40.59217164,-68.51258561,6550,GSC,GSC_E
457904,4502860,46.3144,40.67554717,-69.49810236,6460,NLS-North,NLS_East
439384,4504720,48.889,40.69114883,-69.71740669,6460,NLS-West,GSC_S1
493092,4499160,76.7881,40.64326023,-69.0816999,6470,NLS-North,NLS_East
585692,4488050,100.178,40.53876948,-67.98811784,6600,SF,SF
509760,4497310,66.1342,40.62656518,-68.88459867,6470,GSC,GSC_E
476424,4501010,51.9637,40.65961857,-69.27889783,6460,NLS-North,NLS_East
526428,4495460,59.1157,40.609534,-68.68759734,6550,GSC,GSC_E
557912,4491750,89.7009,40.57450729,-68.31578737,6580,SF,SF
441236,4504720,47.2717,40.69128294,-69.69548933,6460,NLS-West,GSC_S1
459756,4502860,47.2625,40.67563962,-69.47618925,6460,NLS-North,NLS_East
572728,4489900,95.6004,40.55667335,-68.14097074,6580,NA,NA
494944,4499160,70.1586,40.64327365,-69.05979658,6470,NLS-North,NLS_East
543096,4493600,73.2363,40.59207722,-68.4906998,6580,SF,SF
511612,4497310,62.9216,40.62654122,-68.86270085,6550,GSC,GSC_E
587544,4488050,98.9936,40.53857591,-67.9662521,6600,SF,SF
422716,4506570,41.4719,40.70641855,-69.91488358,6450,NA,NA
478276,4501010,55.6842,40.65966941,-69.25698938,6460,NLS-North,NLS_East
528280,4495460,61.0414,40.60947271,-68.66570539,6550,GSC,GSC_E
443088,4504720,48.0742,40.6914129,-69.67357183,6460,NLS-West,GSC_S1
461608,4502860,50.2272,40.67572792,-69.45427603,6460,NLS-North,NLS_East
559764,4491750,91.471,40.57437563,-68.2939081,6580,SF,SF
496796,4499160,66.8627,40.64328291,-69.03789325,6470,NLS-North,NLS_East
574580,4489900,97.5743,40.55650864,-68.1190982,6580,NA,NA
424568,4506570,47.4351,40.70659021,-69.89296228,6450,NA,NA
513464,4497310,63.501,40.62651311,-68.84080306,6550,GSC,GSC_E
544948,4493600,74.3613,40.59197864,-68.4688141,6580,SF,SF
480128,4501010,56.041,40.65971609,-69.23508088,6470,NLS-North,NLS_East
589396,4488050,100.244,40.53837819,-67.94438657,6600,SF,SF
530132,4495460,61.0166,40.60940727,-68.6438135,6550,GSC,GSC_E
444940,4504720,48.1557,40.6915387,-69.65165418,6460,NLS-West,GSC_S1
463460,4502860,51.183,40.67581206,-69.43236272,6460,NLS-North,NLS_East
426420,4506570,46.3072,40.7067577,-69.87104078,6450,NA,NA
498648,4499160,63.5779,40.64328802,-69.01598991,6470,NLS-North,NLS_East
561616,4491750,91.1382,40.57423982,-68.27202899,6580,SF,SF
515316,4497310,68.0318,40.62648085,-68.8189053,6550,GSC,GSC_E
481980,4501010,59.2078,40.65975861,-69.21317232,6470,NLS-North,NLS_East
546800,4493600,76.4361,40.59187593,-68.4469285,6580,SF,SF
576432,4489900,97.1401,40.55633979,-68.09722585,6580,NA,NA
446792,4504720,47.4176,40.69166034,-69.6297364,6460,NLS-West,GSC_S1
531984,4495460,61.9262,40.60933769,-68.62192168,6550,GSC,GSC_E
591248,4488050,99.9657,40.53817634,-67.92252126,6600,SF,SF
465312,4502860,51.6034,40.67589204,-69.41044932,6460,NLS-North,NLS_East
