"decmal year", "x utm", "y utm", "bottom depth(m)","Scallops per sq m"
2012.5, 430135.275157, 4610037.256102, 22.446380, 0.000000e+00
2012.5, 430195.457846, 4610743.281680, 22.391869, 0.000000e+00
2012.5, 430318.636133, 4611580.324912, 24.100331, 0.000000e+00
2012.5, 430448.787504, 4612253.303795, 24.800537, 0.000000e+00
2012.5, 430606.598732, 4613007.267474, 27.651844, 0.000000e+00
2012.5, 430658.305779, 4609672.945041, 22.681801, 1.552795e-01
2012.5, 430855.638446, 4613722.643536, 29.732815, 0.000000e+00
2012.5, 431075.067159, 4614344.721872, 31.038987, 0.000000e+00
2012.5, 431247.470604, 4615178.263193, 33.646837, 1.418440e-01
2012.5, 431413.641788, 4615998.100592, 34.621913, 0.000000e+00
2012.5, 431447.138251, 4609741.600614, 24.911838, 0.000000e+00
2012.5, 431498.176222, 4616701.539125, 36.093902, 1.555123e-01
2012.5, 431667.896595, 4617353.840826, 38.981688, 2.947518e-01
2012.5, 432150.172695, 4609867.962637, 26.200857, 0.000000e+00
2012.5, 432165.901046, 4617903.517864, 42.364711, 3.039514e-01
2012.5, 432718.179710, 4618444.958479, 48.512837, 1.795332e-01
2012.5, 432916.821668, 4609997.814899, 28.414744, 0.000000e+00
2012.5, 433281.043063, 4623429.993772, 77.020000, 0.000000e+00
2012.5, 433290.635000, 4619011.823186, 56.856050, 2.915452e-01
2012.5, 433643.429150, 4623214.390449, 78.413237, 1.808318e-01
2012.5, 433657.135961, 4610156.283336, 30.678932, 0.000000e+00
2012.5, 433795.969430, 4619465.975899, 61.394499, 1.757469e-01
2012.5, 434288.390063, 4622836.495882, 79.861909, 0.000000e+00
2012.5, 434298.197955, 4619940.111022, 64.979683, 0.000000e+00
2012.5, 434309.538299, 4618448.229228, 57.843884, 1.814882e-01
2012.5, 434364.391910, 4610331.200784, 31.778440, 0.000000e+00
2012.5, 434782.364876, 4617840.367869, 57.074121, 0.000000e+00
2012.5, 434946.179450, 4620374.091618, 71.767031, 0.000000e+00
2012.5, 435044.817617, 4622562.750130, 82.253400, 0.000000e+00
2012.5, 435091.248042, 4610527.527569, 33.141891, 0.000000e+00
2012.5, 435226.355943, 4617211.775516, 55.638462, 0.000000e+00
2012.5, 435632.611141, 4616598.682508, 55.165496, 0.000000e+00
2012.5, 435679.391715, 4622436.613200, 85.328959, 0.000000e+00
2012.5, 435710.108235, 4620783.112631, 78.829919, 0.000000e+00
2012.5, 435891.215103, 4610875.377548, 35.323853, 0.000000e+00
