"decmal year", "x utm", "y utm", "bottom depth(m)","recruits per sq m"
1979.4, 389122.808772, 4530344.551842, 44.000000, 0.000000e+00
1979.4, 402990.512934, 4517191.736445, 38.000000, 0.000000e+00
1979.4, 380522.095656, 4519374.953909, 53.000000, 0.000000e+00
1979.41, 378970.796536, 4510139.457642, 53.000000, 0.000000e+00
1979.41, 413892.988329, 4487447.564536, 64.000000, 0.000000e+00
1979.41, 380223.456598, 4500869.679606, 53.000000, 0.000000e+00
1979.41, 379807.215650, 4474972.021260, 77.000000, 0.000000e+00
1979.4, 418330.951238, 4505904.380499, 38.000000, 0.000000e+00
1979.4, 455024.533249, 4518546.164808, 41.000000, 0.000000e+00
1979.4, 431003.439840, 4505775.761014, 48.000000, 0.000000e+00
1979.4, 487365.721041, 4527667.038144, 64.000000, 9.790074e-02
1979.41, 504214.595404, 4522107.059111, 71.000000, 7.429652e-03
1979.41, 500000.000000, 4499904.924427, 66.000000, 5.702030e-04
1979.41, 446258.272674, 4472347.345499, 66.000000, 0.000000e+00
1979.41, 446351.185015, 4485301.059702, 65.000000, 0.000000e+00
1979.41, 443563.727280, 4490872.005496, 62.000000, 0.000000e+00
1979.41, 429495.844154, 4494688.476843, 57.000000, 0.000000e+00
1979.4, 485920.415015, 4507322.210264, 70.000000, 9.711242e-03
1979.4, 474699.755569, 4518452.642281, 55.000000, 4.182700e-03
1979.4, 461935.857040, 4496305.854498, 53.000000, 0.000000e+00
1979.4, 464735.064032, 4492584.511094, 50.000000, 0.000000e+00
1979.4, 477423.864820, 4490692.634887, 53.000000, 0.000000e+00
1979.41, 495751.797634, 4462909.984324, 93.000000, 0.000000e+00
1979.41, 477312.219771, 4453685.865774, 91.000000, 0.000000e+00
1979.41, 456066.612942, 4457487.035588, 73.000000, 0.000000e+00
1979.4, 474775.893760, 4540654.261646, 50.000000, 8.787704e-02
1979.4, 465176.495181, 4585100.165233, 40.000000, 3.407683e-03
1979.4, 451328.571340, 4596282.466109, 35.000000, 0.000000e+00
1979.41, 432028.240287, 4614936.528892, 33.000000, 3.396505e-03
1979.41, 437515.214402, 4607491.908071, 35.000000, 0.000000e+00
1979.4, 483205.136857, 4549877.376567, 52.000000, 1.123329e-03
1979.4, 467910.459183, 4572131.620931, 46.000000, 0.000000e+00
1979.4, 448620.900603, 4607403.935100, 66.000000, 0.000000e+00
1979.41, 428090.665408, 4637182.405763, 47.000000, 0.000000e+00
1979.4, 492997.869204, 4542457.030132, 79.000000, 1.027699e-02
1979.4, 474865.099132, 4566553.424708, 64.000000, 0.000000e+00
1979.4, 448647.338557, 4611100.984691, 77.000000, 1.140809e-03
1979.41, 426846.886371, 4650153.551522, 62.000000, 0.000000e+00
1979.41, 430772.121861, 4627906.399885, 69.000000, 0.000000e+00
1979.41, 463863.369652, 4599905.836304, 66.000000, 0.000000e+00
1979.41, 472146.221551, 4585069.987921, 73.000000, 0.000000e+00
1979.4, 441755.998289, 4616705.131795, 91.000000, 0.000000e+00
1979.41, 474903.463775, 4577654.973360, 91.000000, 0.000000e+00
1979.41, 476342.876741, 4590606.024100, 97.000000, 0.000000e+00
1979.41, 543058.877269, 4605495.141535, 101.000000, 0.000000e+00
1979.41, 516743.813206, 4572080.065305, 98.000000, 0.000000e+00
1979.41, 529279.298504, 4577670.648257, 84.000000, 0.000000e+00
1979.41, 547274.209408, 4598116.189049, 57.000000, 0.000000e+00
1979.41, 548733.859560, 4587023.448713, 68.000000, 5.702595e-04
1979.41, 544658.838140, 4570343.955610, 57.000000, 0.000000e+00
1979.41, 525128.499321, 4568407.369911, 75.000000, 0.000000e+00
1979.41, 516799.116519, 4548023.487005, 62.000000, 5.686965e-04
1979.41, 514111.137756, 4490671.813915, 66.000000, 0.000000e+00
1979.41, 518352.751268, 4486973.592411, 66.000000, 5.820442e-04
1979.41, 521167.739245, 4488834.770626, 66.000000, 0.000000e+00
1979.41, 532454.399641, 4488875.322858, 66.000000, 0.000000e+00
1979.41, 533809.544859, 4501835.580443, 55.000000, 0.000000e+00
1979.41, 522480.663367, 4522140.078857, 66.000000, 5.820442e-04
1979.41, 519640.661383, 4531378.970877, 58.000000, 0.000000e+00
1979.41, 532542.723953, 4468529.126618, 95.000000, 1.998960e-03
