"decmal year", "x utm", "y utm", "bottom depth(m)","recruits per sq m"
1989.45, 517903.391024, 4043120.460317, 71.000000, 6.652900e-04
1989.45, 520879.819013, 4044979.616979, 90.000000, 0.000000e+00
1989.45, 519389.981430, 4046828.593884, 79.500000, 0.000000e+00
1989.45, 514909.649209, 4050513.498511, 53.000000, 1.890062e-02
1989.45, 522360.013312, 4050529.651782, 94.000000, 0.000000e+00
1989.45, 514906.435107, 4052365.963810, 50.000000, 1.389647e-02
1989.45, 517884.148529, 4052371.647405, 66.000000, 1.047389e-01
1989.45, 520861.863710, 4052378.363268, 86.000000, 0.000000e+00
1989.45, 522350.399862, 4054223.500614, 89.000000, 0.000000e+00
1989.45, 517876.454757, 4056065.502915, 52.000000, 6.494007e-03
1989.45, 520852.888906, 4056072.221137, 80.000000, 0.000000e+00
1989.45, 516380.230895, 4057915.003848, 54.000000, 1.392037e-02
1989.45, 514880.734532, 4067152.594841, 50.000000, 2.697415e-02
1989.45, 520780.755035, 4085657.108185, 64.000000, 5.343687e-03
1989.45, 528203.355234, 4087520.001370, 90.000000, 1.803595e-03
1989.45, 513355.148267, 4089336.239974, 56.000000, 1.478974e-01
1989.45, 510376.706078, 4100425.423563, 50.000000, 6.579065e-03
1989.45, 513325.989580, 4107828.934723, 57.000000, 1.072181e-03
1989.45, 525162.876843, 4109697.493415, 92.000000, 0.000000e+00
1989.45, 511837.173654, 4111520.884602, 53.000000, 0.000000e+00
1989.45, 520685.406228, 4124484.436604, 59.000000, 8.091202e-02
1989.45, 536930.243164, 4128234.570466, 97.000000, 0.000000e+00
1989.45, 522141.664458, 4133729.463476, 55.000000, 1.703302e-01
1989.45, 528036.681461, 4137441.508952, 57.000000, 1.822709e-02
1989.45, 539819.784873, 4141194.898864, 89.000000, 0.000000e+00
1989.45, 538299.514508, 4150429.503730, 64.000000, 1.662481e-02
1989.45, 523568.403891, 4152227.491753, 44.000000, 1.002240e-01
1989.45, 539749.102304, 4155983.630789, 66.000000, 1.129189e-02
1989.45, 525018.643508, 4157778.968620, 53.000000, 4.902347e-02
1989.45, 557364.331106, 4163487.090759, 102.000000, 5.466847e-04
1989.45, 539695.935404, 4167078.171672, 59.000000, 4.560700e-02
1989.45, 530860.793255, 4170735.065082, 55.000000, 4.617548e-03
1989.45, 539669.306451, 4172625.512373, 59.000000, 9.317143e-03
1989.45, 524968.389319, 4174420.817609, 51.000000, 2.395293e-02
1989.45, 529368.550326, 4176277.049840, 51.000000, 5.347092e-04
1989.45, 535245.807163, 4176300.067004, 55.000000, 1.773616e-02
1989.45, 557287.415177, 4174581.851708, 78.000000, 1.081966e-03
1989.45, 549912.161076, 4180081.590960, 66.000000, 1.312924e-01
1989.45, 566056.531832, 4180195.208160, 109.000000, 0.000000e+00
1989.45, 532275.306084, 4185541.148764, 50.000000, 4.365467e-02
1989.45, 541058.446388, 4189275.027688, 53.000000, 2.446098e-03
1989.45, 542518.858164, 4189282.456838, 57.000000, 1.469969e-03
1989.45, 555715.394219, 4189361.361358, 69.000000, 8.467820e-02
1989.45, 535174.581707, 4192942.437094, 48.000000, 2.403095e-02
1989.45, 563024.337937, 4193109.095771, 71.000000, 4.854082e-03
1989.45, 571818.161502, 4193181.358481, 102.000000, 0.000000e+00
1989.45, 549799.976766, 4198565.960485, 57.000000, 4.824817e-03
1989.45, 542461.366297, 4200377.573432, 51.000000, 7.485927e-03
1989.45, 567375.630400, 4198691.688978, 76.000000, 0.000000e+00
1989.45, 546833.096787, 4204096.263045, 52.000000, 3.209632e-03
1989.45, 562939.014071, 4204204.391646, 66.000000, 2.690882e-03
1989.45, 551200.781514, 4207828.441998, 53.000000, 1.092692e-01
1989.45, 574611.469745, 4208008.796261, 86.000000, 0.000000e+00
1989.45, 571655.955449, 4211677.426285, 73.000000, 1.943316e-01
1989.45, 578946.759220, 4213597.890609, 80.000000, 2.472331e-03
1989.45, 565729.076003, 4220870.751579, 39.000000, 2.289363e-02
