"decmal year", "x utm", "y utm", "bottom depth(m)","Scallops per sq m"
2019.5, 523544.953558, 4127617.747847, 61.583424, 0.000000e+00
2019.5, 523580.014613, 4128216.508835, 61.085059, 0.000000e+00
2019.5, 524008.938239, 4128833.168040, 61.083039, 0.000000e+00
2019.5, 524024.756569, 4165416.425331, 50.576400, 9.265699e-02
2019.5, 524091.791208, 4166038.927573, 50.536667, 0.000000e+00
2019.5, 524296.279062, 4164693.649615, 50.614510, 0.000000e+00
2019.5, 524300.361768, 4127476.788971, 59.943581, 0.000000e+00
2019.5, 524440.253685, 4129446.258012, 61.139566, 0.000000e+00
2019.5, 524561.171122, 4164026.068487, 54.228672, 0.000000e+00
2019.5, 524752.145632, 4166437.553333, 51.210533, 0.000000e+00
2019.5, 524844.494185, 4163307.537549, 56.853572, 0.000000e+00
2019.5, 524860.248032, 4130054.561589, 60.761645, 0.000000e+00
2019.5, 524996.744741, 4127564.165869, 59.840167, 0.000000e+00
2019.5, 525108.661770, 4162617.221608, 57.524849, 0.000000e+00
2019.5, 525254.974703, 4130639.256467, 59.093651, 0.000000e+00
2019.5, 525383.264122, 4161901.620715, 56.407489, 0.000000e+00
2019.5, 525422.980778, 4166806.058034, 55.197682, 0.000000e+00
2019.5, 525636.630071, 4161191.747434, 56.232843, 8.467673e-02
2019.5, 525686.787889, 4131273.557957, 57.829348, 0.000000e+00
2019.5, 525803.964521, 4127679.668783, 60.755563, 0.000000e+00
2019.5, 525887.583966, 4160449.968817, 55.050703, 0.000000e+00
2019.5, 526038.788842, 4167150.961206, 55.280659, 0.000000e+00
2019.5, 526134.113165, 4159739.908188, 56.508615, 0.000000e+00
2019.5, 526136.999251, 4131941.503128, 56.954107, 7.299932e-02
2019.5, 526364.379241, 4159065.550926, 54.505422, 0.000000e+00
2019.5, 526453.370684, 4127797.094109, 62.848194, 2.472621e-01
2019.5, 526550.580065, 4132551.644611, 60.313402, 0.000000e+00
2019.5, 526615.022084, 4158316.151358, 50.635062, 0.000000e+00
2019.5, 526695.493534, 4167530.267471, 54.775025, 0.000000e+00
2019.5, 526849.613330, 4157616.314045, 50.959955, 0.000000e+00
