"decmal year", "x utm", "y utm", "bottom depth(m)","recruits per sq m"
1979.4, 838817.846701, 4555848.053702, 37.000000, 0.000000e+00
1979.4, 852221.100806, 4539785.318322, 48.000000, 0.000000e+00
1979.41, 845610.814629, 4500520.220559, 70.000000, 0.000000e+00
1979.41, 859455.662628, 4506741.549051, 62.000000, 0.000000e+00
1979.41, 860238.122358, 4519769.588022, 58.000000, 0.000000e+00
1979.41, 869104.813388, 4483102.291604, 88.000000, 0.000000e+00
1979.41, 841886.579123, 4489220.483209, 73.000000, 0.000000e+00
1979.4, 854048.340702, 4560287.566505, 33.000000, 3.127087e-03
1979.41, 878059.599693, 4474264.032154, 91.000000, 0.000000e+00
1980.43, 869743.191017, 4470142.867692, 98.000000, 0.000000e+00
1981.48, 843799.352830, 4539386.572112, 52.000000, 5.947872e-04
1981.48, 852043.294268, 4543494.405424, 50.000000, 0.000000e+00
1981.48, 858108.703327, 4534504.094349, 52.000000, 0.000000e+00
1981.49, 855756.130176, 4495433.291049, 71.000000, 0.000000e+00
1981.49, 868051.002225, 4475625.560219, 91.000000, 0.000000e+00
1981.48, 865220.956712, 4533005.467618, 51.000000, 1.097039e-03
1981.49, 866045.605799, 4516347.631882, 58.000000, 0.000000e+00
1982.44, 841321.038503, 4470656.611969, 94.000000, 0.000000e+00
1982.54, 858429.472954, 4556783.186614, 39.000000, 0.000000e+00
1982.54, 863821.485593, 4532936.214915, 49.000000, 2.671250e-03
1982.54, 877317.630272, 4516913.419042, 53.000000, 0.000000e+00
1983.61, 839331.897607, 4544743.214575, 48.000000, 1.178493e-02
1983.61, 852221.100806, 4539785.318322, 52.000000, 0.000000e+00
1983.61, 867944.650043, 4534989.106896, 50.000000, 1.954574e-03
1983.61, 862686.626040, 4527314.216938, 58.000000, 0.000000e+00
1983.61, 874308.275611, 4520468.239081, 58.000000, 0.000000e+00
1984.6, 839246.123133, 4546597.715913, 48.000000, 1.178493e-03
1984.61, 851175.858920, 4532322.544049, 53.000000, 0.000000e+00
1984.61, 861138.139511, 4501257.595415, 70.000000, 0.000000e+00
1984.61, 869378.513649, 4477549.825564, 93.000000, 6.020707e-04
1984.6, 871502.945464, 4548161.093222, 48.000000, 0.000000e+00
1985.59, 839417.129822, 4542899.820736, 49.000000, 0.000000e+00
1985.59, 851264.243886, 4530468.019968, 54.000000, 0.000000e+00
1985.59, 845868.541278, 4494967.979765, 74.000000, 0.000000e+00
1985.59, 866087.871644, 4572014.861608, 27.000000, 1.300011e-03
1985.59, 873926.239229, 4555711.083719, 41.000000, 0.000000e+00
1985.59, 877600.441582, 4511360.700202, 57.000000, 0.000000e+00
1985.59, 880701.311035, 4478116.260731, 88.000000, 0.000000e+00
1985.59, 879665.762180, 4470637.639600, 99.000000, 0.000000e+00
1987.55, 845387.082109, 4565437.776983, 29.000000, 1.167989e-03
1987.55, 845552.882024, 4532056.665641, 54.000000, 0.000000e+00
1987.55, 851954.878748, 4545337.847677, 50.000000, 3.289533e-03
1987.55, 844318.228410, 4528281.781242, 55.000000, 6.596495e-04
1987.56, 853722.136214, 4478642.317859, 90.000000, 0.000000e+00
1987.56, 858610.722637, 4553085.115212, 44.000000, 0.000000e+00
1987.56, 860915.339741, 4534641.145577, 54.000000, 0.000000e+00
1987.56, 875056.457403, 4505664.799391, 63.000000, 0.000000e+00
1988.57, 851175.858920, 4532322.544049, 53.000000, 1.181289e-03
1988.57, 849416.642066, 4539651.459907, 51.000000, 1.184858e-02
1988.57, 857884.450590, 4567888.563697, 30.000000, 2.337074e-03
1988.57, 871672.830160, 4572298.024134, 33.000000, 6.520482e-04
1988.57, 857657.836641, 4543765.800496, 50.000000, 1.769415e-03
1988.57, 871690.282884, 4544462.943536, 48.000000, 0.000000e+00
1988.57, 868960.174125, 4514633.100166, 60.000000, 0.000000e+00
1988.57, 880412.675437, 4455834.554202, 98.000000, 0.000000e+00
1989.47, 838105.217208, 4540980.869060, 53.000000, 2.675845e-02
1989.47, 842142.586203, 4544873.732849, 49.000000, 8.253357e-03
1989.47, 849416.642066, 4539651.459907, 52.000000, 2.674695e-03
2011.48, 844857.676929, 4546859.458990, 48.000000, 0.000000e+00
2011.48, 845379.386652, 4535754.572032, 53.000000, 0.000000e+00
2011.48, 855212.573640, 4536222.663600, 51.000000, 0.000000e+00
1979.39, 508940.153018, 4054199.060477, 31.000000, 1.738579e-03
1979.39, 476136.087189, 4046839.837759, 29.000000, 0.000000e+00
1979.39, 473167.973093, 4050542.449327, 37.000000, 0.000000e+00
