"decmal year", "x utm", "y utm", "bottom depth(m)","recruits per sq m"
1986.59, 484890.828010, 3934051.527889, 36.000000, 0.000000e+00
1982.43, 510575.130480, 3935897.150526, 47.000000, 0.000000e+00
1984.57, 512079.391516, 3935899.059382, 54.000000, 0.000000e+00
1987.53, 507545.361236, 3939587.279515, 49.000000, 0.000000e+00
1981.45, 510570.753341, 3939590.353306, 55.000000, 0.000000e+00
1984.57, 492457.765701, 3943280.501517, 39.000000, 0.000000e+00
1986.59, 504527.151109, 3943278.458161, 51.000000, 0.000000e+00
1987.53, 495473.790742, 3945130.621835, 40.000000, 0.000000e+00
1985.57, 513581.457798, 3943287.664781, 77.000000, 0.000000e+00
1984.57, 503014.455297, 3945129.981338, 50.000000, 0.000000e+00
1984.99, 504526.209258, 3945130.621835, 51.000000, 0.000000e+00
1988.53, 509052.419632, 3945134.075000, 57.000000, 0.000000e+00
1985.57, 509050.535157, 3946986.244504, 59.000000, 0.000000e+00
1982.43, 507537.534404, 3948825.918315, 57.000000, 0.000000e+00
1987.53, 507535.963357, 3950678.097803, 64.000000, 0.000000e+00
1988.53, 480407.872859, 3956242.024065, 35.000000, 0.000000e+00
1985.57, 503011.322614, 3954368.694352, 52.000000, 0.000000e+00
1986.59, 507531.255787, 3956223.576161, 64.000000, 0.000000e+00
1982.43, 510550.992146, 3956226.655413, 78.000000, 1.158994e-03
1987.53, 512051.819605, 3956228.568424, 90.000000, 0.000000e+00
1981.45, 509037.356217, 3959918.301982, 81.000000, 6.291668e-04
1986.59, 496991.190390, 3961766.411696, 48.000000, 0.000000e+00
1983.58, 501508.606655, 3963618.243760, 52.000000, 0.000000e+00
1987.53, 481940.390389, 3967329.929310, 37.000000, 0.000000e+00
1984.57, 509031.693373, 3965463.858112, 84.000000, 5.994615e-04
1985.57, 489464.432208, 3969169.985812, 35.000000, 0.000000e+00
1983.58, 506022.876360, 3967313.522297, 83.000000, 0.000000e+00
1986.59, 509027.906752, 3969168.315356, 85.000000, 0.000000e+00
1981.45, 504513.011275, 3971005.997850, 58.000000, 2.433047e-03
1988.53, 507518.677319, 3971008.047205, 82.000000, 6.692240e-03
1986.59, 506015.305269, 3978404.801189, 73.000000, 0.000000e+00
1985.57, 509016.551180, 3980259.628107, 82.000000, 0.000000e+00
1984.57, 510522.315832, 3980261.300487, 92.000000, 0.000000e+00
1986.59, 510520.112896, 3982102.476636, 91.000000, 0.000000e+00
1984.57, 495495.513987, 3987643.076549, 39.000000, 0.000000e+00
1987.53, 513513.462302, 3987652.326071, 96.000000, 0.000000e+00
1988.53, 515017.962359, 3987654.772060, 100.000000, 0.000000e+00
1982.43, 516509.967217, 3989509.748994, 105.000000, 5.868732e-04
1988.53, 477496.553009, 3995068.934377, 31.000000, 0.000000e+00
1987.53, 509005.168073, 3991351.126032, 78.000000, 0.000000e+00
1983.58, 483500.480137, 3995055.558148, 28.000000, 0.000000e+00
1985.57, 518006.560108, 3993206.214786, 118.000000, 0.000000e+00
1984.57, 509001.371393, 3995044.635976, 80.000000, 1.337011e-03
1988.53, 515005.290294, 3995052.869127, 97.000000, 0.000000e+00
1982.51, 518002.751247, 3995058.520753, 121.500000, 0.000000e+00
1986.59, 508999.466204, 3996896.944501, 81.000000, 0.000000e+00
1987.53, 515002.114336, 3996905.179200, 99.000000, 0.000000e+00
1982.43, 508997.571665, 3998738.166486, 71.000000, 0.000000e+00
1982.43, 501501.640501, 4004279.543361, 37.000000, 1.306834e-03
1980.39, 507487.038513, 4007987.301980, 47.000000, 0.000000e+00
1983.58, 505993.756706, 4009827.400365, 40.000000, 4.123020e-02
1984.57, 507485.456564, 4009828.554516, 57.000000, 5.917675e-04
1986.59, 458097.186425, 4017324.706756, 29.000000, 0.000000e+00
1987.53, 507483.864450, 4011680.904100, 50.000000, 0.000000e+00
1988.53, 513476.349780, 4011688.118242, 81.000000, 5.985967e-04
1988.53, 508982.319388, 4013534.678259, 37.000000, 0.000000e+00
1980.39, 510480.148402, 4015377.624812, 59.000000, 0.000000e+00
1986.59, 513470.629602, 4015381.743617, 86.000000, 0.000000e+00
1983.58, 485036.020298, 4019088.935393, 30.000000, 0.000000e+00
1988.53, 514970.360914, 4015384.196456, 84.000000, 0.000000e+00
1985.57, 505988.661937, 4017225.736921, 92.000000, 0.000000e+00
1986.59, 502989.204083, 4019076.557432, 41.000000, 0.000000e+00
1988.53, 504488.294515, 4019077.202824, 50.000000, 2.949025e-03
1987.53, 489526.540384, 4020923.645285, 34.000000, 1.304780e-03
1984.57, 467103.816542, 4024684.511362, 33.000000, 0.000000e+00
1986.55, 508225.299918, 4020921.255810, 48.500000, 0.000000e+00
1983.58, 510473.459616, 4020923.645285, 57.000000, 1.775302e-03
1984.57, 505984.837433, 4022771.770585, 45.000000, 0.000000e+00
1983.58, 501498.132376, 4024622.220496, 43.000000, 3.527133e-03
1981.45, 507471.133295, 4026466.610857, 38.000000, 0.000000e+00
1982.43, 502986.020514, 4028316.299781, 43.000000, 5.818522e-03
1984.57, 504483.514380, 4028316.945761, 37.000000, 0.000000e+00
1986.59, 507469.535459, 4028319.007017, 45.000000, 0.000000e+00
1985.57, 498502.826709, 4030168.315150, 42.000000, 1.171830e-02
1987.53, 502985.381510, 4030168.700641, 41.000000, 1.964376e-03
1984.57, 452229.719702, 4037687.846468, 34.000000, 0.000000e+00
1982.43, 468642.183551, 4035771.252743, 28.000000, 0.000000e+00
1980.39, 516433.054045, 4030183.790556, 73.000000, 0.000000e+00
1980.39, 504481.600814, 4032010.660638, 37.000000, 6.056870e-04
1988.53, 477601.579896, 4035743.370495, 33.000000, 0.000000e+00
1985.57, 480585.053993, 4035736.148517, 31.000000, 0.000000e+00
1985.57, 517926.413408, 4032028.080579, 86.000000, 0.000000e+00
1980.39, 450754.961198, 4041401.164165, 32.000000, 0.000000e+00
1988.53, 513441.925812, 4033872.364268, 56.000000, 5.914862e-04
1984.57, 511942.829563, 4035722.583923, 34.000000, 0.000000e+00
1980.39, 467167.072103, 4041323.036025, 28.000000, 0.000000e+00
1985.57, 516422.514481, 4035729.940117, 67.000000, 0.000000e+00
1983.58, 485074.337751, 4041273.434845, 28.000000, 0.000000e+00
1988.53, 492541.648005, 4041263.740667, 31.000000, 0.000000e+00
1986.6, 462706.232155, 4045035.064010, 31.000000, 0.000000e+00
1997.51, 516535.102623, 4040089.478452, 64.500000, 3.811288e-02
2007.2, 517599.785630, 4040557.468558, 76.000000, 0.000000e+00
1980.39, 519406.639385, 4039429.912156, 85.000000, 0.000000e+00
1981.45, 508953.604246, 4041265.163924, 34.000000, 0.000000e+00
1983.58, 510448.856720, 4041266.846520, 41.000000, 5.873005e-03
1998.84, 516306.350262, 4041254.872933, 58.300000, 5.692614e-02
1998.23, 517916.205776, 4041513.384246, 73.882353, 1.915220e-03
1988.52, 519402.471127, 4041282.347936, 78.000000, 0.000000e+00
1985.57, 492544.844865, 4044957.528671, 29.000000, 0.000000e+00
