"decmal year", "x utm", "y utm", "bottom depth(m)","recruits per sq m"
1980.39, 507487.038513, 4007987.301980, 47.000000, 0.000000e+00
1980.39, 510480.148402, 4015377.624812, 59.000000, 0.000000e+00
1980.39, 516433.054045, 4030183.790556, 73.000000, 0.000000e+00
1980.39, 504481.600814, 4032010.660638, 37.000000, 6.056870e-04
1980.39, 450754.961198, 4041401.164165, 32.000000, 0.000000e+00
1980.39, 467167.072103, 4041323.036025, 28.000000, 0.000000e+00
1980.39, 519406.639385, 4039429.912156, 85.000000, 0.000000e+00
1980.39, 517899.540955, 4044972.905871, 80.000000, 3.099922e-03
1980.39, 520879.819013, 4044979.616979, 87.000000, 0.000000e+00
1980.39, 519377.476925, 4052374.886388, 65.000000, 7.384650e-03
1980.39, 477664.048963, 4059769.858974, 32.000000, 0.000000e+00
1980.39, 514900.022360, 4056059.817322, 50.000000, 1.223144e-03
1980.39, 498507.959833, 4059740.878188, 30.000000, 0.000000e+00
1980.39, 514887.162430, 4063458.679203, 48.000000, 2.945370e-03
1980.39, 485154.738047, 4087486.140922, 32.000000, 2.967862e-03
1980.39, 519306.347214, 4083801.060104, 60.000000, 5.696362e-03
1980.39, 513358.063138, 4087483.671150, 55.000000, 1.897212e-01
1980.39, 486665.252673, 4102282.180993, 33.000000, 5.938557e-04
1980.39, 514822.598523, 4100432.048361, 54.000000, 8.180305e-02
1980.39, 525190.433453, 4100456.579398, 87.000000, 0.000000e+00
1980.39, 520721.839248, 4109685.407213, 68.000000, 0.000000e+00
1980.39, 471907.567357, 4120800.585405, 27.000000, 0.000000e+00
1980.39, 464526.355283, 4122681.221252, 38.000000, 0.000000e+00
1980.39, 517748.506378, 4117078.124333, 52.000000, 0.000000e+00
1980.39, 541334.146084, 4133802.289003, 103.000000, 0.000000e+00
1980.39, 482310.194971, 4144813.007104, 30.000000, 0.000000e+00
1980.39, 536864.966634, 4143022.994225, 61.000000, 1.139794e-03
1980.39, 532427.086656, 4146710.085236, 53.000000, 1.135635e-03
1980.39, 517674.086368, 4152212.872229, 39.000000, 0.000000e+00
1980.39, 523542.181309, 4161469.131352, 50.000000, 5.896320e-04
1980.39, 513234.909827, 4165140.741721, 39.000000, 1.072009e-02
1980.39, 555902.991669, 4161624.210469, 92.000000, 0.000000e+00
1980.39, 544116.497025, 4165247.703221, 63.000000, 1.311964e-02
1980.39, 527924.601176, 4170724.622231, 49.000000, 1.768059e-03
1980.39, 533796.987994, 4170746.551159, 53.000000, 2.611960e-02
1980.39, 501471.837880, 4174383.185883, 38.000000, 0.000000e+00
1980.39, 544086.920354, 4170795.038551, 58.000000, 7.951850e-03
1980.39, 538197.127126, 4172618.572674, 53.000000, 5.100268e-03
1980.39, 530826.207698, 4179988.078933, 49.000000, 0.000000e+00
1980.39, 552845.088330, 4180099.880047, 62.000000, 4.552222e-03
1980.39, 557210.324171, 4185676.798903, 62.000000, 4.097000e-02
1980.39, 545467.530942, 4187445.322881, 55.000000, 1.985245e-02
1980.39, 535190.414664, 4189247.794417, 47.000000, 0.000000e+00
1980.39, 541039.973135, 4192969.678466, 51.000000, 2.274803e-03
1980.39, 551281.864688, 4194880.261395, 57.000000, 3.406383e-03
1980.39, 527830.614086, 4198461.842477, 37.000000, 0.000000e+00
1980.4, 552690.576599, 4204131.916145, 49.000000, 5.681815e-04
1980.4, 565848.455818, 4206080.364530, 64.000000, 1.309961e-02
1980.4, 564294.680330, 4217164.202009, 51.000000, 0.000000e+00
1980.4, 587679.045526, 4217382.470713, 101.000000, 2.709665e-02
1980.4, 571574.672941, 4220920.105487, 61.000000, 5.118910e-03
1980.4, 580338.730532, 4221001.974026, 64.000000, 1.634604e-01
1980.4, 572996.205567, 4224639.029721, 66.000000, 2.166266e-02
1980.4, 568553.710617, 4231990.668008, 57.000000, 2.281055e-02
1980.4, 590475.207335, 4228510.365347, 69.000000, 1.010412e-01
1980.4, 559733.330085, 4241175.335857, 47.000000, 4.784015e-03
