"decmal year", "x utm", "y utm", "bottom depth(m)","Scallops per sq m"
2013.5, 510201.091008, 4098926.284269, 50.429916, 0.000000e+00
2013.5, 510775.410238, 4098555.861561, 51.440886, 0.000000e+00
2013.5, 511127.330750, 4110737.623690, 48.501055, 0.000000e+00
2013.5, 511218.234425, 4111574.011513, 48.287282, 0.000000e+00
2013.5, 511312.829418, 4112413.869999, 48.186824, 4.959481e-01
2013.5, 511328.273353, 4112887.270136, 48.929756, 0.000000e+00
2013.5, 511356.793636, 4113701.987820, 48.735731, 1.323243e-01
2013.5, 511390.038927, 4114455.150614, 48.760631, 0.000000e+00
2013.5, 511428.463019, 4115218.872521, 49.008200, 0.000000e+00
2013.5, 511436.014767, 4098196.625150, 52.195016, 0.000000e+00
2013.5, 511453.845853, 4110044.573314, 51.861730, 0.000000e+00
2013.5, 511483.208880, 4116010.617700, 47.716657, 0.000000e+00
2013.5, 511917.408282, 4116413.030472, 45.707855, 0.000000e+00
2013.5, 511964.342959, 4109659.056526, 53.786402, 0.000000e+00
2013.5, 512098.565547, 4097853.076675, 54.698220, 0.000000e+00
2013.5, 512521.770507, 4109244.291616, 53.818269, 0.000000e+00
2013.5, 512655.034824, 4116508.938952, 47.727307, 0.000000e+00
2013.5, 512692.201246, 4097472.978892, 54.381229, 0.000000e+00
2013.5, 513163.124158, 4108733.289827, 55.123905, 0.000000e+00
2013.5, 513305.130838, 4097013.606643, 54.820319, 0.000000e+00
2013.5, 513347.503241, 4116676.597607, 50.116582, 0.000000e+00
2013.5, 513873.321029, 4108191.999136, 57.141112, 0.000000e+00
2013.5, 513908.410003, 4096542.726787, 56.326504, 0.000000e+00
2013.5, 514058.689344, 4116791.252584, 52.679264, 0.000000e+00
2013.5, 514420.022788, 4107794.428243, 58.745946, 0.000000e+00
2013.5, 514509.023469, 4096080.242784, 57.478094, 0.000000e+00
2013.5, 514829.974260, 4116821.326503, 52.669263, 0.000000e+00
2013.5, 514957.513484, 4107392.687097, 60.774126, 0.000000e+00
2013.5, 515108.941671, 4095657.593170, 56.447102, 0.000000e+00
2013.5, 515580.939630, 4106925.891759, 58.703653, 0.000000e+00
2013.5, 515594.751000, 4116806.495911, 55.973139, 4.903820e-01
2013.5, 515755.575218, 4095258.322295, 57.546194, 0.000000e+00
2013.5, 516206.813558, 4106467.367290, 58.161535, 0.000000e+00
2013.5, 516392.688491, 4116777.946262, 54.502628, 1.305322e-01
2013.5, 516397.894844, 4094867.125659, 58.641074, 0.000000e+00
2013.5, 516788.254907, 4106041.882403, 61.072669, 0.000000e+00
2013.5, 516983.166302, 4094515.656585, 59.791435, 1.734853e-01
2013.5, 517112.247558, 4116717.784093, 56.634208, 0.000000e+00
2013.5, 517403.814338, 4105589.309121, 62.291902, 0.000000e+00
2013.5, 517663.002370, 4094137.167117, 60.996300, 1.561131e-01
2013.5, 517831.333579, 4116598.577497, 59.160442, 0.000000e+00
2013.5, 518036.476205, 4105116.999173, 63.243254, 0.000000e+00
2013.5, 518382.739185, 4093764.461437, 61.900272, 0.000000e+00
2013.5, 518650.425454, 4104657.271058, 65.150153, 0.000000e+00
2013.5, 518673.870943, 4116555.675204, 57.834208, 1.780067e-01
2013.5, 519017.280019, 4093437.036849, 61.500053, 1.721089e-01
2013.5, 519192.559558, 4116936.395067, 58.131630, 1.460849e-01
2013.5, 519257.419013, 4104209.551954, 72.121135, 0.000000e+00
2013.5, 519714.220218, 4093078.785971, 63.666250, 1.359859e-01
2013.5, 519744.878080, 4117497.943940, 59.227565, 6.165957e-01
2013.5, 519781.857061, 4133052.391228, 53.063021, 0.000000e+00
2013.5, 519849.417634, 4103772.797369, 82.608127, 0.000000e+00
2013.5, 519914.105100, 4093557.859825, 65.033537, 1.363765e-01
2013.5, 519938.877896, 4092843.823711, 64.629056, 0.000000e+00
2013.5, 519963.788655, 4092077.837917, 64.626694, 6.157201e-01
2013.5, 520111.865075, 4132484.734195, 54.099790, 3.049481e-01
2013.5, 520114.642946, 4094255.473447, 67.250059, 1.415729e-01
2013.5, 520144.387860, 4133680.017551, 53.869386, 0.000000e+00
2013.5, 520258.306759, 4118046.289297, 60.540122, 0.000000e+00
2013.5, 520379.405086, 4091737.165553, 66.952599, 0.000000e+00
2013.5, 520391.770746, 4092721.990534, 68.110814, 7.550031e-01
2013.5, 520397.593975, 4095045.180779, 69.925230, 2.275818e-01
2013.5, 520425.698225, 4131838.906882, 55.367799, 0.000000e+00
2013.5, 520440.296087, 4103330.394629, 86.930474, 0.000000e+00
2013.5, 520640.598627, 4095761.508382, 72.372335, 0.000000e+00
2013.5, 520718.595296, 4118526.421317, 61.543876, 4.662076e-01
2013.5, 520760.430832, 4131091.539635, 54.539903, 1.584591e-01
2013.5, 520763.123959, 4092282.777441, 69.042227, 0.000000e+00
2013.5, 520861.522708, 4096429.767482, 74.511026, 0.000000e+00
2013.5, 520882.354254, 4133806.702791, 55.844053, 1.516147e-01
2013.5, 521003.433452, 4102899.506664, 88.881101, 0.000000e+00
2013.5, 521012.715884, 4176479.025770, 43.941267, 0.000000e+00
2013.5, 521054.959951, 4097188.931740, 75.779064, 1.612733e-01
2013.5, 521058.905710, 4130476.408981, 53.474183, 0.000000e+00
2013.5, 521187.516088, 4097905.206640, 76.435346, 0.000000e+00
2013.5, 521266.980984, 4119075.871511, 62.016023, 3.754815e-01
2013.5, 521283.230207, 4098650.323281, 78.231497, 0.000000e+00
2013.5, 521347.384802, 4177087.642827, 43.598556, 0.000000e+00
2013.5, 521394.896693, 4099373.118444, 80.622029, 0.000000e+00
2013.5, 521439.306355, 4102252.592731, 89.792499, 0.000000e+00
2013.5, 521443.971293, 4129772.780902, 53.854769, 8.572718e-01
2013.5, 521498.085042, 4176006.019561, 44.675410, 0.000000e+00
2013.5, 521500.522677, 4100076.798931, 84.454915, 0.000000e+00
2013.5, 521621.414439, 4100828.429909, 87.683924, 0.000000e+00
2013.5, 521630.200528, 4133940.289999, 55.993857, 0.000000e+00
2013.5, 521694.841692, 4101572.009940, 88.699356, 0.000000e+00
2013.5, 521776.506940, 4129129.802435, 53.421199, 0.000000e+00
2013.5, 521782.211064, 4177702.570068, 44.153486, 0.000000e+00
2013.5, 521825.462407, 4119624.905644, 62.438690, 7.028205e-01
2013.5, 522114.051649, 4128448.300394, 53.068104, 5.960285e-01
2013.5, 522159.067130, 4175673.391072, 44.528179, 0.000000e+00
2013.5, 522191.085903, 4178292.661466, 44.499375, 0.000000e+00
2013.5, 522352.505027, 4120152.558634, 63.019142, 8.256037e-01
2013.5, 522373.298971, 4134074.491211, 54.217651, 1.992440e-01
2013.5, 522478.156671, 4127728.886793, 54.624588, 0.000000e+00
2013.5, 522619.727487, 4178898.757006, 44.697913, 0.000000e+00
